TIPUS,VALASZTAS,MEGYE,TELEPULES,SZAVAZOKOR,LISTA,SZAVAZAT
Listas,2019EP,FEJÉR,Székesfehérvár,074,FIDESZ,41
Listas,2019EP,FEJÉR,Székesfehérvár,075,FIDESZ,19
Listas,2019EP,FEJÉR,Székesfehérvár,076,FIDESZ,31
Listas,2019EP,FEJÉR,Székesfehérvár,077,FIDESZ,54
Listas,2019EP,FEJÉR,Székesfehérvár,078,FIDESZ,60
Listas,2019EP,FEJÉR,Székesfehérvár,079,FIDESZ,58
Listas,2019EP,FEJÉR,Székesfehérvár,080,FIDESZ,62
Listas,2019EP,FEJÉR,Székesfehérvár,081,FIDESZ,50
Listas,2019EP,FEJÉR,Székesfehérvár,082,FIDESZ,26
Listas,2019EP,FEJÉR,Székesfehérvár,083,FIDESZ,72
Listas,2019EP,FEJÉR,Székesfehérvár,084,FIDESZ,37
Listas,2019EP,FEJÉR,Székesfehérvár,085,FIDESZ,57
Listas,2019EP,FEJÉR,Székesfehérvár,086,FIDESZ,25
Listas,2019EP,FEJÉR,Székesfehérvár,087,FIDESZ,73
Listas,2019EP,FEJÉR,Székesfehérvár,088,FIDESZ,55
Listas,2019EP,FEJÉR,Székesfehérvár,089,FIDESZ,60
Listas,2019EP,FEJÉR,Székesfehérvár,090,FIDESZ,70
Listas,2019EP,FEJÉR,Székesfehérvár,091,FIDESZ,17
Listas,2019EP,FEJÉR,Székesfehérvár,092,FIDESZ,17
Listas,2019EP,FEJÉR,Tabajd,001,FIDESZ,14
Listas,2019EP,FEJÉR,Tác,001,FIDESZ,15
Listas,2019EP,FEJÉR,Tác,002,FIDESZ,23
Listas,2019EP,FEJÉR,Tordas,001,FIDESZ,114
Listas,2019EP,FEJÉR,Újbarok,001,FIDESZ,21
Listas,2019EP,FEJÉR,Úrhida,001,FIDESZ,41
Listas,2019EP,FEJÉR,Úrhida,002,FIDESZ,35
Listas,2019EP,FEJÉR,Vajta,001,FIDESZ,4
Listas,2019EP,FEJÉR,Vál,001,FIDESZ,27
Listas,2019EP,FEJÉR,Vál,002,FIDESZ,24
Listas,2019EP,FEJÉR,Vál,003,FIDESZ,20
Listas,2019EP,FEJÉR,Velence,001,FIDESZ,74
Listas,2019EP,FEJÉR,Velence,002,FIDESZ,48
Listas,2019EP,FEJÉR,Velence,003,FIDESZ,88
Listas,2019EP,FEJÉR,Velence,004,FIDESZ,52
Listas,2019EP,FEJÉR,Velence,005,FIDESZ,61
Listas,2019EP,FEJÉR,Vereb,001,FIDESZ,20
Listas,2019EP,FEJÉR,Vértesacsa,001,FIDESZ,13
Listas,2019EP,FEJÉR,Vértesacsa,002,FIDESZ,17
Listas,2019EP,FEJÉR,Vértesboglár,001,FIDESZ,36
Listas,2019EP,FEJÉR,Zámoly,001,FIDESZ,22
Listas,2019EP,FEJÉR,Zámoly,002,FIDESZ,20
Listas,2019EP,FEJÉR,Zichyújfalu,001,FIDESZ,14
Listas,2019EP,FEJÉR,Daruszentmiklós,001,FIDESZ,12
Listas,2019EP,FEJÉR,Daruszentmiklós,002,FIDESZ,2
Listas,2019EP,GYÕR-MOSON-SOPRON,Abda,001,FIDESZ,31
Listas,2019EP,GYÕR-MOSON-SOPRON,Abda,002,FIDESZ,18
Listas,2019EP,GYÕR-MOSON-SOPRON,Abda,003,FIDESZ,26
Listas,2019EP,GYÕR-MOSON-SOPRON,Abda,004,FIDESZ,15
Listas,2019EP,GYÕR-MOSON-SOPRON,Acsalag,001,FIDESZ,6
Listas,2019EP,GYÕR-MOSON-SOPRON,Agyagosszergény,001,FIDESZ,19
Listas,2019EP,GYÕR-MOSON-SOPRON,Ágfalva,001,FIDESZ,27
Listas,2019EP,GYÕR-MOSON-SOPRON,Ágfalva,002,FIDESZ,38
Listas,2019EP,GYÕR-MOSON-SOPRON,Árpás,001,FIDESZ,2
Listas,2019EP,GYÕR-MOSON-SOPRON,Ásványráró,001,FIDESZ,20
Listas,2019EP,GYÕR-MOSON-SOPRON,Ásványráró,002,FIDESZ,13
Listas,2019EP,GYÕR-MOSON-SOPRON,Babót,001,FIDESZ,15
Listas,2019EP,GYÕR-MOSON-SOPRON,Bakonygyirót,001,FIDESZ,5
Listas,2019EP,GYÕR-MOSON-SOPRON,Bakonypéterd,001,FIDESZ,10
Listas,2019EP,GYÕR-MOSON-SOPRON,Bakonyszentlászló,001,FIDESZ,21
Listas,2019EP,GYÕR-MOSON-SOPRON,Bakonyszentlászló,002,FIDESZ,6
Listas,2019EP,GYÕR-MOSON-SOPRON,Barbacs,001,FIDESZ,7
Listas,2019EP,GYÕR-MOSON-SOPRON,Bágyogszovát,001,FIDESZ,10
Listas,2019EP,GYÕR-MOSON-SOPRON,Bágyogszovát,002,FIDESZ,9
Listas,2019EP,GYÕR-MOSON-SOPRON,Beled,001,FIDESZ,17
Listas,2019EP,GYÕR-MOSON-SOPRON,Beled,002,FIDESZ,11
Listas,2019EP,GYÕR-MOSON-SOPRON,Beled,003,FIDESZ,4
Listas,2019EP,GYÕR-MOSON-SOPRON,Bezenye,001,FIDESZ,11
Listas,2019EP,GYÕR-MOSON-SOPRON,Bezenye,002,FIDESZ,3
Listas,2019EP,GYÕR-MOSON-SOPRON,Bezenye,003,FIDESZ,6
Listas,2019EP,GYÕR-MOSON-SOPRON,Bezi,001,FIDESZ,4
Listas,2019EP,GYÕR-MOSON-SOPRON,Bodonhely,001,FIDESZ,2
Listas,2019EP,GYÕR-MOSON-SOPRON,Bogyoszló,001,FIDESZ,13
Listas,2019EP,GYÕR-MOSON-SOPRON,Börcs,001,FIDESZ,37
Listas,2019EP,GYÕR-MOSON-SOPRON,Bõny,001,FIDESZ,17
Listas,2019EP,GYÕR-MOSON-SOPRON,Bõny,002,FIDESZ,17
Listas,2019EP,GYÕR-MOSON-SOPRON,Bõny,003,FIDESZ,4
Listas,2019EP,GYÕR-MOSON-SOPRON,Bõsárkány,001,FIDESZ,20
Listas,2019EP,GYÕR-MOSON-SOPRON,Bõsárkány,002,FIDESZ,9
Listas,2019EP,GYÕR-MOSON-SOPRON,Cakóháza,001,FIDESZ,0
Listas,2019EP,GYÕR-MOSON-SOPRON,Cirák,001,FIDESZ,4
Listas,2019EP,GYÕR-MOSON-SOPRON,Csapod,001,FIDESZ,6
Listas,2019EP,GYÕR-MOSON-SOPRON,Csáfordjánosfa,001,FIDESZ,3
Listas,2019EP,GYÕR-MOSON-SOPRON,Csér,001,FIDESZ,1
Listas,2019EP,GYÕR-MOSON-SOPRON,Csikvánd,001,FIDESZ,5
Listas,2019EP,GYÕR-MOSON-SOPRON,Csorna,001,FIDESZ,49
Listas,2019EP,GYÕR-MOSON-SOPRON,Csorna,002,FIDESZ,34
Listas,2019EP,GYÕR-MOSON-SOPRON,Csorna,003,FIDESZ,25
Listas,2019EP,GYÕR-MOSON-SOPRON,Csorna,004,FIDESZ,35
Listas,2019EP,GYÕR-MOSON-SOPRON,Csorna,005,FIDESZ,25
Listas,2019EP,GYÕR-MOSON-SOPRON,Csorna,006,FIDESZ,37
Listas,2019EP,GYÕR-MOSON-SOPRON,Csorna,007,FIDESZ,19
Listas,2019EP,GYÕR-MOSON-SOPRON,Csorna,008,FIDESZ,27
Listas,2019EP,GYÕR-MOSON-SOPRON,Darnózseli,001,FIDESZ,12
Listas,2019EP,GYÕR-MOSON-SOPRON,Darnózseli,002,FIDESZ,20
Listas,2019EP,GYÕR-MOSON-SOPRON,Dénesfa,001,FIDESZ,14
Listas,2019EP,GYÕR-MOSON-SOPRON,Dör,001,FIDESZ,11
Listas,2019EP,GYÕR-MOSON-SOPRON,Dunakiliti,001,FIDESZ,25
Listas,2019EP,GYÕR-MOSON-SOPRON,Dunakiliti,002,FIDESZ,23
Listas,2019EP,GYÕR-MOSON-SOPRON,Dunaremete,001,FIDESZ,8
Listas,2019EP,GYÕR-MOSON-SOPRON,Dunaszeg,001,FIDESZ,33
Listas,2019EP,GYÕR-MOSON-SOPRON,Dunaszeg,002,FIDESZ,31
Listas,2019EP,GYÕR-MOSON-SOPRON,Dunaszentpál,001,FIDESZ,18
Listas,2019EP,GYÕR-MOSON-SOPRON,Dunasziget,001,FIDESZ,8
Listas,2019EP,GYÕR-MOSON-SOPRON,Dunasziget,002,FIDESZ,10
Listas,2019EP,GYÕR-MOSON-SOPRON,Dunasziget,003,FIDESZ,15
Listas,2019EP,GYÕR-MOSON-SOPRON,Ebergõc,001,FIDESZ,1
Listas,2019EP,GYÕR-MOSON-SOPRON,Edve,001,FIDESZ,0
Listas,2019EP,GYÕR-MOSON-SOPRON,Egyed,001,FIDESZ,5
Listas,2019EP,GYÕR-MOSON-SOPRON,Egyházasfalu,001,FIDESZ,14
Listas,2019EP,GYÕR-MOSON-SOPRON,Enese,001,FIDESZ,33
Listas,2019EP,GYÕR-MOSON-SOPRON,Écs,001,FIDESZ,22
Listas,2019EP,GYÕR-MOSON-SOPRON,Écs,002,FIDESZ,25
Listas,2019EP,GYÕR-MOSON-SOPRON,Farád,001,FIDESZ,19
Listas,2019EP,GYÕR-MOSON-SOPRON,Farád,002,FIDESZ,11
Listas,2019EP,GYÕR-MOSON-SOPRON,Fehértó,001,FIDESZ,8
Listas,2019EP,GYÕR-MOSON-SOPRON,Feketeerdõ,001,FIDESZ,13
Listas,2019EP,GYÕR-MOSON-SOPRON,Felpéc,001,FIDESZ,29
Listas,2019EP,GYÕR-MOSON-SOPRON,Fenyõfõ,001,FIDESZ,4
Listas,2019EP,GYÕR-MOSON-SOPRON,Fertõboz,001,FIDESZ,8
Listas,2019EP,GYÕR-MOSON-SOPRON,Fertõd,001,FIDESZ,31
Listas,2019EP,GYÕR-MOSON-SOPRON,Fertõd,002,FIDESZ,15
Listas,2019EP,GYÕR-MOSON-SOPRON,Fertõd,003,FIDESZ,20
Listas,2019EP,GYÕR-MOSON-SOPRON,Fertõd,004,FIDESZ,3
Listas,2019EP,GYÕR-MOSON-SOPRON,Fertõendréd,001,FIDESZ,15
Listas,2019EP,GYÕR-MOSON-SOPRON,Fertõhomok,001,FIDESZ,25
Listas,2019EP,GYÕR-MOSON-SOPRON,Fertõrákos,001,FIDESZ,31
Listas,2019EP,GYÕR-MOSON-SOPRON,Fertõrákos,002,FIDESZ,52
Listas,2019EP,GYÕR-MOSON-SOPRON,Fertõszentmiklós,001,FIDESZ,24
Listas,2019EP,GYÕR-MOSON-SOPRON,Fertõszentmiklós,002,FIDESZ,30
Listas,2019EP,GYÕR-MOSON-SOPRON,Fertõszentmiklós,003,FIDESZ,24
Listas,2019EP,GYÕR-MOSON-SOPRON,Fertõszentmiklós,004,FIDESZ,24
Listas,2019EP,GYÕR-MOSON-SOPRON,Fertõszéplak,001,FIDESZ,35
Listas,2019EP,GYÕR-MOSON-SOPRON,Gönyû,001,FIDESZ,17
Listas,2019EP,GYÕR-MOSON-SOPRON,Gönyû,002,FIDESZ,23
Listas,2019EP,GYÕR-MOSON-SOPRON,Gönyû,003,FIDESZ,28
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyalóka,001,FIDESZ,1
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyarmat,001,FIDESZ,16
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyóró,001,FIDESZ,4
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyömöre,001,FIDESZ,19
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,001,FIDESZ,83
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,002,FIDESZ,45
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,003,FIDESZ,60
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,004,FIDESZ,34
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,005,FIDESZ,39
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,006,FIDESZ,77
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,007,FIDESZ,48
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,008,FIDESZ,293
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,009,FIDESZ,42
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,010,FIDESZ,44
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,011,FIDESZ,70
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,012,FIDESZ,35
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,013,FIDESZ,33
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,014,FIDESZ,50
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,015,FIDESZ,94
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,016,FIDESZ,55
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,017,FIDESZ,61
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,018,FIDESZ,88
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,019,FIDESZ,83
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,020,FIDESZ,44
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,021,FIDESZ,91
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,022,FIDESZ,146
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,023,FIDESZ,94
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,024,FIDESZ,68
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,025,FIDESZ,106
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,026,FIDESZ,69
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,027,FIDESZ,93
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,028,FIDESZ,58
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,029,FIDESZ,113
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,030,FIDESZ,50
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,031,FIDESZ,53
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,032,FIDESZ,34
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,033,FIDESZ,42
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,034,FIDESZ,53
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,035,FIDESZ,51
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,036,FIDESZ,30
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,037,FIDESZ,27
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,038,FIDESZ,44
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,039,FIDESZ,54
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,040,FIDESZ,44
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,041,FIDESZ,21
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,042,FIDESZ,23
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,043,FIDESZ,26
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,044,FIDESZ,22
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,045,FIDESZ,48
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,046,FIDESZ,35
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,047,FIDESZ,28
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,048,FIDESZ,40
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,049,FIDESZ,22
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,050,FIDESZ,31
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,051,FIDESZ,27
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,052,FIDESZ,52
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,053,FIDESZ,37
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,054,FIDESZ,44
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,055,FIDESZ,43
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,056,FIDESZ,37
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,057,FIDESZ,52
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,058,FIDESZ,43
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,059,FIDESZ,58
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,060,FIDESZ,45
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,061,FIDESZ,46
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,062,FIDESZ,54
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,063,FIDESZ,43
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,064,FIDESZ,52
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,065,FIDESZ,44
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,066,FIDESZ,50
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,067,FIDESZ,36
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,068,FIDESZ,62
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,069,FIDESZ,50
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,070,FIDESZ,42
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,071,FIDESZ,31
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,072,FIDESZ,27
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,073,FIDESZ,18
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,074,FIDESZ,41
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,075,FIDESZ,88
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,076,FIDESZ,50
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,077,FIDESZ,58
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,078,FIDESZ,72
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,079,FIDESZ,49
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,080,FIDESZ,77
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,081,FIDESZ,93
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,082,FIDESZ,35
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,083,FIDESZ,43
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,084,FIDESZ,53
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,085,FIDESZ,42
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,086,FIDESZ,39
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,087,FIDESZ,58
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,088,FIDESZ,77
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,089,FIDESZ,75
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,090,FIDESZ,75
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,091,FIDESZ,74
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,092,FIDESZ,62
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,093,FIDESZ,85
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,094,FIDESZ,77
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,095,FIDESZ,46
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõr,096,FIDESZ,63
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõrasszonyfa,001,FIDESZ,8
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõrladamér,001,FIDESZ,63
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõrság,001,FIDESZ,36
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõrsövényház,001,FIDESZ,15
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõrszemere,001,FIDESZ,8
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõrszemere,002,FIDESZ,14
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõrszemere,003,FIDESZ,24
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõrújbarát,001,FIDESZ,83
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõrújbarát,002,FIDESZ,102
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõrújbarát,003,FIDESZ,63
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõrújbarát,004,FIDESZ,59
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõrújbarát,005,FIDESZ,63
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõrújfalu,001,FIDESZ,94
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõrzámoly,001,FIDESZ,57
Listas,2019EP,GYÕR-MOSON-SOPRON,Gyõrzámoly,002,FIDESZ,53
Listas,2019EP,GYÕR-MOSON-SOPRON,Halászi,001,FIDESZ,26
Listas,2019EP,GYÕR-MOSON-SOPRON,Halászi,002,FIDESZ,43
Listas,2019EP,GYÕR-MOSON-SOPRON,Halászi,003,FIDESZ,0
Listas,2019EP,GYÕR-MOSON-SOPRON,Harka,001,FIDESZ,46
Listas,2019EP,GYÕR-MOSON-SOPRON,Harka,002,FIDESZ,57
Listas,2019EP,GYÕR-MOSON-SOPRON,Hegyeshalom,001,FIDESZ,44
Listas,2019EP,GYÕR-MOSON-SOPRON,Hegyeshalom,002,FIDESZ,26
Listas,2019EP,GYÕR-MOSON-SOPRON,Hegyeshalom,003,FIDESZ,16
Listas,2019EP,GYÕR-MOSON-SOPRON,Hegykõ,001,FIDESZ,35
Listas,2019EP,GYÕR-MOSON-SOPRON,Hédervár,001,FIDESZ,29
Listas,2019EP,GYÕR-MOSON-SOPRON,Hidegség,001,FIDESZ,16
Listas,2019EP,GYÕR-MOSON-SOPRON,Himod,001,FIDESZ,5
Listas,2019EP,GYÕR-MOSON-SOPRON,Hövej,001,FIDESZ,2
Listas,2019EP,GYÕR-MOSON-SOPRON,Ikrény,001,FIDESZ,22
Listas,2019EP,GYÕR-MOSON-SOPRON,Ikrény,002,FIDESZ,47
Listas,2019EP,GYÕR-MOSON-SOPRON,Iván,001,FIDESZ,7
Listas,2019EP,GYÕR-MOSON-SOPRON,Jánossomorja,001,FIDESZ,9
Listas,2019EP,GYÕR-MOSON-SOPRON,Jánossomorja,002,FIDESZ,15
Listas,2019EP,GYÕR-MOSON-SOPRON,Jánossomorja,003,FIDESZ,18
Listas,2019EP,GYÕR-MOSON-SOPRON,Jánossomorja,004,FIDESZ,24
Listas,2019EP,GYÕR-MOSON-SOPRON,Jánossomorja,005,FIDESZ,18
Listas,2019EP,GYÕR-MOSON-SOPRON,Jánossomorja,006,FIDESZ,8
Listas,2019EP,GYÕR-MOSON-SOPRON,Jánossomorja,007,FIDESZ,0
Listas,2019EP,GYÕR-MOSON-SOPRON,Jobaháza,001,FIDESZ,5
Listas,2019EP,GYÕR-MOSON-SOPRON,Kajárpéc,001,FIDESZ,19
Listas,2019EP,GYÕR-MOSON-SOPRON,Kapuvár,001,FIDESZ,2
Listas,2019EP,GYÕR-MOSON-SOPRON,Kapuvár,002,FIDESZ,33
Listas,2019EP,GYÕR-MOSON-SOPRON,Kapuvár,003,FIDESZ,14
Listas,2019EP,GYÕR-MOSON-SOPRON,Kapuvár,004,FIDESZ,25
Listas,2019EP,GYÕR-MOSON-SOPRON,Kapuvár,005,FIDESZ,27
Listas,2019EP,GYÕR-MOSON-SOPRON,Kapuvár,006,FIDESZ,36
Listas,2019EP,GYÕR-MOSON-SOPRON,Kapuvár,007,FIDESZ,29
Listas,2019EP,GYÕR-MOSON-SOPRON,Kapuvár,008,FIDESZ,36
Listas,2019EP,GYÕR-MOSON-SOPRON,Kapuvár,009,FIDESZ,29
Listas,2019EP,GYÕR-MOSON-SOPRON,Kimle,001,FIDESZ,13
Listas,2019EP,GYÕR-MOSON-SOPRON,Kimle,002,FIDESZ,27
Listas,2019EP,GYÕR-MOSON-SOPRON,Kimle,003,FIDESZ,5
Listas,2019EP,GYÕR-MOSON-SOPRON,Kisbabot,001,FIDESZ,5
Listas,2019EP,GYÕR-MOSON-SOPRON,Kisbajcs,001,FIDESZ,23
Listas,2019EP,GYÕR-MOSON-SOPRON,Kisbodak,001,FIDESZ,7
Listas,2019EP,GYÕR-MOSON-SOPRON,Kisfalud,001,FIDESZ,8
Listas,2019EP,GYÕR-MOSON-SOPRON,Koroncó,001,FIDESZ,12
Listas,2019EP,GYÕR-MOSON-SOPRON,Koroncó,002,FIDESZ,23
Listas,2019EP,GYÕR-MOSON-SOPRON,Kóny,001,FIDESZ,20
Listas,2019EP,GYÕR-MOSON-SOPRON,Kóny,002,FIDESZ,21
Listas,2019EP,GYÕR-MOSON-SOPRON,Kópháza,001,FIDESZ,47
Listas,2019EP,GYÕR-MOSON-SOPRON,Kópháza,002,FIDESZ,25
Listas,2019EP,GYÕR-MOSON-SOPRON,Kunsziget,001,FIDESZ,47
Listas,2019EP,GYÕR-MOSON-SOPRON,Lázi,001,FIDESZ,9
Listas,2019EP,GYÕR-MOSON-SOPRON,Levél,001,FIDESZ,14
Listas,2019EP,GYÕR-MOSON-SOPRON,Levél,002,FIDESZ,23
Listas,2019EP,GYÕR-MOSON-SOPRON,Lébény,001,FIDESZ,35
Listas,2019EP,GYÕR-MOSON-SOPRON,Lébény,002,FIDESZ,13
Listas,2019EP,GYÕR-MOSON-SOPRON,Lébény,003,FIDESZ,19
Listas,2019EP,GYÕR-MOSON-SOPRON,Lipót,001,FIDESZ,9
Listas,2019EP,GYÕR-MOSON-SOPRON,Lövõ,001,FIDESZ,28
Listas,2019EP,GYÕR-MOSON-SOPRON,Maglóca,001,FIDESZ,2
Listas,2019EP,GYÕR-MOSON-SOPRON,Magyarkeresztúr,001,FIDESZ,2
Listas,2019EP,GYÕR-MOSON-SOPRON,Markotabödöge,001,FIDESZ,9
Listas,2019EP,GYÕR-MOSON-SOPRON,Máriakálnok,001,FIDESZ,16
Listas,2019EP,GYÕR-MOSON-SOPRON,Máriakálnok,002,FIDESZ,21
Listas,2019EP,GYÕR-MOSON-SOPRON,Mecsér,001,FIDESZ,20
Listas,2019EP,GYÕR-MOSON-SOPRON,Mezõörs,001,FIDESZ,7
Listas,2019EP,GYÕR-MOSON-SOPRON,Mérges,001,FIDESZ,0
Listas,2019EP,GYÕR-MOSON-SOPRON,Mihályi,001,FIDESZ,8
Listas,2019EP,GYÕR-MOSON-SOPRON,Mosonmagyaróvár,001,FIDESZ,51
Listas,2019EP,GYÕR-MOSON-SOPRON,Mosonmagyaróvár,002,FIDESZ,21
Listas,2019EP,GYÕR-MOSON-SOPRON,Mosonmagyaróvár,003,FIDESZ,63
Listas,2019EP,GYÕR-MOSON-SOPRON,Mosonmagyaróvár,004,FIDESZ,66
Listas,2019EP,GYÕR-MOSON-SOPRON,Mosonmagyaróvár,005,FIDESZ,30
Listas,2019EP,GYÕR-MOSON-SOPRON,Mosonmagyaróvár,006,FIDESZ,37
Listas,2019EP,GYÕR-MOSON-SOPRON,Mosonmagyaróvár,007,FIDESZ,31
Listas,2019EP,GYÕR-MOSON-SOPRON,Mosonmagyaróvár,008,FIDESZ,52
Listas,2019EP,GYÕR-MOSON-SOPRON,Mosonmagyaróvár,009,FIDESZ,19
Listas,2019EP,GYÕR-MOSON-SOPRON,Mosonmagyaróvár,010,FIDESZ,17
Listas,2019EP,GYÕR-MOSON-SOPRON,Mosonmagyaróvár,011,FIDESZ,27
Listas,2019EP,GYÕR-MOSON-SOPRON,Mosonmagyaróvár,012,FIDESZ,22
Listas,2019EP,GYÕR-MOSON-SOPRON,Mosonmagyaróvár,013,FIDESZ,35
