SZAVAZOKOR,MEGYEKOD,MEGYE,OEVK,TELEPULES_SORSZAM,TELEPULES,SZAVKORCIM,AKADALYMENTES,ATJELENTKEZOK
09-063-003,09,HAJDÚ-BIHAR,05,063,Püspökladány,Petõfi utca 40. (Csenki Imre Mûvészeti Iskola),Nem,Nem
09-063-004,09,HAJDÚ-BIHAR,05,063,Püspökladány,Petõfi utca 9. (Petõfi Sánor Általános Iskola),Nem,Nem
09-063-005,09,HAJDÚ-BIHAR,05,063,Püspökladány,Vasút utca1. (MÁV Szociális Épület),Nem,Nem
09-063-006,09,HAJDÚ-BIHAR,05,063,Püspökladány,Bocskai utca 21. (Ifjúsági Ház),Igen,Nem
09-063-007,09,HAJDÚ-BIHAR,05,063,Püspökladány,Bocskai utca 48. (Nyugdíjasok Háza),Nem,Nem
09-063-008,09,HAJDÚ-BIHAR,05,063,Püspökladány,Szent István utca 33. (Segítõ Kezek Intézmény),Igen,Nem
09-063-009,09,HAJDÚ-BIHAR,05,063,Püspökladány,Kálvin tér 8. (Kálvin Téri Általános Iskola),Nem,Nem
09-063-010,09,HAJDÚ-BIHAR,05,063,Püspökladány,Árpád utca 18. (Árpád Óvoda),Nem,Nem
09-063-011,09,HAJDÚ-BIHAR,05,063,Püspökladány,Karcagi utca 28. (Petritelepi Általános Iskola),Nem,Nem
09-063-012,09,HAJDÚ-BIHAR,05,063,Püspökladány,Karcagi utca 28. (Petritelepi Ált. Isk. Ebédlõ),Nem,Nem
09-063-013,09,HAJDÚ-BIHAR,05,063,Püspökladány,Karcagi utca 37. (Nyitnikék Óvoda),Nem,Nem
09-063-014,09,HAJDÚ-BIHAR,05,063,Püspökladány,Petõfi utca 67. (Gellér Sándor Sportcentrum),Igen,Nem
09-063-015,09,HAJDÚ-BIHAR,05,063,Püspökladány,Gárdonyi Géza utca 47. (Idõsek Klubja),Igen,Nem
09-063-016,09,HAJDÚ-BIHAR,05,063,Püspökladány,Gárdonyi Géza utca 49. (Mezeivirág Óvoda),Nem,Nem
09-064-001,09,HAJDÚ-BIHAR,04,064,Sáp,Fõ utca 24. (Községháza),Igen,Igen
09-065-001,09,HAJDÚ-BIHAR,04,065,Sáránd,Nagy utca 37. (Önkormányzati Konyha),Igen,Igen
09-065-002,09,HAJDÚ-BIHAR,04,065,Sáránd,Nagy utca 42. (Közösségi Ház),Nem,Nem
09-066-001,09,HAJDÚ-BIHAR,05,066,Sárrétudvari,Kossuth utca 95. (Mûvelõdési Ház),Igen,Igen
09-066-002,09,HAJDÚ-BIHAR,05,066,Sárrétudvari,Kossuth utca 53. (Általános Iskola),Igen,Nem
09-066-003,09,HAJDÚ-BIHAR,05,066,Sárrétudvari,Széchenyi utca 31. (Idõsek Klubja),Igen,Nem
09-067-001,09,HAJDÚ-BIHAR,04,067,Szentpéterszeg,Fekete Borbála u. 9. (Faluház),Igen,Igen
09-068-001,09,HAJDÚ-BIHAR,05,068,Szerep,Kossuth utca 10. (Szerepi K. Hétpettyes Óvoda),Igen,Igen
09-068-002,09,HAJDÚ-BIHAR,05,068,Szerep,Hosszúhát Szociális otthon,Nem,Nem
09-069-001,09,HAJDÚ-BIHAR,05,069,Tetétlen,Kossuth u. 55. (Általános Iskola),Igen,Nem
09-069-002,09,HAJDÚ-BIHAR,05,069,Tetétlen,Kossuth u. 55. (Általános Iskola),Igen,Igen
09-070-001,09,HAJDÚ-BIHAR,03,070,Téglás,Fényes utca 2-8. (Ált. Iskola),Igen,Igen
09-070-002,09,HAJDÚ-BIHAR,03,070,Téglás,Fényes utca 2-8. (Ált. Iskola),Igen,Nem
09-070-003,09,HAJDÚ-BIHAR,03,070,Téglás,Fényes utca 2-8. (Ált. Iskola),Igen,Nem
09-070-004,09,HAJDÚ-BIHAR,03,070,Téglás,Fényes utca 2-8. (Ált. Iskola),Igen,Nem
09-070-005,09,HAJDÚ-BIHAR,03,070,Téglás,Fényes utca 2-8. (Ált. Iskola),Igen,Nem
09-071-001,09,HAJDÚ-BIHAR,04,071,Tépe,Rákóczi utca 2. (Mûvelõdési Ház),Igen,Igen
09-072-001,09,HAJDÚ-BIHAR,05,072,Tiszacsege,Kossuth utca 5. (Polgármesteri Hivatal),Igen,Igen
09-072-002,09,HAJDÚ-BIHAR,05,072,Tiszacsege,Fõ utca 95. (Általános Iskola),Igen,Nem
09-072-003,09,HAJDÚ-BIHAR,05,072,Tiszacsege,Lehel utca 89.  (Kastély),Nem,Nem
09-072-004,09,HAJDÚ-BIHAR,05,072,Tiszacsege,Petõfi utca 3. (Régi Könyvtár),Nem,Nem
09-072-005,09,HAJDÚ-BIHAR,05,072,Tiszacsege,Fõ utca 2/F (Volt Kommunális Szolgáltató),Nem,Nem
09-072-006,09,HAJDÚ-BIHAR,05,072,Tiszacsege,Nagymajor tanya 28. (Régi Iskola),Nem,Nem
09-073-001,09,HAJDÚ-BIHAR,06,073,Tiszagyulaháza,Kossuth utca 25. (Mûvelõdési Ház),Igen,Igen
09-074-001,09,HAJDÚ-BIHAR,04,074,Told,Kossuth utca 28. (Községi Könyvtár),Igen,Igen
09-075-001,09,HAJDÚ-BIHAR,04,075,Újiráz,Szabadság tér 3-2. (Mûvelõdési Ház),Igen,Igen
09-076-001,09,HAJDÚ-BIHAR,03,076,Újléta,Kossuth utca 20. (Polgármesteri Hivatal),Igen,Igen
09-077-001,09,HAJDÚ-BIHAR,06,077,Újszentmargita,Hunyadi utca 5.,Igen,Igen
09-078-001,09,HAJDÚ-BIHAR,06,078,Újtikos,Fõ utca 11. (Mûvelõdési Ház),Igen,Igen
09-079-001,09,HAJDÚ-BIHAR,03,079,Vámospércs,Malom utca 2.  (Piremon Nyomda),Nem,Nem
09-079-002,09,HAJDÚ-BIHAR,03,079,Vámospércs,Béke utca 1.  (Polgármesteri Hivatal),Igen,Igen
09-079-003,09,HAJDÚ-BIHAR,03,079,Vámospércs,Béke utca 1.  (Polgármesteri Hivatal),Igen,Nem
09-079-004,09,HAJDÚ-BIHAR,03,079,Vámospércs,Nagy utca 4. (Általános Iskola),Nem,Nem
09-079-005,09,HAJDÚ-BIHAR,03,079,Vámospércs,Iskola utca 2. (Óvoda),Igen,Nem
09-080-001,09,HAJDÚ-BIHAR,04,080,Váncsod,Kossuth utca 81.sz. (Klubkönyvtár),Igen,Igen
09-081-001,09,HAJDÚ-BIHAR,04,081,Vekerd,Kossuth út 18.  (Közösségi Ház),Igen,Igen
09-082-001,09,HAJDÚ-BIHAR,04,082,Zsáka,Bethlen Gábor út 8.  (Idõsek Klubja),Igen,Igen
10-001-001,10,HEVES,02,001,Abasár,Iskola út 36. (IKSZT Saári Közösségi Ház),Igen,Igen
10-001-002,10,HEVES,02,001,Abasár,Iskola út  11. (Községi Könyvtár Általános Iskola),Igen,Nem
10-002-001,10,HEVES,03,002,Adács,Akácfa út 64. (Telepi Iskola),Igen,Igen
10-002-002,10,HEVES,03,002,Adács,Rákóczi út 18.  (Mûvelõdési Ház),Igen,Nem
10-002-003,10,HEVES,03,002,Adács,Petõfi u. 2. (Gondozási Központ),Igen,Nem
10-003-001,10,HEVES,02,003,Aldebrõ,Arany János út 1.,Igen,Igen
10-004-001,10,HEVES,01,004,Andornaktálya,Kossuth Lajos utca 2. (Mûvelõdési Ház),Igen,Igen
10-004-002,10,HEVES,01,004,Andornaktálya,II. Rákóczi Ferenc út 217. (Református Imaház),Nem,Nem
10-005-001,10,HEVES,03,005,Apc,Petõfi Sándor út 24. (Mûvelõdési Ház),Nem,Nem
10-005-002,10,HEVES,03,005,Apc,Fõ út 8. (Idõsek klubja),Nem,Nem
10-005-003,10,HEVES,03,005,Apc,Fõ út 48. (Általános Iskola),Igen,Igen
10-006-001,10,HEVES,03,006,Atkár,Fõ út 46. (Mûvelõdési Ház),Igen,Igen
10-006-002,10,HEVES,03,006,Atkár,Fõ út 36. (Iskola),Igen,Nem
10-007-001,10,HEVES,01,007,Átány,Szabadság út 1. (Dr. Fél Edit Közösségi Tér),Igen,Igen
10-008-001,10,HEVES,02,008,Balaton,Kossuth Lajos út 80. (Általános Iskola),Igen,Igen
10-008-002,10,HEVES,02,008,Balaton,Jókai utca 10. (Mûvelõdési Ház),Igen,Nem
10-009-001,10,HEVES,02,009,Bátor,Rákóczi F. út 1. (Faluháza),Igen,Igen
10-010-001,10,HEVES,02,010,Bekölce,Béke út 41. (Mûvelõdési Ház),Igen,Igen
10-011-001,10,HEVES,01,011,Besenyõtelek,Fõ út 49. (Sportclub),Igen,Nem
10-011-002,10,HEVES,01,011,Besenyõtelek,Jókai utca 1. (Iskolai napközi otthon),Igen,Nem
10-011-003,10,HEVES,01,011,Besenyõtelek,Fõ út 89. (Polgármesteri Hiv.),Igen,Igen
10-012-001,10,HEVES,02,012,Bélapátfalva,IV. Béla út 35.  (Napközi otthon),Nem,Nem
10-012-002,10,HEVES,02,012,Bélapátfalva,IV. Béla út 47. (Mûvelõdési Ház),Igen,Nem
10-012-003,10,HEVES,02,012,Bélapátfalva,Táncsics M. u. 4. (Óvoda),Igen,Igen
10-013-001,10,HEVES,03,013,Boconád,II. Rákóczi Ferenc utca 12. (Mûvelõdési Ház),Igen,Igen
10-014-001,10,HEVES,02,014,Bodony,Kossuth u. 22. (volt általános iskola),Igen,Igen
10-015-001,10,HEVES,03,015,Boldog,Kossuth Lajos út 40.  (Ujváry Ferenc Mûv. Ház),Igen,Nem
10-015-002,10,HEVES,03,015,Boldog,Árpád út 23. (Boldogi Berecz Antal Ált. Isk.),Igen,Igen
10-015-003,10,HEVES,03,015,Boldog,Kossuth Lajos út 5.(Boldogi Berecz Antal Ált.Isk.),Igen,Nem
10-016-001,10,HEVES,02,016,Bükkszenterzsébet,Szabadság út 133. (Kultúrház),Igen,Igen
10-017-001,10,HEVES,02,017,Bükkszentmárton,II.Rákóczi F. u. 76. (Kikelet Szálláshely),Igen,Igen
10-018-001,10,HEVES,02,018,Bükkszék,Egri út 7. (Faluház),Igen,Igen
10-019-001,10,HEVES,03,019,Csány,Malom út. 1. (Idõsek Klubja),Nem,Nem
10-019-002,10,HEVES,03,019,Csány,Arany J. út 6. (Általános Iskola),Nem,Nem
10-019-003,10,HEVES,03,019,Csány,Szövetkezet út 2. (Kultúrotthon),Igen,Igen
10-020-001,10,HEVES,01,020,Demjén,Petõfi Sándor u. 27. (Mûvelõdési Ház),Igen,Igen
10-021-001,10,HEVES,02,021,Detk,Árpád utca 3. (Mûvelõdési ház),Igen,Igen
10-022-001,10,HEVES,02,022,Domoszló,Deák tér 5. (Iskola kis épület),Igen,Igen
10-022-002,10,HEVES,02,022,Domoszló,Deák tér 5. (Iskola nagy épület aulája),Igen,Nem
10-023-001,10,HEVES,01,023,Dormánd,Dózsa Gy. út 65. (Öregek napközi otthona),Igen,Igen
10-024-001,10,HEVES,03,024,Ecséd,Szabadság utca 155. (Központi Konyha),Igen,Igen
10-024-002,10,HEVES,03,024,Ecséd,Szabadság utca 147. (Mini Bölcsõde),Igen,Nem
10-024-003,10,HEVES,03,024,Ecséd,Dózsa György utca 16. (Mûvelõdési Ház),Igen,Nem
10-025-001,10,HEVES,01,025,Eger,Bartók Béla tér 4. (EKE Gyakorló Általános Iskola),Igen,Nem
10-025-002,10,HEVES,01,025,Eger,Bartók Béla tér 4. (EKE Gyakorló Általános Iskola),Igen,Nem
10-025-003,10,HEVES,01,025,Eger,Bartók Béla tér 4. (EKE Gyakorló Általános Iskola),Igen,Nem
10-025-004,10,HEVES,01,025,Eger,Mindszenty Gedeon utca 12. (Gyermekjóléti Központ),Igen,Nem
10-025-005,10,HEVES,01,025,Eger,Nagyváradi utca 1. (Gyermekkert Tagóvoda),Igen,Nem
10-025-006,10,HEVES,01,025,Eger,Pozsonyi utca 4-6. (Egri SzC Kereskedelmi),Nem,Nem
10-025-007,10,HEVES,01,025,Eger,Pozsonyi utca  4-6. (Egri SzC Kereskedelmi),Nem,Nem
10-025-008,10,HEVES,01,025,Eger,Remenyik Zsigmond utca 17. (Eszterlánc Tagóvoda),Igen,Nem
10-025-009,10,HEVES,01,025,Eger,Fadrusz János utca 1/A. (Hunyadi Általános Iskola),Igen,Nem
10-025-010,10,HEVES,01,025,Eger,Fadrusz János utca 1/A. (Hunyadi Általános Iskola),Igen,Nem
10-025-011,10,HEVES,01,025,Eger,Fadrusz János utca 1/A. (Hunyadi Általános Iskola),Igen,Nem
10-025-012,10,HEVES,01,025,Eger,Deák Ferenc utca 45. (Szent Imre Katolikus Iskola),Nem,Nem
10-025-013,10,HEVES,01,025,Eger,Kodály Zoltán utca 5. (Kemény Ferenc Sportiskola),Igen,Nem
10-025-014,10,HEVES,01,025,Eger,Kodály Zoltán utca 5. (Kemény Ferenc Sportiskola),Igen,Nem
10-025-015,10,HEVES,01,025,Eger,Kertész utca 128. (TISZK),Igen,Nem
10-025-016,10,HEVES,01,025,Eger,Kertész utca 128. (TISZK),Igen,Nem
10-025-017,10,HEVES,01,025,Eger,Klapka György utca 7.  (Andrássy Közgazdasági),Nem,Nem
10-025-018,10,HEVES,01,025,Eger,Kodály Zoltán utca 5. (Kemény Ferenc Sportiskola),Igen,Nem
10-025-019,10,HEVES,01,025,Eger,Kertész utca 128. (TISZK),Igen,Nem
10-025-020,10,HEVES,01,025,Eger,Nagyváradi utca 1. (Gyermekkert Tagóvoda),Igen,Nem
10-025-021,10,HEVES,01,025,Eger,Gárdonyi kert 5.,Igen,Nem
10-025-022,10,HEVES,01,025,Eger,Markhót Ferenc utca 4.  (Lenkey Általános Iskola),Igen,Nem
10-025-023,10,HEVES,01,025,Eger,Eszterházy tér 1.  (Eszterházy Károly Egyetem),Igen,Igen
10-025-024,10,HEVES,01,025,Eger,Bem tábornok utca 3. (Móra Ferenc Tagiskola),Igen,Nem
10-025-025,10,HEVES,01,025,Eger,Bem tábornok utca 3. (Móra Ferenc Tagiskola),Igen,Nem
10-025-026,10,HEVES,01,025,Eger,Bem tábornok utca 3. (Móra Ferenc Tagiskola),Igen,Nem
10-025-027,10,HEVES,01,025,Eger,Széchenyi utca 19. (Dobó István Gimnázium),Nem,Nem
10-025-028,10,HEVES,01,025,Eger,II. Rákóczi Ferenc utca 2. (Wigner Középiskola),Igen,Nem
10-025-029,10,HEVES,01,025,Eger,Széchenyi István utca 19. (Dobó istván Gimnázium),Nem,Nem
10-025-030,10,HEVES,01,025,Eger,Cifrakapu tér 4. (Jó Pásztor Óvoda),Igen,Nem
10-025-031,10,HEVES,01,025,Eger,Széchenyi István utca 19. (Dobó István Gimnázium),Nem,Nem
10-025-032,10,HEVES,01,025,Eger,Malomárok utca 1. (Balassi Általános Iskola),Igen,Nem
10-025-033,10,HEVES,01,025,Eger,Vallon utca 2. (Tinódi Sebestyén Tagiskola),Igen,Nem
10-025-034,10,HEVES,01,025,Eger,Malomárok utca  1. (Balassi Általános Iskola),Igen,Nem
10-025-035,10,HEVES,01,025,Eger,Malomárok utca 1. (Balassi Általános Iskola),Igen,Nem
10-025-036,10,HEVES,01,025,Eger,Kallómalom utca 1-3. (Joó János Tagóvoda),Igen,Nem
10-025-037,10,HEVES,01,025,Eger,Vallon utca  2. (Tinódi Sebestyén Tagiskola),Igen,Nem
10-025-038,10,HEVES,01,025,Eger,Vallon utca  2. (Tinódi Sebestyén TagIskola),Igen,Nem
10-025-039,10,HEVES,01,025,Eger,II. Rákóczi Ferenc utca 2. (Wigner Középiskola),Igen,Nem
10-025-040,10,HEVES,01,025,Eger,II. Rákóczi Ferenc utca 48. (Neumann Középiskola),Igen,Nem
10-025-041,10,HEVES,01,025,Eger,II. Rákóczi Ferenc utca 48. (Neumann Középiskola),Igen,Nem
10-025-042,10,HEVES,01,025,Eger,II. Rákóczi Ferenc utca 48. (Neumann Középiskola),Igen,Nem
10-025-043,10,HEVES,01,025,Eger,II. Rákczi Ferenc utca 2. (Wigner Középiskola),Igen,Nem
10-025-044,10,HEVES,01,025,Eger,Pásztorvölgy utca 25. (Pásztorvölgyi Gimnázium),Igen,Nem
10-025-045,10,HEVES,01,025,Eger,Pásztorvölgy utca 25. (Pászorvölgyi Gimnázium),Igen,Nem
10-025-046,10,HEVES,01,025,Eger,I. sz. lakótelep utca 9.ép.  (Bervavölgyi Óvoda),Nem,Nem
10-025-047,10,HEVES,01,025,Eger,Kovács Jakab utca 35. (Felnémeti Fiókkönyvtár),Igen,Nem
10-026-001,10,HEVES,01,026,Egerbakta,Egri út 105. (Általános Iskola),Igen,Igen
10-027-001,10,HEVES,02,027,Egerbocs,Alkotmány út 43. (Iskola),Igen,Igen
10-028-001,10,HEVES,02,028,Egercsehi,Kossuth út 34. (Kultúrház - nagyterem),Nem,Nem
10-028-002,10,HEVES,02,028,Egercsehi,Petõfi út 6. (Iskola),Igen,Nem
10-028-003,10,HEVES,02,028,Egercsehi,Egri út 26. (Mûvelõdési Ház),Igen,Igen
10-029-001,10,HEVES,01,029,Egerfarmos,Dózsa Gy. u. 1. (Polgármesteri Hivatal),Igen,Igen
10-030-001,10,HEVES,01,030,Egerszalók,Kossuth L. út 17. (Faluház),Igen,Igen
10-030-002,10,HEVES,01,030,Egerszalók,Iskola útja 2/A  (Iskola),Igen,Nem
10-031-001,10,HEVES,01,031,Egerszólát,Fõ utca 17-19. (Általános Iskola),Igen,Igen
10-032-001,10,HEVES,02,032,Erdõkövesd,II. Rákóczi F. út 39. (Mûvelõdési Ház),Igen,Igen
10-033-001,10,HEVES,03,033,Erdõtelek,Bajcsy-Zsilinszky utca 11-13. (Kerekerdõ Óvoda),Igen,Nem
10-033-002,10,HEVES,03,033,Erdõtelek,Bajcsy-Zsilinszky utca 11-13. (Kerekerdõ Óvoda),Igen,Igen
10-033-003,10,HEVES,03,033,Erdõtelek,Fõ utca 119. (Gondozási Központ),Igen,Nem
10-034-001,10,HEVES,03,034,Erk,Fõ tér 1. (Községháza),Igen,Igen
10-035-001,10,HEVES,02,035,Fedémes,Petõfi Sándor út 51. (Iskola),Igen,Igen
10-036-001,10,HEVES,02,036,Feldebrõ,Kossuth Lajos út 28. (Községi Könyvtár),Igen,Igen
10-037-001,10,HEVES,01,037,Felsõtárkány,Fõ út 157. (Iskola),Igen,Nem
10-037-002,10,HEVES,01,037,Felsõtárkány,Fõ út 157. (Általános Iskola épülete/Könyvtár),Igen,Nem
10-037-003,10,HEVES,01,037,Felsõtárkány,Fõ út 350. (Faluház),Igen,Igen
10-038-001,10,HEVES,01,038,Füzesabony,Mátyás király út 29. (Városüzemeltetés),Igen,Nem
10-038-002,10,HEVES,01,038,Füzesabony,Zrínyi Miklós utca 21. (volt Szociális Központ),Igen,Nem
10-038-003,10,HEVES,01,038,Füzesabony,Rákóczi Ferenc út 50. (Közösségi Ház),Igen,Igen
10-038-004,10,HEVES,01,038,Füzesabony,Rákóczi Ferenc út 50. (Közösségi Ház),Igen,Nem
10-038-005,10,HEVES,01,038,Füzesabony,Szihalmi út 16. (volt Varroda épülete),Igen,Nem
10-038-006,10,HEVES,01,038,Füzesabony,Dobó István utca 1/A. (Sportpálya-Öltözõ),Igen,Nem
10-038-007,10,HEVES,01,038,Füzesabony,Szabadság út 33. (Teleki B. Ált. Isk.),Nem,Nem
10-038-008,10,HEVES,01,038,Füzesabony,Szabadság út 33. (Teleki B. Ált. Isk.),Nem,Nem
10-039-001,10,HEVES,02,039,Gyöngyös,Parádi u. 3. (Mátrafüred - Önkormányzati üdülõ),Nem,Nem
10-039-002,10,HEVES,02,039,Gyöngyös,Diósmalom u. 41. (Háziorvosi rendelõ),Igen,Nem
10-039-003,10,HEVES,02,039,Gyöngyös,Mátrai u. 36. (Károly Róbert Fõiskola),Igen,Nem
10-039-004,10,HEVES,02,039,Gyöngyös,Martinovics u. 2. (Felsõvárosi Általános Iskola),Nem,Nem
10-039-005,10,HEVES,02,039,Gyöngyös,"Petõfi u. 67. (Általános Iskola, Óvoda)",Nem,Nem
10-039-006,10,HEVES,02,039,Gyöngyös,Szent Bertalan u. 11. (Zeneiskola),Igen,Igen
10-039-007,10,HEVES,02,039,Gyöngyös,Fecske u. 4. (Fecske Úti Óvoda),Nem,Nem
10-039-008,10,HEVES,02,039,Gyöngyös,Fecske u. 4. (Fecske Úti Óvoda),Nem,Nem
10-039-009,10,HEVES,02,039,Gyöngyös,Fecske u. 4. (Fecske Úti Óvoda),Nem,Nem
10-039-010,10,HEVES,02,039,Gyöngyös,Batthyány tér (Sportotthon),Nem,Nem
10-039-011,10,HEVES,02,039,Gyöngyös,Thán K.  u. 1. (Vak Bottyán J. Szakközépiskola),Nem,Nem
10-039-012,10,HEVES,02,039,Gyöngyös,Fõ tér 10. (Tourinform Iroda),Igen,Nem
10-039-013,10,HEVES,02,039,Gyöngyös,Dózsa György u. 20. (Járóbeteg szakrendelõ),Igen,Nem
10-039-014,10,HEVES,02,039,Gyöngyös,Kossuth u. 33. (Berze Nagy János Gimnázium),Nem,Nem
10-039-015,10,HEVES,02,039,Gyöngyös,Kossuth u. 33. (Berze Nagy János Gimnázium),Nem,Nem
10-039-016,10,HEVES,02,039,Gyöngyös,Jeruzsálem u. 1. (Arany J. Általános Iskola),Igen,Nem
10-039-017,10,HEVES,02,039,Gyöngyös,Jeruzsálem u. 1. (Arany J. Általános Iskola),Igen,Nem
10-039-018,10,HEVES,02,039,Gyöngyös,Jeruzsálem u. 3. (Jeruzsálem Úti Óvoda),Nem,Nem
10-039-019,10,HEVES,02,039,Gyöngyös,Kócsag u. 36. (József A.Szakközépiskola),Nem,Nem
10-039-020,10,HEVES,02,039,Gyöngyös,Kócsag u. 40. (Kálváriaparti Általános Iskola),Nem,Nem
10-039-021,10,HEVES,02,039,Gyöngyös,Kócsag u. 40. (Kálváriaparti Általános Iskola),Nem,Nem
10-039-022,10,HEVES,02,039,Gyöngyös,Jókai u. 30. (Kereskedelmi Szakközépiskola),Nem,Nem
10-039-023,10,HEVES,02,039,Gyöngyös,Lokodi u. 7. (Családsegítõ Központ),Igen,Nem
10-039-024,10,HEVES,02,039,Gyöngyös,Jeruzsálem u. 3. (Jeruzsálem Úti Bölcsõde),Igen,Nem
10-039-025,10,HEVES,02,039,Gyöngyös,Platán u. 1. (Platán Úti Óvoda),Nem,Nem
10-039-026,10,HEVES,02,039,Gyöngyös,Platán u. 1. (Platán Úti Óvoda),Nem,Nem
10-039-027,10,HEVES,02,039,Gyöngyös,Gyár u. 7. (ÉMÁSZ Nyrt.),Nem,Nem
10-039-028,10,HEVES,02,039,Gyöngyös,Iskola u. 1. (Egressy B. Általános Iskola),Igen,Nem
10-039-029,10,HEVES,02,039,Gyöngyös,Kenyérgyár u. 17. (Városgondozási Zrt.),Nem,Nem
10-039-030,10,HEVES,02,039,Gyöngyös,Visonta u. 1. (Tündérkert Óvoda),Igen,Nem
10-040-001,10,HEVES,03,040,Gyöngyöshalász,Fõ út 11. (Mûvelõdési Ház),Igen,Igen
10-040-002,10,HEVES,03,040,Gyöngyöshalász,Széchenyi út 1. (Általános Iskola),Nem,Nem
10-041-001,10,HEVES,02,041,Gyöngyösoroszi,Jókai M. út 3. (Mûvelõdési Ház),Igen,Igen
10-042-001,10,HEVES,02,042,Gyöngyöspata,Fõ út 63. (Mûvelõdési Ház),Igen,Igen
10-042-002,10,HEVES,02,042,Gyöngyöspata,Fõ út 49. (Általános Iskola),Nem,Nem
10-043-001,10,HEVES,02,043,Gyöngyössolymos,Szabadság út 133. (Régi Iskola),Nem,Igen
10-043-002,10,HEVES,02,043,Gyöngyössolymos,Szabadság út 164. (Solymosy Óvoda),Nem,Nem
10-043-003,10,HEVES,02,043,Gyöngyössolymos,Bartók út 2. (Mûvelõdési Ház),Igen,Nem
10-044-001,10,HEVES,02,044,Gyöngyöstarján,Rákóczi Ferenc u. 1. (IKSZT),Igen,Igen
10-044-002,10,HEVES,02,044,Gyöngyöstarján,Damjanich János utca 1. (Napköziotthonos Óvoda),Igen,Nem
10-045-001,10,HEVES,02,045,Halmajugra,Kossuth Lajos utca 125 - 127. (Központi Iskola),Igen,Igen
10-045-002,10,HEVES,02,045,Halmajugra,Kossuth  Lajos utca 158. (Mûvelõdési ház),Igen,Nem
10-046-001,10,HEVES,03,046,Hatvan,Kossuth tér 1. (Kossuth L. Általános Iskola),Igen,Igen
10-046-002,10,HEVES,03,046,Hatvan,Balassi B. út 17. (Bajza J. Gimnázium),Igen,Nem
10-046-003,10,HEVES,03,046,Hatvan,Balassi B. út 36. (Kocsis Albert Zeneiskola),Igen,Nem
10-046-004,10,HEVES,03,046,Hatvan,Vörösmarty tér 1. (Vörösmarty téri Óvoda),Igen,Nem
10-046-005,10,HEVES,03,046,Hatvan,Szabadság út 13. (5. sz. Általános Iskola),Igen,Nem
10-046-006,10,HEVES,03,046,Hatvan,Szabadság út 13. (5. sz. Általános Iskola),Igen,Nem
10-046-007,10,HEVES,03,046,Hatvan,Ratkó J. u. 12. (Lesznai Anna EGYMI),Igen,Nem
10-046-008,10,HEVES,03,046,Hatvan,Barcsay Jenõ u. 24. (Zöld-60 Kft.),Igen,Nem
10-046-009,10,HEVES,03,046,Hatvan,Géza fejedelem u. 2. (Kodály Z. Általános Iskola),Igen,Nem
10-046-010,10,HEVES,03,046,Hatvan,Vécsey u. 2/a. (Damjanich J. Szakközépiskola),Igen,Nem
10-046-011,10,HEVES,03,046,Hatvan,Mészáros L. út 13. (Újhatvani Fiókkönyvtár),Igen,Nem
10-046-012,10,HEVES,03,046,Hatvan,Mészáros L. út 8. (Liszt Ferenc Mûv. Ház.),Igen,Nem
10-046-013,10,HEVES,03,046,Hatvan,Rákóczi út 119. (HBH-60 Kft.),Igen,Nem
10-046-014,10,HEVES,03,046,Hatvan,Bajcsy-Zs. út 8. (Szent István Általános Iskola),Igen,Nem
10-046-015,10,HEVES,03,046,Hatvan,Bajcsy-Zs. út 6. (Széchenyi I. Szakgimnázium),Igen,Nem
10-046-016,10,HEVES,03,046,Hatvan,Teleki út 26. (Strandfürdõ),Igen,Nem
10-046-017,10,HEVES,03,046,Hatvan,Bajcsy-Zs. út 6. (Széchenyi I. Szakgimnázium),Igen,Nem
10-047-001,10,HEVES,03,047,Heréd,Iskola utca 4. (Általános Iskola),Igen,Nem
10-047-002,10,HEVES,03,047,Heréd,Vörösmarty tér 1. (Klubkönyvtár),Igen,Igen
10-048-001,10,HEVES,03,048,Heves,Gyöngyösi utca 50-52. (Körzeti Tagiskola),Nem,Nem
10-048-002,10,HEVES,03,048,Heves,Fõ út 16. (Hevesi József Általános Iskola),Igen,Igen
10-048-003,10,HEVES,03,048,Heves,Arany János utca 36/B (Arany János utcai Tagóvoda),Igen,Nem
10-048-004,10,HEVES,03,048,Heves,Pacsirta utca 1. (Alatka volt Általános Iskola),Nem,Nem
10-048-005,10,HEVES,03,048,Heves,Hunyadi utca 24. (volt 5. sz. Általános Iskola),Nem,Nem
10-048-006,10,HEVES,03,048,Heves,Alkotmány út 40. (Csoda-Vár Tagóvoda),Nem,Nem
10-048-007,10,HEVES,03,048,Heves,József A. utca 18. (Újtelepi Általános Iskola),Nem,Nem
10-048-008,10,HEVES,03,048,Heves,Károlyi Mihály utca 15. (AVE Városfenntartó Kft.),Nem,Nem
10-048-009,10,HEVES,03,048,Heves,Fõ út 63. (Idõsek Otthona),Igen,Nem
10-049-001,10,HEVES,02,049,Hevesaranyos,Szabadság út 4. (Általános Iskola),Igen,Igen
10-050-001,10,HEVES,03,050,Hevesvezekény,Alkotmány u. 2. (Házasságkötõ terem),Igen,Igen
10-051-001,10,HEVES,03,051,Hort,Bajcsy-Zs. út 23. (Ebédlõ),Igen,Nem
10-051-002,10,HEVES,03,051,Hort,Iskola út 3. (Óvoda),Igen,Nem
10-051-003,10,HEVES,03,051,Hort,Bajcsy-Zs út 23/A. (Iskola),Igen,Nem
