SZAVAZOKOR,VALASZTOPOLGAR,MEGJELENTEK,URNABAN_BELYEGZES_NELKULI,URNABAN_LEBELYEGZETT,ELTERES,ERVENYTELEN,ERVENYES
16-199-002,597,398,0,397,-1,2,395
16-199-003,288,123,0,123,0,1,122
16-200-001,401,261,0,261,0,25,236
16-201-001,769,496,0,496,0,5,491
16-202-001,926,570,0,570,0,13,557
16-203-001,580,385,0,385,0,17,368
16-203-002,478,304,0,304,0,7,297
16-204-001,595,295,0,293,-2,23,270
16-204-002,574,289,0,289,0,12,277
16-204-003,1128,689,0,689,0,4,685
16-204-004,1204,624,0,624,0,11,613
16-204-005,671,420,0,420,0,6,414
16-204-006,552,312,0,312,0,3,309
16-204-007,1117,698,0,698,0,6,692
16-204-008,1124,722,1,721,-1,9,712
16-204-009,1208,770,0,766,-4,11,755
16-204-010,1246,866,0,865,-1,20,845
16-205-001,397,258,0,258,0,5,253
16-206-001,489,348,0,348,0,7,341
16-207-001,152,117,0,116,-1,2,114
16-208-001,567,322,0,322,0,4,318
16-208-002,623,323,0,323,0,3,320
16-208-003,709,331,0,331,0,5,326
16-209-001,694,412,0,412,0,5,407
16-209-002,624,381,0,381,0,11,370
16-209-003,576,316,0,317,1,12,305
16-210-001,897,585,0,580,-5,21,559
16-210-002,721,470,0,470,0,11,459
16-210-003,808,472,0,471,-1,6,465
16-211-001,554,410,0,410,0,9,401
16-212-001,507,393,0,393,0,5,388
16-213-001,505,331,0,331,0,6,325
16-213-002,521,369,0,369,0,6,363
16-213-003,479,326,0,326,0,11,315
16-214-001,466,273,0,273,0,6,267
16-215-001,386,312,0,311,-1,9,302
16-216-001,509,361,0,361,0,9,352
16-217-001,1227,849,0,849,0,6,843
16-217-002,1356,899,0,899,0,10,889
16-217-003,1153,706,0,706,0,10,696
16-217-004,1395,844,0,843,-1,12,831
16-217-005,1287,809,1,808,-1,12,796
16-217-006,1088,667,0,667,0,7,660
16-217-007,1150,669,0,669,0,12,657
16-217-008,1263,689,0,688,-1,12,676
16-218-001,751,525,0,525,0,18,507
16-219-001,970,623,0,622,-1,18,604
16-219-002,966,602,0,600,-2,18,582
16-219-003,763,520,0,520,0,7,513
16-220-001,608,333,0,333,0,6,327
16-220-002,688,346,0,346,0,3,343
16-221-001,994,559,0,559,0,11,548
16-222-001,444,303,0,303,0,6,297
16-223-001,413,285,0,285,0,8,277
16-224-001,647,312,0,312,0,2,310
16-224-002,873,484,0,483,-1,4,479
16-224-003,1083,641,0,640,-1,12,628
16-224-004,799,376,0,375,-1,3,372
16-224-005,816,456,0,456,0,3,453
16-224-006,566,301,0,301,0,6,295
16-224-007,786,436,0,436,0,4,432
16-224-008,971,469,0,469,0,9,460
16-224-009,160,80,0,80,0,0,80
16-225-001,331,202,0,202,0,3,199
16-226-001,911,574,0,573,-1,9,564
16-226-002,913,541,0,541,0,10,531
16-226-003,757,466,0,466,0,9,457
16-226-004,822,494,0,494,0,10,484
16-227-001,317,210,0,210,0,6,204
16-228-001,547,342,0,342,0,6,336
16-229-001,741,538,0,538,0,21,517
17-001-001,553,420,0,419,-1,15,404
17-002-001,552,371,0,370,-1,6,364
17-003-001,382,256,0,255,-1,7,248
17-003-002,421,294,0,294,0,8,286
17-004-001,611,384,0,383,-1,11,372
17-005-001,593,371,0,370,-1,9,361
17-005-002,614,381,0,381,0,8,373
17-006-001,306,240,0,240,0,12,228
17-007-001,986,578,0,578,0,6,572
17-007-002,929,572,0,572,0,19,553
17-007-003,1042,649,0,647,-2,19,628
17-007-004,1061,560,0,560,0,19,541
17-007-005,1028,591,0,590,-1,23,567
17-008-001,212,138,0,138,0,0,138
17-009-001,349,259,0,256,-3,10,246
17-010-001,873,369,0,369,0,11,358
17-010-002,821,349,0,348,-1,11,337
17-011-001,658,377,0,381,4,35,346
17-011-002,611,389,1,387,-2,7,380
17-011-003,613,382,0,382,0,8,374
17-011-004,624,361,0,360,-1,6,354
17-011-005,605,406,0,406,0,6,400
17-011-006,641,443,0,443,0,7,436
17-011-007,611,359,0,359,0,7,352
17-011-008,628,392,0,392,0,4,388
17-011-009,599,346,0,346,0,3,343
17-011-010,594,368,0,368,0,6,362
17-011-011,641,384,2,384,0,3,381
17-011-012,649,404,0,404,0,4,400
17-011-013,660,425,0,425,0,5,420
17-011-014,615,419,0,419,0,1,418
17-011-015,903,517,0,516,-1,5,511
17-011-016,255,116,0,116,0,2,114
17-011-017,107,53,0,53,0,0,53
17-012-001,362,227,0,227,0,3,224
17-013-001,740,433,0,430,-3,6,424
17-013-002,723,426,0,426,0,12,414
17-013-003,680,386,0,385,-1,10,375
17-014-001,742,448,1,447,-1,7,440
17-015-001,211,118,0,118,0,4,114
17-016-001,642,260,0,260,0,9,251
17-017-001,786,445,1,444,-1,12,432
17-017-002,129,77,0,77,0,0,77
17-018-001,809,457,0,457,0,7,450
17-018-002,778,451,0,448,-3,5,443
17-018-003,815,490,1,487,-3,8,479
17-018-004,750,411,0,410,-1,10,400
17-019-001,249,139,0,139,0,2,137
17-020-001,721,364,0,364,0,4,360
17-020-002,751,397,0,397,0,7,390
17-020-003,783,438,0,438,0,10,428
17-020-004,854,414,0,406,-8,6,400
17-020-005,609,404,0,404,0,5,399
17-020-006,509,278,0,278,0,4,274
17-020-007,493,292,0,292,0,3,289
17-020-008,734,466,0,461,-5,16,445
17-020-009,781,435,0,435,0,6,429
17-020-010,855,505,0,503,-2,6,497
17-020-011,740,428,0,428,0,3,425
17-020-012,533,204,0,204,0,5,199
17-020-013,692,382,0,382,0,3,379
17-020-014,573,346,0,346,0,6,340
17-020-015,662,387,0,387,0,1,386
17-020-016,707,445,0,445,0,1,444
17-020-017,649,398,0,398,0,10,388
17-020-018,628,368,0,368,0,1,367
17-020-019,713,371,0,371,0,4,367
17-020-020,654,322,0,322,0,7,315
17-020-021,169,40,0,40,0,2,38
17-020-022,590,316,0,316,0,4,312
17-021-001,538,300,0,300,0,6,294
17-021-002,441,234,0,234,0,8,226
17-021-003,498,218,0,218,0,2,216
17-022-001,1070,588,0,588,0,4,584
17-022-002,1037,657,0,657,0,12,645
17-022-003,813,437,0,437,0,9,428
17-022-004,740,309,0,309,0,5,304
17-022-005,804,403,0,403,0,5,398
17-022-006,1137,585,0,585,0,18,567
17-022-007,1066,545,0,545,0,12,533
17-023-001,598,411,0,412,1,26,386
17-023-002,766,509,0,509,0,18,491
17-023-003,606,364,0,364,0,10,354
17-024-001,198,130,0,130,0,3,127
17-025-001,514,312,0,312,0,11,301
17-026-001,780,318,0,318,0,7,311
17-026-002,794,291,0,291,0,9,282
17-026-003,841,429,0,429,0,7,422
17-026-004,778,441,0,441,0,9,432
17-027-001,563,305,0,305,0,3,302
17-028-001,456,335,0,335,0,3,332
17-029-001,820,485,0,481,-4,13,468
17-030-001,499,190,0,190,0,4,186
17-031-001,969,493,0,493,0,13,480
17-032-001,131,86,0,86,0,0,86
17-033-001,719,466,0,465,-1,12,453
17-033-002,704,438,0,437,-1,18,419
17-034-001,521,376,0,373,-3,9,364
17-035-001,791,536,0,534,-2,18,516
17-036-001,602,390,0,389,-1,14,375
17-037-001,665,398,0,398,0,11,387
17-038-001,753,490,0,490,0,11,479
17-038-002,690,432,0,430,-2,23,407
17-038-003,713,444,0,444,0,16,428
17-039-001,650,322,1,322,0,8,314
17-039-002,724,416,0,416,0,15,401
17-039-003,621,340,0,340,0,15,325
17-040-001,370,212,0,212,0,4,208
17-041-001,179,112,0,112,0,2,110
17-042-001,853,354,0,354,0,10,344
17-043-001,689,391,0,390,-1,9,381
17-043-002,636,371,0,371,0,1,370
17-044-001,102,77,0,68,-9,0,68
17-045-001,527,318,0,318,0,7,311
17-045-002,156,79,0,79,0,3,76
17-046-001,956,538,0,538,0,17,521
17-046-002,312,142,0,142,0,1,141
17-047-001,151,93,0,93,0,1,92
17-048-001,525,364,0,364,0,8,356
17-049-001,573,379,0,379,0,6,373
17-050-001,273,212,0,212,0,11,201
17-051-001,245,155,0,155,0,3,152
17-052-001,248,140,0,140,0,5,135
17-053-001,274,188,0,188,0,5,183
17-054-001,918,632,0,632,0,29,603
17-055-001,248,172,0,171,-1,4,167
17-056-001,504,291,0,291,0,11,280
17-056-002,532,274,0,274,0,2,272
17-056-003,61,31,0,31,0,0,31
17-057-001,875,482,0,482,0,23,459
17-058-001,107,82,0,82,0,7,75
17-059-001,382,251,0,251,0,11,240
17-060-001,758,525,0,525,0,12,513
17-060-002,741,471,0,471,0,14,457
17-061-001,805,462,0,462,0,12,450
17-062-001,489,327,0,327,0,11,316
17-062-002,94,60,0,60,0,2,58
17-063-001,236,185,0,171,-14,5,166
17-064-001,502,345,0,344,-1,6,338
17-064-002,75,47,0,47,0,1,46
17-065-001,265,192,0,192,0,6,186
17-066-001,280,200,0,200,0,3,197
17-067-001,333,204,0,203,-1,4,199
17-068-001,51,48,0,48,0,0,48
17-069-001,602,378,0,380,2,28,352
17-069-002,688,433,0,433,0,14,419
17-069-003,728,393,0,393,0,15,378
17-070-001,53,22,0,22,0,0,22
17-070-002,753,388,0,388,0,11,377
17-071-001,879,496,0,496,0,13,483
17-071-002,924,552,0,552,0,11,541
17-072-001,305,193,0,193,0,3,190
17-073-001,652,461,0,459,-2,7,452
17-074-001,123,101,0,101,0,0,101
17-075-001,410,255,0,253,-2,2,251
17-076-001,652,338,0,337,-1,12,325
17-076-002,662,333,0,333,0,7,326
17-077-001,615,384,0,384,0,4,380
17-077-002,605,366,0,366,0,4,362
17-078-001,746,488,0,488,0,12,476
17-078-002,579,348,0,348,0,5,343
17-078-003,587,310,0,310,0,9,301
17-079-001,803,587,0,586,-1,11,575
17-079-002,1001,622,0,622,0,9,613
17-079-003,927,660,0,659,-1,2,657
17-079-004,1003,648,0,648,0,1,647
17-079-005,966,649,0,647,-2,11,636
17-079-006,903,607,0,607,0,10,597
17-079-007,990,672,0,672,0,2,670
17-079-008,997,666,0,665,-1,6,659
17-079-009,773,470,0,470,0,6,464
17-079-010,767,440,0,441,1,17,424
17-079-011,899,576,0,576,0,8,568
17-079-012,725,455,0,455,0,4,451
17-079-013,974,658,0,657,-1,7,650
17-079-014,919,532,0,532,0,8,524
17-079-015,866,551,0,549,-2,14,535
17-079-016,290,159,0,159,0,1,158
17-079-017,267,152,0,152,0,0,152
17-080-001,634,275,0,275,0,7,268
17-080-002,405,173,0,173,0,6,167
17-080-003,72,42,0,42,0,0,42
17-081-001,1024,653,0,652,-1,12,640
17-081-002,740,448,0,449,1,16,433
17-082-001,448,234,0,234,0,4,230
17-083-001,774,476,0,475,-1,16,459
17-084-001,835,512,0,512,0,19,493
17-085-001,426,316,0,314,-2,5,309
17-086-001,577,385,0,386,1,21,365
17-086-002,187,108,0,108,0,1,107
17-086-003,65,44,0,44,0,1,43
17-087-001,948,496,0,496,0,13,483
17-087-002,1065,610,0,610,0,12,598
17-087-003,1055,581,0,579,-2,6,573
17-088-001,546,360,0,360,0,12,348
17-088-002,480,303,0,303,0,10,293
17-089-001,159,113,0,113,0,3,110
17-090-001,573,387,0,381,-6,9,372
17-090-002,450,221,0,219,-2,7,212
17-091-001,629,364,0,364,0,12,352
17-092-001,506,336,0,336,0,9,327
17-093-001,173,104,0,104,0,4,100
17-094-001,520,312,0,312,0,8,304
17-094-002,583,322,0,322,0,6,316
17-094-003,574,259,0,258,-1,3,255
17-095-001,1126,594,0,592,-2,8,584
17-095-002,651,419,0,419,0,2,417
17-095-003,694,424,0,424,0,5,419
17-095-004,738,474,0,474,0,2,472
17-095-005,291,98,0,98,0,0,98
17-095-006,537,344,0,344,0,2,342
17-095-007,549,326,0,326,0,0,326
17-095-008,616,377,0,377,0,4,373
17-095-009,463,329,0,329,0,4,325
17-095-010,681,454,0,454,0,4,450
17-095-011,1098,670,0,670,0,6,664
17-095-012,625,358,0,358,0,2,356
17-095-013,466,302,0,302,0,3,299
17-095-014,450,252,0,251,-1,3,248
17-095-015,491,305,0,305,0,4,301
17-095-016,466,276,0,276,0,3,273
17-095-017,501,269,0,269,0,1,268
17-095-018,520,314,0,314,0,3,311
17-095-019,717,404,0,403,-1,1,402
17-095-020,792,506,0,506,0,4,502
17-095-021,541,381,0,381,0,5,376
17-095-022,479,287,0,287,0,3,284
17-095-023,509,301,0,301,0,1,300
17-095-024,489,307,0,307,0,2,305
17-095-025,478,304,0,304,0,2,302
17-095-026,552,350,0,350,0,3,347
17-095-027,584,349,0,348,-1,1,347
17-095-028,559,306,0,307,1,10,297
17-095-029,578,290,0,290,0,3,287
17-095-030,738,397,0,394,-3,3,391
17-095-031,551,332,0,332,0,5,327
17-095-032,625,330,0,330,0,5,325
17-095-033,596,367,0,367,0,3,364
17-095-034,703,458,0,458,0,2,456
17-095-035,616,370,0,370,0,5,365
17-095-036,727,498,0,498,0,2,496
17-095-037,923,530,0,529,-1,4,525
17-095-038,870,630,0,631,1,12,619
17-095-039,990,598,0,598,0,6,592
17-096-001,238,119,0,119,0,2,117
17-096-002,957,533,0,532,-1,4,528
17-096-003,853,429,0,428,-1,8,420
17-096-004,796,483,0,482,-1,4,478
17-096-005,1020,658,0,658,0,14,644
17-096-006,682,419,0,418,-1,6,412
17-096-007,252,123,0,123,0,2,121
17-096-008,909,607,0,607,0,6,601
17-096-009,565,271,0,271,0,4,267
17-097-001,637,297,0,297,0,4,293
17-097-002,289,107,1,106,-1,3,103
17-097-003,210,73,0,73,0,1,72
17-097-004,599,261,0,261,0,12,249
17-098-001,536,267,0,267,0,3,264
17-098-002,513,251,0,251,0,10,241
17-099-001,1119,509,0,509,0,9,500
17-099-002,1179,623,0,622,-1,6,616
17-099-003,1000,539,0,539,0,4,535
17-099-004,1184,684,0,684,0,10,674
17-099-005,1157,669,0,669,0,10,659
17-099-006,1114,643,0,643,0,8,635
17-099-007,987,595,0,590,-5,5,585
17-099-008,1110,589,0,589,0,6,583
17-100-001,788,457,0,457,0,16,441
17-101-001,236,155,0,155,0,5,150
17-102-001,210,163,0,163,0,5,158
17-103-001,268,157,0,157,0,0,157
17-104-001,624,436,0,436,0,20,416
17-105-001,934,595,0,595,0,13,582
17-106-001,98,83,0,83,0,3,80
17-107-001,203,126,0,126,0,3,123
17-108-001,609,439,0,439,0,9,430
17-108-002,448,278,0,278,0,6,272
17-108-003,468,313,0,311,-2,2,309
17-108-004,100,62,0,62,0,0,62
17-109-001,469,325,0,325,0,14,311
18-001-001,525,330,0,330,0,11,319
18-002-001,286,181,0,181,0,1,180
18-003-001,433,272,0,272,0,8,264
18-004-001,206,161,0,161,0,1,160
18-005-001,324,250,0,250,0,6,244
18-006-001,397,310,0,310,0,6,304
18-007-001,928,578,0,578,0,7,571
18-008-001,360,227,0,227,0,3,224
18-009-001,395,224,0,224,0,7,217
18-010-001,646,471,0,469,-2,8,461
18-011-001,191,171,0,171,0,1,170
18-012-001,297,206,0,206,0,3,203
18-013-001,230,168,0,168,0,3,165
18-014-001,310,188,0,188,0,4,184
18-015-001,272,173,0,173,0,11,162
18-016-001,569,376,0,376,0,8,368
18-017-001,473,310,0,310,0,4,306
18-018-001,717,352,0,352,0,8,344
18-018-002,654,316,0,316,0,5,311
18-018-003,763,464,0,464,0,9,455
18-018-004,622,387,0,387,0,11,376
18-019-001,232,169,0,169,0,5,164
18-020-001,1037,567,0,565,-2,11,554
18-020-002,912,632,0,631,-1,13,618
18-020-003,944,527,0,526,-1,14,512
18-020-004,987,653,0,653,0,15,638
18-020-005,1026,688,0,688,0,13,675
18-020-006,1054,672,0,672,0,8,664
18-020-007,865,479,0,479,0,10,469
18-020-008,1085,621,0,621,0,13,608
18-020-009,280,173,0,173,0,1,172
18-021-001,156,89,0,89,0,3,86
18-022-001,507,284,0,284,0,3,281
18-022-002,727,479,0,479,0,8,471
18-023-001,294,239,0,239,0,5,234
18-024-001,205,157,0,157,0,5,152
18-025-001,276,159,0,159,0,3,156
18-026-001,280,210,0,210,0,6,204
18-027-001,933,503,0,503,0,12,491
18-027-002,866,474,0,474,0,11,463
18-027-003,728,448,1,446,-2,10,436
18-028-001,578,378,0,378,0,8,370
18-029-001,288,220,0,220,0,2,218
18-030-001,274,188,0,188,0,4,184
18-031-001,681,306,0,306,0,3,303
18-032-001,81,69,1,68,-1,3,65
18-033-001,248,201,0,201,0,2,199
18-034-001,127,105,0,105,0,3,102
18-035-001,118,110,0,110,0,1,109
18-036-001,203,140,0,140,0,5,135
18-037-001,292,157,0,157,0,3,154
18-038-001,253,190,0,189,-1,2,187
18-039-001,460,321,0,321,0,4,317
18-040-001,1094,805,3,802,-3,17,785
18-041-001,398,220,0,219,-1,4,215
18-042-001,157,136,0,136,0,5,131
18-043-001,210,168,0,168,0,2,166
18-044-001,458,351,0,351,0,3,348
18-045-001,348,200,0,200,0,4,196
18-046-001,1127,767,0,766,-1,15,751
18-046-002,1038,662,0,662,0,15,647
18-047-001,566,388,0,388,0,7,381
18-048-001,884,460,0,460,0,10,450
18-049-001,245,166,0,166,0,4,162
18-050-001,129,85,0,85,0,1,84
18-051-001,906,580,0,579,-1,5,574
18-052-001,519,340,0,339,-1,5,334
18-053-001,72,62,0,62,0,0,62
18-054-001,210,129,0,129,0,2,127
18-055-001,156,124,0,124,0,4,120
18-056-001,604,341,0,341,0,9,332
18-057-001,126,98,0,98,0,0,98
18-058-001,110,72,0,70,-2,1,69
18-059-001,247,198,0,198,0,3,195
18-060-001,49,46,0,46,0,0,46
18-061-001,113,78,0,78,0,1,77
18-062-001,145,126,0,126,0,7,119
18-063-001,620,386,0,386,0,4,382
18-064-001,529,357,0,357,0,6,351
18-065-001,695,444,0,443,-1,6,437
18-065-002,635,415,0,415,0,5,410
18-066-001,34,32,0,32,0,0,32
18-067-001,85,63,0,63,0,2,61
18-068-001,400,262,0,262,0,3,259
18-069-001,1141,557,0,557,0,9,548
18-069-002,928,514,1,513,-1,11,502
18-070-001,411,251,0,251,0,6,245
18-071-001,675,357,0,357,0,8,349
18-071-002,583,339,0,339,0,5,334
18-071-003,695,362,0,362,0,5,357
18-072-001,160,131,0,131,0,5,126
18-073-001,277,219,0,219,0,2,217
18-074-001,839,509,0,509,0,17,492
18-075-001,365,290,0,290,0,5,285
18-076-001,73,65,0,65,0,1,64
18-077-001,79,62,0,62,0,3,59
18-078-001,719,516,0,516,0,13,503
18-079-001,414,246,0,246,0,6,240
18-080-001,315,162,0,162,0,2,160
18-081-001,428,274,0,274,0,7,267
18-082-001,172,132,0,132,0,4,128
18-083-001,183,120,0,120,0,2,118
18-084-001,213,139,0,139,0,2,137
18-085-001,680,456,0,455,-1,4,451
18-086-001,192,140,1,139,-1,2,137
18-087-001,62,54,0,54,0,2,52
18-088-001,95,61,0,61,0,1,60
18-089-001,141,121,0,121,0,3,118
18-090-001,189,131,1,130,-1,3,127
18-091-001,373,234,0,234,0,9,225
18-092-001,80,55,0,55,0,2,53
18-093-001,417,316,0,314,-2,10,304
18-094-001,231,180,0,180,0,5,175
18-095-001,956,646,0,642,-4,9,633
18-095-002,1011,648,0,648,0,11,637
18-095-003,982,697,0,697,0,7,690
18-095-004,1105,765,0,764,-1,6,758
18-095-005,1301,844,0,838,-6,16,822
18-095-006,1103,782,0,782,0,7,775
18-095-007,1013,711,0,711,0,14,697
18-095-008,338,214,0,214,0,5,209
18-095-009,670,495,1,494,-1,8,486
18-095-010,142,111,0,111,0,2,109
18-096-001,1130,668,0,668,0,10,658
18-096-002,1246,749,0,749,0,12,737
18-096-003,1063,617,0,616,-1,6,610
18-096-004,1148,613,0,613,0,3,610
18-096-005,1148,654,0,653,-1,9,644
18-096-006,1074,661,0,661,0,1,660
18-096-007,1125,601,0,600,-1,7,593
18-096-008,766,454,0,454,0,4,450
18-096-009,422,268,0,268,0,2,266
18-097-001,236,178,0,178,0,1,177
18-098-001,160,100,0,100,0,3,97
18-099-001,444,303,0,303,0,8,295
18-100-001,92,64,0,64,0,1,63
18-101-001,885,598,0,597,-1,9,588
18-102-001,632,458,0,457,-1,6,451
18-103-001,209,144,0,144,0,3,141
18-104-001,340,246,0,246,0,5,241
18-105-001,205,172,0,172,0,4,168
18-106-001,584,325,0,325,0,12,313
18-107-001,269,164,0,164,0,4,160
18-108-001,473,338,0,337,-1,10,327
18-109-001,130,107,0,107,0,6,101
18-110-001,182,133,0,133,0,0,133
18-111-001,167,119,0,119,0,5,114
18-112-001,249,189,0,189,0,3,186
18-113-001,350,185,0,185,0,2,183
18-114-001,211,150,0,150,0,4,146
18-115-001,127,81,0,81,0,1,80
18-116-001,100,84,0,84,0,0,84
18-117-001,206,153,0,153,0,2,151
18-118-001,756,515,0,514,-1,6,508
18-119-001,114,87,0,87,0,3,84
18-120-001,376,256,0,256,0,5,251
18-121-001,1082,723,0,723,0,9,714
18-122-001,1135,678,0,676,-2,10,666
18-123-001,525,372,0,371,-1,8,363
18-124-001,253,167,0,167,0,5,162
18-125-001,235,174,0,174,0,6,168
18-126-001,264,218,0,218,0,4,214
18-127-001,298,212,0,212,0,10,202
18-128-001,123,114,0,99,-15,3,96
18-129-001,26,20,0,20,0,1,19
18-130-001,219,136,0,136,0,8,128
18-131-001,439,318,0,318,0,5,313
18-132-001,273,223,0,223,0,6,217
18-133-001,320,192,0,192,0,4,188
18-134-001,66,50,0,50,0,1,49
18-135-001,624,353,0,353,0,5,348
18-136-001,501,301,0,301,0,8,293
18-137-001,80,50,0,50,0,1,49
18-138-001,554,366,0,366,0,8,358
18-139-001,172,139,0,139,0,0,139
18-140-001,923,665,0,665,0,15,650
18-141-001,351,245,0,245,0,5,240
18-142-001,247,212,0,212,0,7,205
18-143-001,236,162,0,162,0,3,159
18-144-001,617,358,0,358,0,4,354
18-145-001,519,400,0,400,0,8,392
18-146-001,365,269,0,269,0,1,268
18-147-001,178,151,0,151,0,3,148
18-148-001,133,94,0,93,-1,2,91
18-149-001,277,215,0,215,0,6,209
18-150-001,129,94,0,94,0,4,90
18-151-001,209,187,0,187,0,6,181
18-152-001,119,82,0,82,0,2,80
18-153-001,705,486,0,486,0,4,482
18-154-001,601,419,0,419,0,5,414
18-155-001,749,449,0,449,0,11,438
18-156-001,733,359,0,359,0,4,355
18-156-002,662,363,0,363,0,5,358
18-157-001,181,128,0,128,0,1,127
18-158-001,252,172,0,172,0,4,168
18-159-001,188,130,0,129,-1,1,128
18-160-001,623,399,0,399,0,5,394
18-160-002,753,511,0,511,0,3,508
18-160-003,691,465,0,465,0,6,459
18-161-001,108,68,0,68,0,1,67
18-162-001,309,204,0,204,0,4,200
18-163-001,957,497,0,497,0,12,485
18-164-001,245,201,0,201,0,5,196
18-165-001,379,196,0,196,0,0,196
18-166-001,67,51,0,51,0,4,47
18-167-001,764,477,0,477,0,6,471
18-167-002,519,307,0,306,-1,4,302
18-167-003,578,380,0,380,0,5,375
18-167-004,641,409,0,408,-1,2,406
18-167-005,37,27,0,27,0,0,27
18-167-006,652,401,0,401,0,2,399
18-167-007,601,384,0,383,-1,5,378
18-167-008,745,447,0,447,0,5,442
18-167-009,628,359,0,359,0,4,355
18-167-010,834,524,0,523,-1,7,516
18-167-011,598,331,0,331,0,2,329
18-167-012,632,381,0,381,0,3,378
18-167-013,712,384,0,384,0,1,383
18-167-014,787,503,0,503,0,7,496
18-167-015,802,456,0,456,0,2,454
18-167-016,892,588,0,588,0,13,575
18-167-017,607,345,0,345,0,3,342
18-167-018,111,63,0,63,0,0,63
18-168-001,1077,686,0,686,0,4,682
18-169-001,417,256,0,256,0,2,254
18-170-001,571,370,0,369,-1,3,366
18-171-001,319,228,0,228,0,5,223
18-171-002,135,89,0,89,0,2,87
18-171-003,80,36,0,36,0,0,36
18-172-001,192,116,0,116,0,0,116
18-173-001,643,437,0,437,0,4,433
18-174-001,520,303,0,303,0,4,299
18-175-001,623,456,0,456,0,9,447
18-176-001,43,41,0,41,0,2,39
18-177-001,298,214,0,213,-1,6,207
18-178-001,194,164,0,160,-4,5,155
18-179-001,189,157,0,157,0,4,153
18-180-001,52,40,0,40,0,1,39
18-181-001,532,377,0,377,0,11,366
18-182-001,279,179,0,179,0,3,176
18-183-001,490,304,0,304,0,6,298
18-183-002,631,383,0,383,0,15,368
18-183-003,722,435,0,433,-2,3,430
18-183-004,696,463,0,463,0,11,452
18-183-005,701,525,0,525,0,10,515
18-183-006,640,431,0,429,-2,6,423
18-183-007,624,433,0,433,0,6,427
18-183-008,381,253,0,253,0,2,251
18-183-009,661,488,0,488,0,6,482
18-183-010,226,153,0,153,0,2,151
18-183-011,326,231,0,231,0,4,227
18-183-012,278,179,0,179,0,3,176
18-183-013,57,37,0,37,0,0,37
18-184-001,815,544,0,543,-1,13,530
18-185-001,244,172,0,172,0,0,172
18-186-001,861,647,0,646,-1,7,639
18-186-002,1134,816,0,816,0,6,810
18-186-003,945,665,0,665,0,6,659
18-186-004,838,601,0,601,0,5,596
18-186-005,1100,772,0,772,0,4,768
18-186-006,911,584,0,584,0,4,580
18-186-007,929,672,0,671,-1,2,669
18-186-008,814,501,0,501,0,6,495
18-186-009,652,380,0,381,1,12,369
18-186-010,694,359,0,359,0,2,357
18-186-011,1184,795,0,800,5,56,744
18-186-012,763,482,0,482,0,4,478
18-186-013,934,626,0,626,0,4,622
18-186-014,830,541,0,540,-1,4,536
18-186-015,747,427,0,427,0,4,423
18-186-016,756,476,0,476,0,1,475
18-186-017,1288,924,0,922,-2,9,913
18-186-018,726,455,0,454,-1,11,443
18-186-019,694,422,0,422,0,7,415
18-186-020,803,507,0,507,0,10,497
18-186-021,801,491,0,491,0,3,488
18-186-022,762,488,0,488,0,4,484
18-186-023,704,507,0,507,0,4,503
18-186-024,778,393,0,393,0,4,389
18-186-025,772,446,0,445,-1,10,435
18-186-026,747,436,0,436,0,3,433
18-186-027,786,480,0,480,0,4,476
18-186-028,745,428,0,428,0,8,420
18-186-029,732,436,0,435,-1,5,430
18-186-030,898,520,0,520,0,1,519
18-186-031,675,355,0,355,0,4,351
18-186-032,663,354,0,354,0,1,353
18-186-033,883,547,0,547,0,0,547
18-186-034,828,537,0,537,0,8,529
18-186-035,1013,731,0,731,0,8,723
18-186-036,966,625,0,625,0,4,621
18-186-037,642,447,0,447,0,4,443
18-186-038,872,523,0,523,0,6,517
18-186-039,624,416,0,416,0,5,411
18-186-040,792,400,2,397,-3,4,393
18-186-041,876,548,0,547,-1,4,543
18-186-042,1074,722,0,722,0,3,719
18-186-043,646,421,0,421,0,1,420
18-186-044,1217,856,1,854,-2,10,844
18-186-045,1143,743,0,736,-7,6,730
18-186-046,750,502,0,502,0,3,499
18-186-047,848,561,0,561,0,2,559
18-186-048,611,440,0,439,-1,5,434
18-186-049,791,451,0,451,0,5,446
18-186-050,720,434,0,432,-2,7,425
18-186-051,742,490,0,490,0,10,480
18-186-052,799,503,0,503,0,9,494
18-186-053,1153,762,0,761,-1,7,754
18-186-054,708,438,0,438,0,6,432
18-186-055,1228,808,0,807,-1,5,802
18-186-056,1209,895,0,895,0,11,884
18-186-057,1151,833,0,833,0,8,825
18-186-058,729,488,0,487,-1,5,482
18-186-059,1022,559,0,558,-1,10,548
18-186-060,1129,740,0,739,-1,3,736
18-186-061,677,479,0,478,-1,8,470
