SZAVAZOKOR,MEGYE,TELEPULES,OEVK14,OEVK26,OEVK
03-050-001,BÁCS-KISK.,Homokmégy,03,03,03
03-050-002,BÁCS-KISK.,Homokmégy,03,03,03
03-050-003,BÁCS-KISK.,Homokmégy,03,03,03
03-050-004,BÁCS-KISK.,Homokmégy,03,03,03
03-051-001,BÁCS-KISK.,Imrehegy,05,05,05
03-052-001,BÁCS-KISK.,Izsák,04,04,04
03-052-002,BÁCS-KISK.,Izsák,04,04,04
03-052-003,BÁCS-KISK.,Izsák,04,04,04
03-052-004,BÁCS-KISK.,Izsák,04,04,04
03-052-005,BÁCS-KISK.,Izsák,04,04,04
03-052-006,BÁCS-KISK.,Izsák,04,04,04
03-053-001,BÁCS-KISK.,Jakabszállás,04,04,04
03-053-002,BÁCS-KISK.,Jakabszállás,04,04,04
03-054-001,BÁCS-KISK.,Jánoshalma,05,05,05
03-054-002,BÁCS-KISK.,Jánoshalma,05,05,05
03-054-003,BÁCS-KISK.,Jánoshalma,05,05,05
03-054-004,BÁCS-KISK.,Jánoshalma,05,05,05
03-054-005,BÁCS-KISK.,Jánoshalma,05,05,05
03-054-006,BÁCS-KISK.,Jánoshalma,05,05,05
03-055-001,BÁCS-KISK.,Jászszentlászló,04,04,04
03-055-002,BÁCS-KISK.,Jászszentlászló,04,04,04
03-056-001,BÁCS-KISK.,Kalocsa,03,03,03
03-056-002,BÁCS-KISK.,Kalocsa,03,03,03
03-056-003,BÁCS-KISK.,Kalocsa,03,03,03
03-056-004,BÁCS-KISK.,Kalocsa,03,03,03
03-056-005,BÁCS-KISK.,Kalocsa,03,03,03
03-056-006,BÁCS-KISK.,Kalocsa,03,03,03
03-056-007,BÁCS-KISK.,Kalocsa,03,03,03
03-056-008,BÁCS-KISK.,Kalocsa,03,03,03
03-056-009,BÁCS-KISK.,Kalocsa,03,03,03
03-056-010,BÁCS-KISK.,Kalocsa,03,03,03
03-056-011,BÁCS-KISK.,Kalocsa,03,03,03
03-056-012,BÁCS-KISK.,Kalocsa,03,03,03
03-056-013,BÁCS-KISK.,Kalocsa,03,03,03
03-056-014,BÁCS-KISK.,Kalocsa,03,03,03
03-056-015,BÁCS-KISK.,Kalocsa,03,03,03
03-056-016,BÁCS-KISK.,Kalocsa,03,03,03
03-056-017,BÁCS-KISK.,Kalocsa,03,03,03
03-057-001,BÁCS-KISK.,Kaskantyú,03,03,03
03-058-001,BÁCS-KISK.,Katymár,06,06,06
03-058-002,BÁCS-KISK.,Katymár,06,06,06
03-059-001,BÁCS-KISK.,Kecel,05,05,05
03-059-002,BÁCS-KISK.,Kecel,05,05,05
03-059-003,BÁCS-KISK.,Kecel,05,05,05
03-059-004,BÁCS-KISK.,Kecel,05,05,05
03-059-005,BÁCS-KISK.,Kecel,05,05,05
03-059-006,BÁCS-KISK.,Kecel,05,05,05
03-059-007,BÁCS-KISK.,Kecel,05,05,05
03-060-001,BÁCS-KISK.,Kecskemét,02,02,02
03-060-002,BÁCS-KISK.,Kecskemét,02,02,02
03-060-003,BÁCS-KISK.,Kecskemét,02,02,02
03-060-004,BÁCS-KISK.,Kecskemét,02,02,02
03-060-005,BÁCS-KISK.,Kecskemét,02,02,02
03-060-006,BÁCS-KISK.,Kecskemét,01,01,01
03-060-007,BÁCS-KISK.,Kecskemét,01,01,01
03-060-008,BÁCS-KISK.,Kecskemét,01,01,01
03-060-009,BÁCS-KISK.,Kecskemét,01,01,01
03-060-010,BÁCS-KISK.,Kecskemét,01,01,01
03-060-011,BÁCS-KISK.,Kecskemét,01,01,01
03-060-012,BÁCS-KISK.,Kecskemét,02,02,02
03-060-013,BÁCS-KISK.,Kecskemét,02,02,02
03-060-014,BÁCS-KISK.,Kecskemét,02,02,02
03-060-015,BÁCS-KISK.,Kecskemét,01,01,01
03-060-016,BÁCS-KISK.,Kecskemét,01,01,01
03-060-017,BÁCS-KISK.,Kecskemét,01,01,01
03-060-018,BÁCS-KISK.,Kecskemét,01,01,01
03-060-019,BÁCS-KISK.,Kecskemét,02,02,02
03-060-020,BÁCS-KISK.,Kecskemét,01,01,01
03-060-021,BÁCS-KISK.,Kecskemét,01,01,01
03-060-022,BÁCS-KISK.,Kecskemét,01,01,01
03-060-023,BÁCS-KISK.,Kecskemét,01,01,01
03-060-024,BÁCS-KISK.,Kecskemét,01,01,01
03-060-025,BÁCS-KISK.,Kecskemét,01,01,01
03-060-026,BÁCS-KISK.,Kecskemét,01,01,01
03-060-027,BÁCS-KISK.,Kecskemét,01,01,01
03-060-028,BÁCS-KISK.,Kecskemét,01,01,01
03-060-029,BÁCS-KISK.,Kecskemét,01,01,01
03-060-030,BÁCS-KISK.,Kecskemét,01,01,01
03-060-031,BÁCS-KISK.,Kecskemét,01,01,01
03-060-032,BÁCS-KISK.,Kecskemét,01,01,01
03-060-033,BÁCS-KISK.,Kecskemét,01,01,01
03-060-034,BÁCS-KISK.,Kecskemét,01,01,01
03-060-035,BÁCS-KISK.,Kecskemét,01,01,01
03-060-036,BÁCS-KISK.,Kecskemét,01,01,01
03-060-037,BÁCS-KISK.,Kecskemét,01,01,01
03-060-038,BÁCS-KISK.,Kecskemét,01,01,01
03-060-039,BÁCS-KISK.,Kecskemét,02,02,02
03-060-040,BÁCS-KISK.,Kecskemét,01,01,01
03-060-041,BÁCS-KISK.,Kecskemét,01,01,01
03-060-042,BÁCS-KISK.,Kecskemét,02,02,02
03-060-043,BÁCS-KISK.,Kecskemét,02,02,02
03-060-044,BÁCS-KISK.,Kecskemét,02,02,02
03-060-045,BÁCS-KISK.,Kecskemét,01,01,01
03-060-046,BÁCS-KISK.,Kecskemét,02,02,02
03-060-047,BÁCS-KISK.,Kecskemét,02,02,02
03-060-048,BÁCS-KISK.,Kecskemét,02,02,02
03-060-049,BÁCS-KISK.,Kecskemét,02,02,02
03-060-050,BÁCS-KISK.,Kecskemét,02,02,02
03-060-051,BÁCS-KISK.,Kecskemét,02,02,02
03-060-052,BÁCS-KISK.,Kecskemét,02,02,02
03-060-053,BÁCS-KISK.,Kecskemét,02,02,02
03-060-054,BÁCS-KISK.,Kecskemét,02,02,02
03-060-055,BÁCS-KISK.,Kecskemét,02,02,02
03-060-056,BÁCS-KISK.,Kecskemét,02,02,02
03-060-057,BÁCS-KISK.,Kecskemét,02,02,02
03-060-058,BÁCS-KISK.,Kecskemét,02,02,02
03-060-059,BÁCS-KISK.,Kecskemét,02,02,02
03-060-060,BÁCS-KISK.,Kecskemét,02,02,02
03-060-061,BÁCS-KISK.,Kecskemét,02,02,02
03-060-062,BÁCS-KISK.,Kecskemét,02,02,02
03-060-063,BÁCS-KISK.,Kecskemét,02,02,02
03-060-064,BÁCS-KISK.,Kecskemét,02,02,02
03-060-065,BÁCS-KISK.,Kecskemét,02,02,02
03-060-066,BÁCS-KISK.,Kecskemét,02,02,02
03-060-067,BÁCS-KISK.,Kecskemét,02,02,02
03-060-068,BÁCS-KISK.,Kecskemét,02,02,02
03-060-069,BÁCS-KISK.,Kecskemét,02,02,02
03-060-070,BÁCS-KISK.,Kecskemét,02,02,02
03-060-071,BÁCS-KISK.,Kecskemét,02,02,02
03-060-072,BÁCS-KISK.,Kecskemét,02,02,02
03-060-073,BÁCS-KISK.,Kecskemét,02,02,02
03-060-074,BÁCS-KISK.,Kecskemét,02,02,02
03-060-075,BÁCS-KISK.,Kecskemét,02,02,02
03-060-076,BÁCS-KISK.,Kecskemét,02,02,02
03-060-077,BÁCS-KISK.,Kecskemét,02,02,02
03-060-078,BÁCS-KISK.,Kecskemét,02,02,02
03-060-079,BÁCS-KISK.,Kecskemét,02,02,02
03-060-080,BÁCS-KISK.,Kecskemét,02,02,02
03-060-081,BÁCS-KISK.,Kecskemét,02,02,02
03-060-082,BÁCS-KISK.,Kecskemét,02,02,02
03-060-083,BÁCS-KISK.,Kecskemét,02,02,02
03-060-084,BÁCS-KISK.,Kecskemét,02,02,02
03-060-085,BÁCS-KISK.,Kecskemét,01,01,01
03-060-086,BÁCS-KISK.,Kecskemét,01,01,01
03-060-087,BÁCS-KISK.,Kecskemét,02,02,02
03-060-088,BÁCS-KISK.,Kecskemét,02,02,02
03-060-089,BÁCS-KISK.,Kecskemét,01,01,01
03-060-090,BÁCS-KISK.,Kecskemét,01,01,01
03-060-091,BÁCS-KISK.,Kecskemét,02,02,02
03-060-092,BÁCS-KISK.,Kecskemét,02,02,02
03-060-093,BÁCS-KISK.,Kecskemét,02,02,02
03-060-094,BÁCS-KISK.,Kecskemét,02,02,02
03-060-095,BÁCS-KISK.,Kecskemét,02,02,02
03-060-096,BÁCS-KISK.,Kecskemét,02,02,02
03-060-097,BÁCS-KISK.,Kecskemét,02,02,02
03-060-098,BÁCS-KISK.,Kecskemét,01,01,01
03-061-001,BÁCS-KISK.,Kelebia,05,05,05
03-061-002,BÁCS-KISK.,Kelebia,05,05,05
03-061-003,BÁCS-KISK.,Kelebia,05,05,05
03-061-004,BÁCS-KISK.,Kelebia,05,05,05
03-062-001,BÁCS-KISK.,Kerekegyháza,01,01,01
03-062-002,BÁCS-KISK.,Kerekegyháza,01,01,01
03-062-003,BÁCS-KISK.,Kerekegyháza,01,01,01
03-062-004,BÁCS-KISK.,Kerekegyháza,01,01,01
03-062-005,BÁCS-KISK.,Kerekegyháza,01,01,01
03-063-001,BÁCS-KISK.,Kéleshalom,05,05,05
03-064-001,BÁCS-KISK.,Kiskõrös,03,03,03
03-064-002,BÁCS-KISK.,Kiskõrös,03,03,03
03-064-003,BÁCS-KISK.,Kiskõrös,03,03,03
03-064-004,BÁCS-KISK.,Kiskõrös,03,03,03
03-064-005,BÁCS-KISK.,Kiskõrös,03,03,03
03-064-006,BÁCS-KISK.,Kiskõrös,03,03,03
03-064-007,BÁCS-KISK.,Kiskõrös,03,03,03
03-064-008,BÁCS-KISK.,Kiskõrös,03,03,03
03-064-009,BÁCS-KISK.,Kiskõrös,03,03,03
03-064-010,BÁCS-KISK.,Kiskõrös,03,03,03
03-064-011,BÁCS-KISK.,Kiskõrös,03,03,03
03-065-001,BÁCS-KISK.,Kiskunfélegyháza,04,04,04
03-065-002,BÁCS-KISK.,Kiskunfélegyháza,04,04,04
03-065-003,BÁCS-KISK.,Kiskunfélegyháza,04,04,04
03-065-004,BÁCS-KISK.,Kiskunfélegyháza,04,04,04
03-065-005,BÁCS-KISK.,Kiskunfélegyháza,04,04,04
03-065-006,BÁCS-KISK.,Kiskunfélegyháza,04,04,04
03-065-007,BÁCS-KISK.,Kiskunfélegyháza,04,04,04
03-065-008,BÁCS-KISK.,Kiskunfélegyháza,04,04,04
03-065-009,BÁCS-KISK.,Kiskunfélegyháza,04,04,04
03-065-010,BÁCS-KISK.,Kiskunfélegyháza,04,04,04
03-065-011,BÁCS-KISK.,Kiskunfélegyháza,04,04,04
03-065-012,BÁCS-KISK.,Kiskunfélegyháza,04,04,04
03-065-013,BÁCS-KISK.,Kiskunfélegyháza,04,04,04
03-065-014,BÁCS-KISK.,Kiskunfélegyháza,04,04,04
03-065-015,BÁCS-KISK.,Kiskunfélegyháza,04,04,04
03-065-016,BÁCS-KISK.,Kiskunfélegyháza,04,04,04
03-065-017,BÁCS-KISK.,Kiskunfélegyháza,04,04,04
03-065-018,BÁCS-KISK.,Kiskunfélegyháza,04,04,04
03-065-019,BÁCS-KISK.,Kiskunfélegyháza,04,04,04
03-065-020,BÁCS-KISK.,Kiskunfélegyháza,04,04,04
03-065-021,BÁCS-KISK.,Kiskunfélegyháza,04,04,04
03-065-022,BÁCS-KISK.,Kiskunfélegyháza,04,04,04
03-065-023,BÁCS-KISK.,Kiskunfélegyháza,04,04,04
03-065-024,BÁCS-KISK.,Kiskunfélegyháza,04,04,04
03-065-025,BÁCS-KISK.,Kiskunfélegyháza,04,04,04
03-065-026,BÁCS-KISK.,Kiskunfélegyháza,04,04,04
03-065-027,BÁCS-KISK.,Kiskunfélegyháza,04,04,04
03-065-028,BÁCS-KISK.,Kiskunfélegyháza,04,04,04
03-065-029,BÁCS-KISK.,Kiskunfélegyháza,04,04,04
03-065-030,BÁCS-KISK.,Kiskunfélegyháza,04,04,04
03-065-031,BÁCS-KISK.,Kiskunfélegyháza,04,04,04
03-066-001,BÁCS-KISK.,Kiskunhalas,05,05,05
03-066-002,BÁCS-KISK.,Kiskunhalas,05,05,05
03-066-003,BÁCS-KISK.,Kiskunhalas,05,05,05
03-066-004,BÁCS-KISK.,Kiskunhalas,05,05,05
03-066-005,BÁCS-KISK.,Kiskunhalas,05,05,05
03-066-006,BÁCS-KISK.,Kiskunhalas,05,05,05
03-066-007,BÁCS-KISK.,Kiskunhalas,05,05,05
03-066-008,BÁCS-KISK.,Kiskunhalas,05,05,05
03-066-009,BÁCS-KISK.,Kiskunhalas,05,05,05
03-066-010,BÁCS-KISK.,Kiskunhalas,05,05,05
03-066-011,BÁCS-KISK.,Kiskunhalas,05,05,05
03-066-012,BÁCS-KISK.,Kiskunhalas,05,05,05
03-066-013,BÁCS-KISK.,Kiskunhalas,05,05,05
03-066-014,BÁCS-KISK.,Kiskunhalas,05,05,05
03-066-015,BÁCS-KISK.,Kiskunhalas,05,05,05
03-066-016,BÁCS-KISK.,Kiskunhalas,05,05,05
03-066-017,BÁCS-KISK.,Kiskunhalas,05,05,05
03-066-018,BÁCS-KISK.,Kiskunhalas,05,05,05
03-066-019,BÁCS-KISK.,Kiskunhalas,05,05,05
03-066-020,BÁCS-KISK.,Kiskunhalas,05,05,05
03-066-021,BÁCS-KISK.,Kiskunhalas,05,05,05
03-066-022,BÁCS-KISK.,Kiskunhalas,05,05,05
03-066-023,BÁCS-KISK.,Kiskunhalas,05,05,05
03-066-024,BÁCS-KISK.,Kiskunhalas,05,05,05
03-066-025,BÁCS-KISK.,Kiskunhalas,05,05,05
03-066-026,BÁCS-KISK.,Kiskunhalas,05,05,05
03-066-027,BÁCS-KISK.,Kiskunhalas,05,05,05
03-066-028,BÁCS-KISK.,Kiskunhalas,05,05,05
03-066-029,BÁCS-KISK.,Kiskunhalas,05,05,05
03-066-030,BÁCS-KISK.,Kiskunhalas,05,05,05
03-067-001,BÁCS-KISK.,Kiskunmajsa,04,04,04
03-067-002,BÁCS-KISK.,Kiskunmajsa,04,04,04
03-067-003,BÁCS-KISK.,Kiskunmajsa,04,04,04
03-067-004,BÁCS-KISK.,Kiskunmajsa,04,04,04
03-067-005,BÁCS-KISK.,Kiskunmajsa,04,04,04
03-067-006,BÁCS-KISK.,Kiskunmajsa,04,04,04
03-067-007,BÁCS-KISK.,Kiskunmajsa,04,04,04
03-067-008,BÁCS-KISK.,Kiskunmajsa,04,04,04
03-067-009,BÁCS-KISK.,Kiskunmajsa,04,04,04
03-067-010,BÁCS-KISK.,Kiskunmajsa,04,04,04
03-068-001,BÁCS-KISK.,Kisszállás,05,05,05
03-068-002,BÁCS-KISK.,Kisszállás,05,05,05
03-069-001,BÁCS-KISK.,Kömpöc,04,04,04
03-070-001,BÁCS-KISK.,Kunadacs,01,01,01
03-071-001,BÁCS-KISK.,Kunbaja,05,05,05
03-071-002,BÁCS-KISK.,Kunbaja,05,05,05
03-072-001,BÁCS-KISK.,Kunbaracs,01,01,01
03-073-001,BÁCS-KISK.,Kunfehértó,05,05,05
03-073-002,BÁCS-KISK.,Kunfehértó,05,05,05
03-073-003,BÁCS-KISK.,Kunfehértó,05,05,05
03-074-001,BÁCS-KISK.,Kunpeszér,01,01,01
03-075-001,BÁCS-KISK.,Kunszállás,04,04,04
03-076-001,BÁCS-KISK.,Kunszentmiklós,01,01,01
03-076-002,BÁCS-KISK.,Kunszentmiklós,01,01,01
03-076-003,BÁCS-KISK.,Kunszentmiklós,01,01,01
03-076-004,BÁCS-KISK.,Kunszentmiklós,01,01,01
03-076-005,BÁCS-KISK.,Kunszentmiklós,01,01,01
03-076-006,BÁCS-KISK.,Kunszentmiklós,01,01,01
03-076-007,BÁCS-KISK.,Kunszentmiklós,01,01,01
03-076-008,BÁCS-KISK.,Kunszentmiklós,01,01,01
03-077-001,BÁCS-KISK.,Ladánybene,01,01,01
03-078-001,BÁCS-KISK.,Lajosmizse,01,01,01
03-078-002,BÁCS-KISK.,Lajosmizse,01,01,01
03-078-003,BÁCS-KISK.,Lajosmizse,01,01,01
03-078-004,BÁCS-KISK.,Lajosmizse,01,01,01
03-078-005,BÁCS-KISK.,Lajosmizse,01,01,01
03-078-006,BÁCS-KISK.,Lajosmizse,01,01,01
03-078-007,BÁCS-KISK.,Lajosmizse,01,01,01
03-078-008,BÁCS-KISK.,Lajosmizse,01,01,01
03-078-009,BÁCS-KISK.,Lajosmizse,01,01,01
03-079-001,BÁCS-KISK.,Lakitelek,04,04,04
03-079-002,BÁCS-KISK.,Lakitelek,04,04,04
03-079-003,BÁCS-KISK.,Lakitelek,04,04,04
03-079-004,BÁCS-KISK.,Lakitelek,04,04,04
03-079-005,BÁCS-KISK.,Lakitelek,04,04,04
03-080-001,BÁCS-KISK.,Madaras,06,06,06
03-080-002,BÁCS-KISK.,Madaras,06,06,06
03-080-003,BÁCS-KISK.,Madaras,06,06,06
03-081-001,BÁCS-KISK.,Mátételke,06,06,06
03-082-001,BÁCS-KISK.,Mélykút,05,05,05
03-082-002,BÁCS-KISK.,Mélykút,05,05,05
03-082-003,BÁCS-KISK.,Mélykút,05,05,05
03-082-004,BÁCS-KISK.,Mélykút,05,05,05
03-082-005,BÁCS-KISK.,Mélykút,05,05,05
03-082-006,BÁCS-KISK.,Mélykút,05,05,05
03-083-001,BÁCS-KISK.,Miske,03,03,03
03-083-002,BÁCS-KISK.,Miske,03,03,03
03-084-001,BÁCS-KISK.,Móricgát,04,04,04
03-085-001,BÁCS-KISK.,Nagybaracska,06,06,06
03-085-002,BÁCS-KISK.,Nagybaracska,06,06,06
03-086-001,BÁCS-KISK.,Nemesnádudvar,06,06,06
03-086-002,BÁCS-KISK.,Nemesnádudvar,06,06,06
03-087-001,BÁCS-KISK.,Nyárlõrinc,04,04,04
03-087-002,BÁCS-KISK.,Nyárlõrinc,04,04,04
03-088-001,BÁCS-KISK.,Ordas,03,03,03
03-089-001,BÁCS-KISK.,Orgovány,04,04,04
03-089-002,BÁCS-KISK.,Orgovány,04,04,04
03-089-003,BÁCS-KISK.,Orgovány,04,04,04
03-090-001,BÁCS-KISK.,Öregcsertõ,03,03,03
03-091-001,BÁCS-KISK.,Páhi,03,03,03
03-092-001,BÁCS-KISK.,Pálmonostora,04,04,04
03-092-002,BÁCS-KISK.,Pálmonostora,04,04,04
03-093-001,BÁCS-KISK.,Petõfiszállás,04,04,04
03-093-002,BÁCS-KISK.,Petõfiszállás,04,04,04
03-094-001,BÁCS-KISK.,Pirtó,05,05,05
03-095-001,BÁCS-KISK.,Rém,06,06,06
03-096-001,BÁCS-KISK.,Solt,03,03,03
03-096-002,BÁCS-KISK.,Solt,03,03,03
03-096-003,BÁCS-KISK.,Solt,03,03,03
03-096-004,BÁCS-KISK.,Solt,03,03,03
03-096-005,BÁCS-KISK.,Solt,03,03,03
03-096-006,BÁCS-KISK.,Solt,03,03,03
03-097-001,BÁCS-KISK.,Soltszentimre,03,03,03
03-098-001,BÁCS-KISK.,Soltvadkert,03,03,03
03-098-002,BÁCS-KISK.,Soltvadkert,03,03,03
03-098-003,BÁCS-KISK.,Soltvadkert,03,03,03
03-098-004,BÁCS-KISK.,Soltvadkert,03,03,03
03-098-005,BÁCS-KISK.,Soltvadkert,03,03,03
03-098-006,BÁCS-KISK.,Soltvadkert,03,03,03
03-099-001,BÁCS-KISK.,Sükösd,06,06,06
03-099-002,BÁCS-KISK.,Sükösd,06,06,06
03-099-003,BÁCS-KISK.,Sükösd,06,06,06
03-100-001,BÁCS-KISK.,Szabadszállás,01,01,01
03-100-002,BÁCS-KISK.,Szabadszállás,01,01,01
03-100-003,BÁCS-KISK.,Szabadszállás,01,01,01
03-100-004,BÁCS-KISK.,Szabadszállás,01,01,01
03-100-005,BÁCS-KISK.,Szabadszállás,01,01,01
03-100-006,BÁCS-KISK.,Szabadszállás,01,01,01
03-100-007,BÁCS-KISK.,Szabadszállás,01,01,01
03-100-008,BÁCS-KISK.,Szabadszállás,01,01,01
03-101-001,BÁCS-KISK.,Szakmár,03,03,03
03-102-001,BÁCS-KISK.,Szalkszentmárton,01,01,01
03-102-002,BÁCS-KISK.,Szalkszentmárton,01,01,01
03-102-003,BÁCS-KISK.,Szalkszentmárton,01,01,01
03-103-001,BÁCS-KISK.,Szank,04,04,04
03-103-002,BÁCS-KISK.,Szank,04,04,04
03-104-001,BÁCS-KISK.,Szentkirály,02,02,02
03-104-002,BÁCS-KISK.,Szentkirály,02,02,02
03-105-001,BÁCS-KISK.,Szeremle,06,06,06
03-106-001,BÁCS-KISK.,Tabdi,03,03,03
03-107-001,BÁCS-KISK.,Tass,01,01,01
03-107-002,BÁCS-KISK.,Tass,01,01,01
03-108-001,BÁCS-KISK.,Tataháza,05,05,05
03-109-001,BÁCS-KISK.,Tázlár,05,05,05
03-109-002,BÁCS-KISK.,Tázlár,05,05,05
03-110-001,BÁCS-KISK.,Tiszaalpár,04,04,04
03-110-002,BÁCS-KISK.,Tiszaalpár,04,04,04
03-110-003,BÁCS-KISK.,Tiszaalpár,04,04,04
03-110-004,BÁCS-KISK.,Tiszaalpár,04,04,04
03-110-005,BÁCS-KISK.,Tiszaalpár,04,04,04
03-111-001,BÁCS-KISK.,Tiszakécske,02,02,02
03-111-002,BÁCS-KISK.,Tiszakécske,02,02,02
03-111-003,BÁCS-KISK.,Tiszakécske,02,02,02
03-111-004,BÁCS-KISK.,Tiszakécske,02,02,02
03-111-005,BÁCS-KISK.,Tiszakécske,02,02,02
03-111-006,BÁCS-KISK.,Tiszakécske,02,02,02
03-111-007,BÁCS-KISK.,Tiszakécske,02,02,02
03-111-008,BÁCS-KISK.,Tiszakécske,02,02,02
03-111-009,BÁCS-KISK.,Tiszakécske,02,02,02
03-111-010,BÁCS-KISK.,Tiszakécske,02,02,02
03-112-001,BÁCS-KISK.,Tiszaug,04,04,04
03-113-001,BÁCS-KISK.,Tompa,05,05,05
03-113-002,BÁCS-KISK.,Tompa,05,05,05
03-113-003,BÁCS-KISK.,Tompa,05,05,05
03-113-004,BÁCS-KISK.,Tompa,05,05,05
03-113-005,BÁCS-KISK.,Tompa,05,05,05
03-114-001,BÁCS-KISK.,Uszód,03,03,03
03-115-001,BÁCS-KISK.,Újsolt,03,03,03
03-116-001,BÁCS-KISK.,Újtelek,03,03,03
03-117-001,BÁCS-KISK.,Vaskút,06,06,06
03-117-002,BÁCS-KISK.,Vaskút,06,06,06
03-117-003,BÁCS-KISK.,Vaskút,06,06,06
03-118-001,BÁCS-KISK.,Városföld,02,02,02
03-118-002,BÁCS-KISK.,Városföld,02,02,02
03-119-001,BÁCS-KISK.,Zsana,05,05,05
04-001-001,BÉKÉS,Almáskamarás,04,04,04
04-002-001,BÉKÉS,Battonya,04,04,04
04-002-002,BÉKÉS,Battonya,04,04,04
04-002-003,BÉKÉS,Battonya,04,04,04
04-002-004,BÉKÉS,Battonya,04,04,04
04-002-005,BÉKÉS,Battonya,04,04,04
04-002-006,BÉKÉS,Battonya,04,04,04
04-003-001,BÉKÉS,Békés,02,02,02
04-003-002,BÉKÉS,Békés,02,02,02
04-003-003,BÉKÉS,Békés,02,02,02
04-003-004,BÉKÉS,Békés,02,02,02
04-003-005,BÉKÉS,Békés,02,02,02
04-003-006,BÉKÉS,Békés,02,02,02
04-003-007,BÉKÉS,Békés,02,02,02
04-003-008,BÉKÉS,Békés,02,02,02
04-003-009,BÉKÉS,Békés,02,02,02
04-003-010,BÉKÉS,Békés,02,02,02
04-003-011,BÉKÉS,Békés,02,02,02
04-003-012,BÉKÉS,Békés,02,02,02
04-003-013,BÉKÉS,Békés,02,02,02
04-003-014,BÉKÉS,Békés,02,02,02
04-003-015,BÉKÉS,Békés,02,02,02
04-003-016,BÉKÉS,Békés,02,02,02
04-004-001,BÉKÉS,Békéscsaba,01,01,01
04-004-002,BÉKÉS,Békéscsaba,01,01,01
04-004-003,BÉKÉS,Békéscsaba,01,01,01
04-004-004,BÉKÉS,Békéscsaba,01,01,01
04-004-005,BÉKÉS,Békéscsaba,01,01,01
04-004-006,BÉKÉS,Békéscsaba,01,01,01
04-004-007,BÉKÉS,Békéscsaba,01,01,01
04-004-008,BÉKÉS,Békéscsaba,01,01,01
04-004-009,BÉKÉS,Békéscsaba,01,01,01
04-004-010,BÉKÉS,Békéscsaba,01,01,01
04-004-011,BÉKÉS,Békéscsaba,01,01,01
04-004-012,BÉKÉS,Békéscsaba,01,01,01
04-004-013,BÉKÉS,Békéscsaba,01,01,01
04-004-014,BÉKÉS,Békéscsaba,01,01,01
04-004-015,BÉKÉS,Békéscsaba,01,01,01
04-004-016,BÉKÉS,Békéscsaba,01,01,01
04-004-017,BÉKÉS,Békéscsaba,01,01,01
04-004-018,BÉKÉS,Békéscsaba,01,01,01
04-004-019,BÉKÉS,Békéscsaba,01,01,01
04-004-020,BÉKÉS,Békéscsaba,01,01,01
04-004-021,BÉKÉS,Békéscsaba,01,01,01
04-004-022,BÉKÉS,Békéscsaba,01,01,01
04-004-023,BÉKÉS,Békéscsaba,01,01,01
04-004-024,BÉKÉS,Békéscsaba,01,01,01
04-004-025,BÉKÉS,Békéscsaba,01,01,01
04-004-026,BÉKÉS,Békéscsaba,01,01,01
04-004-027,BÉKÉS,Békéscsaba,01,01,01
04-004-028,BÉKÉS,Békéscsaba,01,01,01
04-004-029,BÉKÉS,Békéscsaba,01,01,01
04-004-030,BÉKÉS,Békéscsaba,01,01,01
04-004-031,BÉKÉS,Békéscsaba,01,01,01
04-004-032,BÉKÉS,Békéscsaba,01,01,01
04-004-033,BÉKÉS,Békéscsaba,01,01,01
04-004-034,BÉKÉS,Békéscsaba,01,01,01
04-004-035,BÉKÉS,Békéscsaba,01,01,01
04-004-036,BÉKÉS,Békéscsaba,01,01,01
04-004-037,BÉKÉS,Békéscsaba,01,01,01
04-004-038,BÉKÉS,Békéscsaba,01,01,01
04-004-039,BÉKÉS,Békéscsaba,01,01,01
04-004-040,BÉKÉS,Békéscsaba,01,01,01
04-004-041,BÉKÉS,Békéscsaba,01,01,01
04-004-042,BÉKÉS,Békéscsaba,01,01,01
04-004-043,BÉKÉS,Békéscsaba,01,01,01
04-004-044,BÉKÉS,Békéscsaba,01,01,01
04-004-045,BÉKÉS,Békéscsaba,01,01,01
04-004-046,BÉKÉS,Békéscsaba,01,01,01
04-004-047,BÉKÉS,Békéscsaba,01,01,01
04-004-048,BÉKÉS,Békéscsaba,01,01,01
04-004-049,BÉKÉS,Békéscsaba,01,01,01
04-004-050,BÉKÉS,Békéscsaba,01,01,01
04-004-051,BÉKÉS,Békéscsaba,01,01,01
04-004-052,BÉKÉS,Békéscsaba,01,01,01
04-004-053,BÉKÉS,Békéscsaba,01,01,01
04-004-054,BÉKÉS,Békéscsaba,01,01,01
04-004-055,BÉKÉS,Békéscsaba,01,01,01
04-004-056,BÉKÉS,Békéscsaba,01,01,01
04-004-057,BÉKÉS,Békéscsaba,01,01,01
04-004-058,BÉKÉS,Békéscsaba,01,01,01
04-004-059,BÉKÉS,Békéscsaba,01,01,01
04-004-060,BÉKÉS,Békéscsaba,01,01,01
04-004-061,BÉKÉS,Békéscsaba,01,01,01
04-004-062,BÉKÉS,Békéscsaba,01,01,01
04-004-063,BÉKÉS,Békéscsaba,01,01,01
04-004-064,BÉKÉS,Békéscsaba,01,01,01
04-004-065,BÉKÉS,Békéscsaba,01,01,01
04-004-066,BÉKÉS,Békéscsaba,01,01,01
04-004-067,BÉKÉS,Békéscsaba,01,01,01
04-004-068,BÉKÉS,Békéscsaba,01,01,01
04-005-001,BÉKÉS,Békéssámson,04,04,04
