JKV_AZONOSITO,SZAVAZOKOR,VALASZTOPOLGAR,MEGJELENTEK,URNABAN_LEVO,ELTERES,ERVENYTELEN,ERVENYES,TIPUS,ERVENYES_SZAVAZASI_IRATOK,IRATOKBAN_LEVO_SZAVAZOLAP
42880,01-021-040,962,654,654,0,4,650,LISTAS,,
42882,01-021-041,823,471,470,0,3,467,LISTAS,,
42884,01-021-042,960,606,606,0,1,605,LISTAS,,
42886,01-021-043,1069,732,732,0,8,724,LISTAS,,
42888,01-021-044,729,518,518,0,0,518,LISTAS,,
42890,01-021-045,687,484,484,0,5,479,LISTAS,,
42892,01-021-046,932,624,624,0,2,622,LISTAS,,
42894,01-021-047,713,473,472,0,3,469,LISTAS,,
42896,01-021-048,795,651,650,0,3,647,LISTAS,,
42898,01-021-049,779,610,611,0,16,595,LISTAS,,
42900,01-021-050,827,621,621,0,5,616,LISTAS,,
42902,01-021-051,859,645,646,0,17,629,LISTAS,,
42904,01-021-052,775,524,520,0,4,516,LISTAS,,
42906,01-021-053,845,627,626,0,1,625,LISTAS,,
42908,01-021-054,798,629,629,0,2,627,LISTAS,,
42910,01-021-055,886,680,680,0,2,678,LISTAS,,
42912,01-021-056,799,537,537,0,0,537,LISTAS,,
43320,01-021-057,800,562,562,0,2,560,LISTAS,,
43322,01-021-058,972,772,772,0,3,769,LISTAS,,
43324,01-021-059,958,775,775,0,5,770,LISTAS,,
43326,01-021-060,829,653,652,0,2,650,LISTAS,,
43328,01-021-061,751,599,599,0,0,599,LISTAS,,
43330,01-021-062,866,542,542,0,10,532,LISTAS,,
43332,01-021-063,746,548,548,0,4,544,LISTAS,,
43334,01-021-064,846,611,611,0,4,607,LISTAS,,
43336,01-021-065,1034,599,599,0,1,598,LISTAS,,
43338,01-021-066,925,645,645,0,12,633,LISTAS,,
43340,01-021-067,865,555,553,0,4,549,LISTAS,,
43342,01-021-068,961,703,702,0,2,700,LISTAS,,
43344,01-021-069,770,591,591,0,10,581,LISTAS,,
43346,01-021-070,728,459,458,0,2,456,LISTAS,,
43348,01-022-001,1058,907,906,0,3,903,LISTAS,,
43350,01-022-002,934,791,791,0,10,781,LISTAS,,
43352,01-022-003,1160,964,961,0,0,961,LISTAS,,
43354,01-022-004,1268,1047,1046,0,3,1043,LISTAS,,
43356,01-022-005,1315,1122,1122,0,4,1118,LISTAS,,
43358,01-022-006,1283,1067,1064,0,2,1062,LISTAS,,
43360,01-022-007,988,726,725,0,8,717,LISTAS,,
43362,01-022-008,850,620,620,0,3,617,LISTAS,,
43364,01-022-009,3287,2803,2796,-7,16,2780,LISTAS,,
43366,01-022-010,628,378,378,0,3,375,LISTAS,,
43368,01-022-011,1184,862,862,0,4,858,LISTAS,,
43370,01-022-012,1213,1018,1016,0,6,1010,LISTAS,,
43372,01-022-013,1161,863,863,0,2,861,LISTAS,,
43374,01-022-014,1141,946,946,0,5,941,LISTAS,,
43376,01-022-015,1041,829,829,0,0,829,LISTAS,,
43378,01-022-016,1233,980,978,0,3,975,LISTAS,,
43380,01-022-017,960,732,732,0,4,728,LISTAS,,
43382,01-022-018,1014,703,702,0,5,697,LISTAS,,
43384,01-022-019,1100,935,933,0,2,931,LISTAS,,
43386,01-022-020,1163,949,949,0,3,946,LISTAS,,
43388,01-022-021,1154,942,942,0,5,937,LISTAS,,
43390,01-022-022,971,803,803,0,0,803,LISTAS,,
43392,01-022-023,1195,920,920,0,7,913,LISTAS,,
43394,01-022-024,1236,999,997,0,12,985,LISTAS,,
43396,01-022-025,996,797,797,0,3,794,LISTAS,,
43398,01-022-026,1134,829,828,0,8,820,LISTAS,,
43400,01-022-027,1220,983,983,0,3,980,LISTAS,,
43402,01-022-028,1140,925,925,0,4,921,LISTAS,,
43404,01-022-029,1270,987,987,0,4,983,LISTAS,,
43406,01-022-030,1183,883,879,0,1,878,LISTAS,,
43408,01-022-031,1201,953,953,0,7,946,LISTAS,,
43410,01-022-032,1185,960,959,0,5,954,LISTAS,,
43412,01-022-033,1192,892,892,0,1,891,LISTAS,,
43414,01-022-034,1147,859,859,0,5,854,LISTAS,,
43416,01-022-035,1235,858,857,0,5,852,LISTAS,,
43418,01-022-036,1395,987,983,0,16,967,LISTAS,,
43420,01-022-037,1290,939,937,0,4,933,LISTAS,,
43422,01-023-001,654,466,466,0,2,464,LISTAS,,
43424,01-023-002,730,538,539,0,17,522,LISTAS,,
43426,01-023-003,950,710,710,0,2,708,LISTAS,,
43428,01-023-004,668,530,530,0,2,528,LISTAS,,
43430,01-023-005,570,397,397,0,1,396,LISTAS,,
43432,01-023-006,679,545,545,0,3,542,LISTAS,,
43434,01-023-007,678,467,467,0,4,463,LISTAS,,
43436,01-023-008,602,411,411,0,2,409,LISTAS,,
43438,01-023-009,625,457,457,0,1,456,LISTAS,,
43440,01-023-010,614,454,454,0,1,453,LISTAS,,
43838,01-023-011,654,489,489,0,7,482,LISTAS,,
43840,01-023-012,799,562,562,0,6,556,LISTAS,,
43842,01-023-013,652,515,516,0,18,498,LISTAS,,
43844,01-023-014,756,535,534,0,8,526,LISTAS,,
43846,01-023-015,663,433,433,0,2,431,LISTAS,,
43848,01-023-016,742,559,559,0,5,554,LISTAS,,
43850,01-023-017,703,469,471,0,15,456,LISTAS,,
43852,01-023-018,926,664,664,0,7,657,LISTAS,,
43854,01-023-019,879,650,649,0,15,634,LISTAS,,
43856,01-023-020,674,476,476,0,7,469,LISTAS,,
43858,01-023-021,826,502,502,0,3,499,LISTAS,,
43860,01-023-022,863,637,637,0,16,621,LISTAS,,
43862,01-023-023,840,588,583,0,5,578,LISTAS,,
43864,01-023-024,613,464,463,0,4,459,LISTAS,,
43866,02-001-001,543,376,376,0,1,375,LISTAS,,
43868,02-002-001,153,82,82,0,0,82,LISTAS,,
43870,02-003-001,319,231,231,0,0,231,LISTAS,,
43872,02-004-001,68,51,51,0,0,51,LISTAS,,
43874,02-005-001,248,150,150,0,0,150,LISTAS,,
43876,02-006-001,824,503,503,0,18,485,LISTAS,,
43878,02-007-001,108,77,77,0,1,76,LISTAS,,
43880,02-008-001,293,175,175,0,2,173,LISTAS,,
43882,02-009-001,137,92,92,0,0,92,LISTAS,,
43884,02-010-001,160,108,108,0,2,106,LISTAS,,
43886,02-011-001,577,369,369,0,16,353,LISTAS,,
43888,02-012-001,84,45,45,0,0,45,LISTAS,,
43890,02-013-001,287,176,176,0,5,171,LISTAS,,
43892,02-014-001,239,115,115,0,5,110,LISTAS,,
43894,02-015-001,634,409,408,0,4,404,LISTAS,,
43897,02-016-001,157,104,104,0,3,101,LISTAS,,
43895,02-017-001,348,214,214,0,2,212,LISTAS,,
43900,02-018-001,103,78,78,0,0,78,LISTAS,,
43902,02-019-001,147,94,94,0,1,93,LISTAS,,
43904,02-020-001,142,77,77,0,0,77,LISTAS,,
43906,02-021-001,432,286,286,0,1,285,LISTAS,,
43908,02-022-001,330,197,197,0,4,193,LISTAS,,
43910,02-023-001,682,441,441,0,3,438,LISTAS,,
43912,02-023-002,683,426,426,0,4,422,LISTAS,,
43914,02-023-003,655,413,413,0,3,410,LISTAS,,
43916,02-024-001,685,401,399,0,27,372,LISTAS,,
43918,02-025-001,89,54,54,0,1,53,LISTAS,,
43920,02-026-001,197,136,136,0,1,135,LISTAS,,
43922,02-027-001,795,541,541,0,2,539,LISTAS,,
43924,02-028-001,594,416,416,0,2,414,LISTAS,,
43926,02-029-001,408,294,294,0,11,283,LISTAS,,
43928,02-030-001,193,119,119,0,2,117,LISTAS,,
43930,02-031-001,344,229,229,0,2,227,LISTAS,,
43932,02-032-001,175,123,123,0,9,114,LISTAS,,
43934,02-033-001,843,582,582,0,1,581,LISTAS,,
43936,02-034-001,334,202,202,0,1,201,LISTAS,,
43938,02-035-001,215,136,161,0,77,84,LISTAS,,
43940,02-036-001,215,152,152,0,1,151,LISTAS,,
43942,02-036-002,36,29,29,0,0,29,LISTAS,,
43944,02-036-003,66,54,54,0,0,54,LISTAS,,
43946,02-037-001,322,196,195,0,7,188,LISTAS,,
43948,02-038-001,107,67,67,0,0,67,LISTAS,,
43950,02-039-001,247,161,161,0,2,159,LISTAS,,
43952,02-040-001,713,473,473,0,9,464,LISTAS,,
43954,02-040-002,650,454,454,0,9,445,LISTAS,,
43956,02-040-003,820,609,609,0,4,605,LISTAS,,
43958,02-040-004,644,466,465,0,5,460,LISTAS,,
43960,02-041-001,470,286,286,0,9,277,LISTAS,,
43962,02-041-002,412,221,221,0,2,219,LISTAS,,
43964,02-042-001,69,42,42,0,2,40,LISTAS,,
43966,02-043-001,118,87,87,0,0,87,LISTAS,,
43968,02-044-001,520,301,301,0,9,292,LISTAS,,
43970,02-045-001,72,48,48,0,0,48,LISTAS,,
43972,02-046-001,284,143,143,0,29,114,LISTAS,,
43974,02-047-001,490,333,333,0,0,333,LISTAS,,
43976,02-048-001,313,199,199,0,2,197,LISTAS,,
43978,02-049-001,124,88,88,0,0,88,LISTAS,,
44380,02-050-001,167,114,114,0,0,114,LISTAS,,
44382,02-051-001,463,244,244,0,2,242,LISTAS,,
44384,02-052-001,65,41,41,0,0,41,LISTAS,,
44386,02-053-001,559,317,317,0,3,314,LISTAS,,
44388,02-054-001,154,90,90,0,5,85,LISTAS,,
44390,02-055-001,179,111,111,0,2,109,LISTAS,,
44392,02-056-001,397,233,233,0,15,218,LISTAS,,
44394,02-057-001,139,86,86,0,2,84,LISTAS,,
44396,02-058-001,105,70,70,0,0,70,LISTAS,,
44398,02-059-001,211,120,121,0,12,109,LISTAS,,
44400,02-060-001,69,40,40,0,0,40,LISTAS,,
44402,02-061-001,535,336,336,0,14,322,LISTAS,,
44404,02-062-001,143,88,88,0,1,87,LISTAS,,
44406,02-063-001,339,207,207,0,7,200,LISTAS,,
44408,02-064-001,817,442,441,0,21,420,LISTAS,,
44410,02-064-002,724,460,460,0,10,450,LISTAS,,
44412,02-065-001,796,550,550,0,3,547,LISTAS,,
44414,02-066-001,242,150,150,0,4,146,LISTAS,,
44416,02-067-001,613,423,423,0,2,421,LISTAS,,
44418,02-068-001,174,131,131,0,1,130,LISTAS,,
44420,02-069-001,298,194,194,0,16,178,LISTAS,,
44422,02-070-001,60,48,48,0,1,47,LISTAS,,
44424,02-071-001,291,197,187,0,7,180,LISTAS,,
44426,02-072-001,246,152,152,0,1,151,LISTAS,,
44428,02-073-001,157,107,107,0,7,100,LISTAS,,
44430,02-074-001,154,123,123,0,8,115,LISTAS,,
44432,02-075-001,115,76,76,0,0,76,LISTAS,,
44434,02-076-001,711,442,441,0,12,429,LISTAS,,
44436,02-077-001,228,172,172,0,1,171,LISTAS,,
44438,02-078-001,401,234,234,0,4,230,LISTAS,,
44440,02-079-001,370,250,250,0,0,250,LISTAS,,
44442,02-079-002,250,145,145,0,3,142,LISTAS,,
44444,02-080-001,164,82,81,0,2,79,LISTAS,,
44446,02-081-001,249,147,147,0,8,139,LISTAS,,
44448,02-082-001,211,132,132,0,13,119,LISTAS,,
44450,02-083-001,493,308,308,0,18,290,LISTAS,,
44452,02-083-002,186,127,127,0,10,117,LISTAS,,
44454,02-084-001,603,423,422,0,3,419,LISTAS,,
44456,02-084-002,525,295,295,0,7,288,LISTAS,,
44458,02-084-003,138,66,66,0,1,65,LISTAS,,
44460,02-085-001,309,193,193,0,6,187,LISTAS,,
44462,02-086-001,548,377,377,0,6,371,LISTAS,,
44464,02-087-001,109,64,64,0,1,63,LISTAS,,
44466,02-088-001,226,120,120,0,10,110,LISTAS,,
44468,02-089-001,711,497,497,0,2,495,LISTAS,,
44470,02-089-002,851,612,612,0,9,603,LISTAS,,
44472,02-089-003,903,643,646,0,27,619,LISTAS,,
44474,02-089-004,997,629,628,0,16,612,LISTAS,,
44476,02-090-001,236,182,182,0,9,173,LISTAS,,
44478,02-091-001,119,82,82,0,3,79,LISTAS,,
44480,02-092-001,341,206,206,0,3,203,LISTAS,,
44482,02-093-001,289,173,173,0,14,159,LISTAS,,
44484,02-094-001,366,241,241,0,4,237,LISTAS,,
44486,02-095-001,833,523,523,0,5,518,LISTAS,,
44488,02-095-002,850,578,578,0,4,574,LISTAS,,
44490,02-096-001,349,242,242,0,11,231,LISTAS,,
44492,02-096-002,499,330,331,0,24,307,LISTAS,,
44494,02-097-001,179,97,96,0,6,90,LISTAS,,
44496,02-098-001,368,229,229,0,2,227,LISTAS,,
44498,02-098-002,393,266,266,0,2,264,LISTAS,,
44500,02-099-001,471,318,317,0,7,310,LISTAS,,
44502,02-100-001,41,31,31,0,1,30,LISTAS,,
44504,02-101-001,928,635,635,0,9,626,LISTAS,,
44506,02-101-002,820,606,606,0,13,593,LISTAS,,
44508,02-101-003,886,581,581,0,12,569,LISTAS,,
44510,02-102-001,49,24,24,0,0,24,LISTAS,,
44512,02-103-001,172,93,93,0,0,93,LISTAS,,
44514,02-104-001,215,124,124,0,0,124,LISTAS,,
44516,02-105-001,175,121,121,0,0,121,LISTAS,,
44518,02-106-001,102,64,64,0,3,61,LISTAS,,
44520,02-107-001,191,136,136,0,2,134,LISTAS,,
44522,02-108-001,213,145,144,0,0,144,LISTAS,,
44524,02-109-001,123,71,71,0,2,69,LISTAS,,
44946,02-110-001,168,108,108,0,5,103,LISTAS,,
44948,02-111-001,258,170,170,0,3,167,LISTAS,,
44950,02-112-001,262,171,171,0,8,163,LISTAS,,
44952,02-113-001,259,171,171,0,4,167,LISTAS,,
44954,02-114-001,49,39,39,0,0,39,LISTAS,,
44956,02-115-001,1034,804,804,0,7,797,LISTAS,,
44958,02-116-001,138,97,97,0,0,97,LISTAS,,
44960,02-117-001,369,251,251,0,1,250,LISTAS,,
44962,02-118-001,546,345,345,0,13,332,LISTAS,,
44964,02-119-001,728,417,416,0,6,410,LISTAS,,
44966,02-120-001,162,95,95,0,6,89,LISTAS,,
44968,02-121-001,62,44,44,0,0,44,LISTAS,,
44970,02-122-001,87,46,46,0,2,44,LISTAS,,
44972,02-123-001,98,68,68,0,2,66,LISTAS,,
44974,02-124-001,189,106,106,0,0,106,LISTAS,,
44976,02-125-001,154,79,79,0,3,76,LISTAS,,
44978,02-126-001,401,246,246,0,1,245,LISTAS,,
44980,02-127-001,172,106,106,0,5,101,LISTAS,,
44982,02-128-001,112,68,68,0,0,68,LISTAS,,
44984,02-129-001,199,137,137,0,2,135,LISTAS,,
44986,02-130-001,240,155,155,0,0,155,LISTAS,,
44988,02-131-001,139,83,83,0,4,79,LISTAS,,
44990,02-132-001,126,92,92,0,4,88,LISTAS,,
44992,02-132-002,73,37,37,0,5,32,LISTAS,,
44994,02-133-001,102,64,64,0,4,60,LISTAS,,
44996,02-134-001,172,111,111,0,1,110,LISTAS,,
44998,02-135-001,252,158,158,0,0,158,LISTAS,,
45000,02-136-001,250,148,148,0,1,147,LISTAS,,
45002,02-137-001,946,555,555,0,2,553,LISTAS,,
45004,02-137-002,996,600,600,0,6,594,LISTAS,,
45006,02-137-003,952,594,594,0,2,592,LISTAS,,
45008,02-137-004,1020,648,639,0,1,638,LISTAS,,
45010,02-137-005,1035,529,527,0,2,525,LISTAS,,
45012,02-137-006,835,553,553,0,3,550,LISTAS,,
45014,02-137-007,1068,759,753,0,6,747,LISTAS,,
45016,02-137-008,982,645,645,0,1,644,LISTAS,,
45018,02-137-009,833,529,529,0,1,528,LISTAS,,
45020,02-137-010,658,435,435,0,2,433,LISTAS,,
45022,02-137-011,831,582,580,0,4,576,LISTAS,,
45024,02-137-012,986,450,450,0,8,442,LISTAS,,
45026,02-137-013,929,512,511,0,10,501,LISTAS,,
45028,02-137-014,1026,626,624,0,2,622,LISTAS,,
45030,02-137-015,799,537,537,0,0,537,LISTAS,,
45032,02-137-016,1074,590,590,0,5,585,LISTAS,,
45034,02-137-017,1029,593,593,0,1,592,LISTAS,,
45036,02-137-018,939,534,534,0,7,527,LISTAS,,
45038,02-137-019,1035,606,605,0,5,600,LISTAS,,
45040,02-137-020,1051,775,775,0,5,770,LISTAS,,
45042,02-137-021,336,261,261,0,0,261,LISTAS,,
45044,02-137-022,644,368,368,0,4,364,LISTAS,,
45046,02-137-023,153,89,89,0,0,89,LISTAS,,
45048,02-138-001,205,126,126,0,1,125,LISTAS,,
45050,02-139-001,54,46,46,0,1,45,LISTAS,,
45052,02-140-001,989,690,690,0,2,688,LISTAS,,
45054,02-140-002,804,616,618,0,25,593,LISTAS,,
45056,02-140-003,947,755,755,0,3,752,LISTAS,,
45058,02-140-004,897,704,704,0,8,696,LISTAS,,
45060,02-140-005,956,737,737,0,6,731,LISTAS,,
45062,02-141-001,163,108,108,0,7,101,LISTAS,,
45064,02-142-001,179,113,113,0,1,112,LISTAS,,
45066,02-143-001,535,379,379,0,5,374,LISTAS,,
45068,02-144-001,815,446,446,0,5,441,LISTAS,,
45070,02-145-001,554,369,369,0,5,364,LISTAS,,
45072,02-145-002,473,238,229,0,8,221,LISTAS,,
45074,02-146-001,276,168,168,0,4,164,LISTAS,,
45076,02-147-001,153,106,106,0,0,106,LISTAS,,
45078,02-148-001,1056,735,735,0,4,731,LISTAS,,
45080,02-148-002,955,615,614,0,12,602,LISTAS,,
45082,02-149-001,316,210,209,0,3,206,LISTAS,,
45084,02-150-001,409,270,270,0,7,263,LISTAS,,
45086,02-151-001,165,99,99,0,9,90,LISTAS,,
45088,02-152-001,201,119,119,0,1,118,LISTAS,,
45502,02-153-001,230,138,138,0,0,138,LISTAS,,
45504,02-154-001,156,83,83,0,7,76,LISTAS,,
45506,02-155-001,778,469,469,0,8,461,LISTAS,,
45508,02-156-001,614,408,408,0,15,393,LISTAS,,
45510,02-157-001,434,310,310,0,7,303,LISTAS,,
45512,02-157-002,93,67,67,0,5,62,LISTAS,,
45514,02-158-001,62,50,50,0,2,48,LISTAS,,
45516,02-159-001,247,144,144,0,12,132,LISTAS,,
45518,02-160-001,254,177,178,0,9,169,LISTAS,,
45520,02-161-001,816,612,611,0,7,604,LISTAS,,
45522,02-162-001,145,99,99,0,0,99,LISTAS,,
45524,02-163-001,776,504,504,0,3,501,LISTAS,,
45526,02-164-001,155,95,95,0,6,89,LISTAS,,
45528,02-165-001,48,34,34,0,0,34,LISTAS,,
45530,02-166-001,69,57,57,0,0,57,LISTAS,,
45532,02-167-001,166,142,142,0,2,140,LISTAS,,
45534,02-168-001,276,187,186,0,11,175,LISTAS,,
45536,02-169-001,958,601,601,0,2,599,LISTAS,,
45538,02-169-002,925,553,553,0,7,546,LISTAS,,
45540,02-170-001,609,415,413,0,10,403,LISTAS,,
45542,02-171-001,158,113,113,0,0,113,LISTAS,,
45544,02-172-001,413,234,234,0,0,234,LISTAS,,
45546,02-173-001,351,254,254,0,20,234,LISTAS,,
45548,02-174-001,702,455,455,0,15,440,LISTAS,,
45550,02-174-002,240,148,148,0,0,148,LISTAS,,
45552,02-175-001,657,438,438,0,16,422,LISTAS,,
45554,02-175-002,632,441,441,0,6,435,LISTAS,,
45556,02-176-001,348,226,226,0,2,224,LISTAS,,
45558,02-177-001,221,143,143,0,3,140,LISTAS,,
45560,02-178-001,205,122,122,0,2,120,LISTAS,,
45562,02-179-001,93,61,61,0,0,61,LISTAS,,
45564,02-180-001,264,140,140,0,4,136,LISTAS,,
45566,02-180-002,386,258,267,0,60,207,LISTAS,,
45568,02-181-001,797,555,554,0,2,552,LISTAS,,
45570,02-181-002,618,438,438,0,3,435,LISTAS,,
45572,02-181-003,2631,2227,2219,-8,27,2192,LISTAS,,
45574,02-181-004,814,582,582,0,8,574,LISTAS,,
45576,02-181-005,566,370,369,0,3,366,LISTAS,,
45578,02-181-006,593,418,432,0,98,334,LISTAS,,
45580,02-181-007,816,584,582,0,3,579,LISTAS,,
45582,02-181-008,702,492,492,0,1,491,LISTAS,,
45584,02-181-009,623,281,281,0,4,277,LISTAS,,
45586,02-181-010,850,607,606,0,7,599,LISTAS,,
45588,02-181-011,807,468,467,0,2,465,LISTAS,,
45590,02-181-012,921,628,628,0,5,623,LISTAS,,
45592,02-181-013,733,524,524,0,4,520,LISTAS,,
45594,02-181-014,763,555,551,0,3,548,LISTAS,,
45596,02-181-015,795,545,543,0,1,542,LISTAS,,
45598,02-181-016,842,478,477,0,5,472,LISTAS,,
45600,02-181-017,787,427,427,0,13,414,LISTAS,,
45602,02-181-018,719,358,364,0,53,311,LISTAS,,
45604,02-181-019,728,466,466,0,8,458,LISTAS,,
45606,02-181-020,107,63,63,0,3,60,LISTAS,,
45608,02-181-021,202,133,133,0,1,132,LISTAS,,
45610,02-181-022,66,34,34,0,0,34,LISTAS,,
45612,02-181-023,476,287,287,0,5,282,LISTAS,,
45614,02-182-001,143,100,100,0,3,97,LISTAS,,
45616,02-183-001,123,84,84,0,1,83,LISTAS,,
45618,02-184-001,450,286,286,0,4,282,LISTAS,,
45620,02-184-002,250,128,128,0,3,125,LISTAS,,
45622,02-185-001,149,96,96,0,1,95,LISTAS,,
45624,02-186-001,109,77,77,0,1,76,LISTAS,,
45626,02-187-001,479,260,260,0,3,257,LISTAS,,
45628,02-188-001,253,163,164,0,13,151,LISTAS,,
45630,02-189-001,604,346,346,0,2,344,LISTAS,,
45632,02-189-002,583,367,367,0,3,364,LISTAS,,
45634,02-190-001,713,519,519,0,8,511,LISTAS,,
45636,02-190-002,783,615,615,0,8,607,LISTAS,,
45638,02-191-001,566,427,428,0,12,416,LISTAS,,
45640,02-192-001,318,205,205,0,1,204,LISTAS,,
45642,02-193-001,547,369,371,0,17,354,LISTAS,,
45644,02-194-001,275,182,182,0,1,181,LISTAS,,
45646,02-195-001,248,194,184,0,6,178,LISTAS,,
46062,02-196-001,108,72,72,0,1,71,LISTAS,,
46064,02-196-002,94,67,67,0,0,67,LISTAS,,
46066,02-197-001,191,121,121,0,1,120,LISTAS,,
46068,02-198-001,127,71,71,0,0,71,LISTAS,,
46070,02-199-001,66,41,41,0,0,41,LISTAS,,
46072,02-200-001,491,355,355,0,5,350,LISTAS,,
46074,02-201-001,244,155,155,0,8,147,LISTAS,,
46076,02-202-001,814,585,585,0,5,580,LISTAS,,
46078,02-203-001,231,162,162,0,8,154,LISTAS,,
46080,02-204-001,114,81,80,0,3,77,LISTAS,,
46082,02-205-001,344,233,233,0,3,230,LISTAS,,
46084,02-206-001,271,201,201,0,3,198,LISTAS,,
46086,02-207-001,114,84,84,0,0,84,LISTAS,,
46088,02-208-001,79,56,56,0,0,56,LISTAS,,
46090,02-209-001,230,160,160,0,4,156,LISTAS,,
46092,02-210-001,333,223,223,0,4,219,LISTAS,,
46094,02-210-002,376,275,275,0,1,274,LISTAS,,
46096,02-211-001,279,164,164,0,18,146,LISTAS,,
46098,02-212-001,137,101,101,0,1,100,LISTAS,,
46100,02-213-001,902,616,616,0,3,613,LISTAS,,
46102,02-213-002,845,608,608,0,8,600,LISTAS,,
46104,02-214-001,132,95,95,0,7,88,LISTAS,,
46106,02-215-001,162,110,110,0,2,108,LISTAS,,
46108,02-216-001,103,66,66,0,2,64,LISTAS,,
46110,02-217-001,803,553,553,0,3,550,LISTAS,,
46112,02-217-002,589,398,398,0,3,395,LISTAS,,
46114,02-217-003,625,378,378,0,4,374,LISTAS,,
46116,02-217-004,597,354,354,0,5,349,LISTAS,,
46118,02-217-005,802,539,539,0,6,533,LISTAS,,
46120,02-217-006,859,554,554,0,7,547,LISTAS,,
46122,02-217-007,848,508,507,0,7,500,LISTAS,,
46124,02-217-008,800,441,439,0,15,424,LISTAS,,
46126,02-217-009,1019,670,669,0,12,657,LISTAS,,
46128,02-217-010,876,510,510,0,0,510,LISTAS,,
46130,02-217-011,685,511,511,0,6,505,LISTAS,,
46132,02-217-012,964,511,509,0,11,498,LISTAS,,
46134,02-217-013,701,479,479,0,3,476,LISTAS,,
46136,02-217-014,697,378,378,0,6,372,LISTAS,,
46138,02-217-015,625,379,378,0,5,373,LISTAS,,
46140,02-217-016,745,429,426,0,12,414,LISTAS,,
46142,02-217-017,620,361,361,0,1,360,LISTAS,,
46144,02-217-018,807,620,620,0,3,617,LISTAS,,
46146,02-217-019,853,599,599,0,10,589,LISTAS,,
46148,02-217-020,670,420,420,0,3,417,LISTAS,,
46150,02-217-021,892,684,683,0,5,678,LISTAS,,
46152,02-217-022,1147,820,820,0,35,785,LISTAS,,
46154,02-217-023,947,722,722,0,2,720,LISTAS,,
46156,02-217-024,164,135,138,0,21,117,LISTAS,,
46158,02-217-025,724,419,419,0,0,419,LISTAS,,
46160,02-217-026,602,395,395,0,7,388,LISTAS,,
46162,02-217-027,975,772,772,0,6,766,LISTAS,,
46164,02-217-028,827,633,633,0,3,630,LISTAS,,
46166,02-217-029,718,548,548,0,5,543,LISTAS,,
46168,02-217-030,744,547,547,0,1,546,LISTAS,,
46170,02-217-031,620,424,423,0,5,418,LISTAS,,
46172,02-217-032,780,543,543,0,6,537,LISTAS,,
46174,02-217-033,775,570,570,0,0,570,LISTAS,,
46176,02-217-034,697,534,533,0,1,532,LISTAS,,
46178,02-217-035,584,412,412,0,3,409,LISTAS,,
46180,02-217-036,593,420,420,0,3,417,LISTAS,,
46182,02-217-037,705,556,555,0,1,554,LISTAS,,
46184,02-217-038,905,654,656,0,27,629,LISTAS,,
46186,02-217-039,777,481,481,0,3,478,LISTAS,,
46188,02-217-040,645,394,394,0,5,389,LISTAS,,
46190,02-217-041,1052,791,791,0,1,790,LISTAS,,
46192,02-217-042,568,365,365,0,2,363,LISTAS,,
46194,02-217-043,604,403,402,0,8,394,LISTAS,,
46196,02-217-044,577,345,345,0,9,336,LISTAS,,
46198,02-217-045,553,384,384,0,0,384,LISTAS,,
46200,02-217-046,712,537,538,0,2,536,LISTAS,,
46202,02-217-047,1269,304,304,0,4,300,LISTAS,,
46204,02-217-048,574,411,411,0,3,408,LISTAS,,
46206,02-217-049,626,484,484,0,0,484,LISTAS,,
46600,02-217-050,583,461,460,0,3,457,LISTAS,,
46602,02-217-051,662,467,468,0,14,454,LISTAS,,
46604,02-217-052,4255,3785,3774,-11,6,3768,LISTAS,,
46606,02-217-053,754,569,567,0,5,562,LISTAS,,
46608,02-217-054,916,681,679,0,7,672,LISTAS,,
46610,02-217-055,628,491,489,0,2,487,LISTAS,,
46612,02-217-056,724,535,535,0,3,532,LISTAS,,
46614,02-217-057,614,457,457,0,4,453,LISTAS,,
46616,02-217-058,714,544,542,0,4,538,LISTAS,,
46618,02-217-059,675,475,473,0,2,471,LISTAS,,
46620,02-217-060,768,565,565,0,6,559,LISTAS,,
46622,02-217-061,741,528,528,0,12,516,LISTAS,,
46624,02-217-062,580,440,440,0,0,440,LISTAS,,
46626,02-217-063,770,577,575,0,4,571,LISTAS,,
46628,02-217-064,550,442,442,0,3,439,LISTAS,,
46630,02-217-065,592,446,446,0,4,442,LISTAS,,
46632,02-217-066,576,467,469,0,25,444,LISTAS,,
46634,02-217-067,681,528,527,0,0,527,LISTAS,,
46636,02-217-068,556,445,445,0,1,444,LISTAS,,
46638,02-217-069,721,583,582,0,2,580,LISTAS,,
46640,02-217-070,946,747,747,0,6,741,LISTAS,,
46642,02-217-071,830,699,699,0,2,697,LISTAS,,
46644,02-217-072,616,506,506,0,4,502,LISTAS,,
46646,02-217-073,623,454,454,0,3,451,LISTAS,,
46648,02-217-074,673,459,458,0,6,452,LISTAS,,
46650,02-217-075,614,423,423,0,2,421,LISTAS,,
46652,02-217-076,836,664,664,0,4,660,LISTAS,,
46654,02-217-077,893,743,742,0,3,739,LISTAS,,
46656,02-217-078,3595,3174,3158,-16,13,3145,LISTAS,,
46658,02-217-079,617,466,466,0,3,463,LISTAS,,
46660,02-217-080,633,455,455,0,6,449,LISTAS,,
46662,02-217-081,593,405,405,0,3,402,LISTAS,,
46664,02-217-082,718,496,495,0,1,494,LISTAS,,
46666,02-217-083,615,448,449,0,14,435,LISTAS,,
46668,02-217-084,682,462,461,0,13,448,LISTAS,,
