JKV_AZONOSITO,SZAVAZOKOR,VALASZTOPOLGAR,MEGJELENTEK,URNABAN_LEVO,ELTERES,ERVENYTELEN,ERVENYES,TIPUS,HATARIDOBEN_BEERKEZETT_SZAVAZASI_IRATOK,ERVENYES_SZAVAZASI_IRATOK,IRATOKBAN_LEVO_SZAVAZOLAP
244132,16-041-001,112,90,90,0,1,89,EGYENI,,,
244134,16-042-001,849,533,532,-1,7,525,EGYENI,,,
244136,16-042-002,865,530,529,-1,4,525,EGYENI,,,
244138,16-042-003,841,520,520,0,12,508,EGYENI,,,
244140,16-043-001,442,273,273,0,6,267,EGYENI,,,
244142,16-044-001,614,401,401,0,4,397,EGYENI,,,
244144,16-045-001,722,479,479,0,9,470,EGYENI,,,
244146,16-045-002,651,381,381,0,5,376,EGYENI,,,
244148,16-046-001,388,300,300,0,8,292,EGYENI,,,
244150,16-047-001,783,454,454,0,7,447,EGYENI,,,
244152,16-047-002,715,394,394,0,3,391,EGYENI,,,
244154,16-048-001,758,451,451,0,15,436,EGYENI,,,
244156,16-049-001,102,66,66,0,3,63,EGYENI,,,
244158,16-050-001,1185,690,689,-1,25,664,EGYENI,,,
244160,16-051-001,734,435,435,0,11,424,EGYENI,,,
244162,16-051-002,798,402,401,-1,7,394,EGYENI,,,
244164,16-052-001,229,154,154,0,6,148,EGYENI,,,
244166,16-053-001,929,607,607,0,8,599,EGYENI,,,
244168,16-054-001,207,138,138,0,3,135,EGYENI,,,
244170,16-055-001,239,135,135,0,2,133,EGYENI,,,
244172,16-056-001,872,509,509,0,8,501,EGYENI,,,
244174,16-056-002,702,387,387,0,4,383,EGYENI,,,
244176,16-056-003,769,439,439,0,6,433,EGYENI,,,
244178,16-057-001,957,580,578,-2,8,570,EGYENI,,,
244180,16-057-002,904,616,621,5,34,587,EGYENI,,,
244182,16-057-003,1027,631,631,0,9,622,EGYENI,,,
244184,16-057-004,1137,706,706,0,8,698,EGYENI,,,
244186,16-057-005,919,434,434,0,21,413,EGYENI,,,
244188,16-057-006,192,137,137,0,1,136,EGYENI,,,
244190,16-058-001,926,626,626,0,13,613,EGYENI,,,
244192,16-059-001,606,418,418,0,3,415,EGYENI,,,
244194,16-060-001,1356,909,910,1,7,903,EGYENI,,,
244196,16-061-001,1009,663,662,-1,8,654,EGYENI,,,
244198,16-062-001,607,375,375,0,9,366,EGYENI,,,
244200,16-063-001,581,350,350,0,4,346,EGYENI,,,
244202,16-063-002,719,411,411,0,7,404,EGYENI,,,
244204,16-063-003,571,356,355,-1,3,352,EGYENI,,,
244206,16-063-004,811,498,498,0,6,492,EGYENI,,,
244208,16-063-005,223,138,138,0,3,135,EGYENI,,,
244210,16-064-001,714,452,452,0,5,447,EGYENI,,,
244212,16-064-002,602,399,399,0,2,397,EGYENI,,,
244214,16-064-003,162,111,110,-1,1,109,EGYENI,,,
244216,16-065-001,714,415,415,0,8,407,EGYENI,,,
244218,16-065-002,877,454,455,1,16,439,EGYENI,,,
244220,16-066-001,1090,727,727,0,8,719,EGYENI,,,
244222,16-066-002,878,595,593,-2,10,583,EGYENI,,,
244224,16-066-003,820,564,563,-1,5,558,EGYENI,,,
244226,16-066-004,970,631,631,0,7,624,EGYENI,,,
244228,16-067-001,737,458,453,-5,6,447,EGYENI,,,
244230,16-067-002,796,466,466,0,10,456,EGYENI,,,
244232,16-068-001,581,388,388,0,11,377,EGYENI,,,
244234,16-068-002,561,380,380,0,15,365,EGYENI,,,
244236,16-069-001,234,148,148,0,3,145,EGYENI,,,
244238,16-070-001,781,486,487,1,6,481,EGYENI,,,
244240,16-071-001,50,35,35,0,1,34,EGYENI,,,
244242,16-072-001,1235,848,848,0,28,820,EGYENI,,,
244244,16-073-001,237,154,154,0,3,151,EGYENI,,,
244246,16-074-001,435,264,264,0,2,262,EGYENI,,,
244248,16-075-001,428,276,276,0,2,274,EGYENI,,,
244250,16-076-001,780,455,456,1,13,443,EGYENI,,,
244252,16-077-001,626,369,369,0,1,368,EGYENI,,,
244254,16-077-002,2864,2406,2398,-8,21,2377,EGYENI,,,
244256,16-077-003,694,502,502,0,7,495,EGYENI,,,
244258,16-077-004,888,606,605,-1,11,594,EGYENI,,,
244260,16-077-005,1032,711,709,-2,6,703,EGYENI,,,
244262,16-077-006,661,497,497,0,7,490,EGYENI,,,
244264,16-077-007,784,472,472,0,10,462,EGYENI,,,
244266,16-077-008,913,636,636,0,6,630,EGYENI,,,
244268,16-077-009,754,517,517,0,4,513,EGYENI,,,
244270,16-077-010,798,607,607,0,5,602,EGYENI,,,
244272,16-077-011,782,609,608,-1,13,595,EGYENI,,,
244274,16-077-012,609,436,436,0,9,427,EGYENI,,,
244276,16-077-013,854,590,588,-2,6,582,EGYENI,,,
244278,16-077-014,777,519,519,0,9,510,EGYENI,,,
244280,16-077-015,787,500,500,0,6,494,EGYENI,,,
244282,16-077-016,737,500,500,0,5,495,EGYENI,,,
244284,16-078-001,933,649,649,0,14,635,EGYENI,,,
244286,16-078-002,607,393,393,0,7,386,EGYENI,,,
244288,16-078-003,707,448,447,-1,6,441,EGYENI,,,
244290,16-079-001,117,64,64,0,0,64,EGYENI,,,
244292,16-080-001,1017,641,641,0,12,629,EGYENI,,,
244294,16-081-001,1234,702,702,0,10,692,EGYENI,,,
244296,16-081-002,1170,686,685,-1,11,674,EGYENI,,,
244298,16-081-003,1193,728,728,0,6,722,EGYENI,,,
244300,16-082-001,1033,660,660,0,10,650,EGYENI,,,
244302,16-083-001,446,276,276,0,9,267,EGYENI,,,
244304,16-084-001,753,464,464,0,6,458,EGYENI,,,
244306,16-085-001,762,435,432,-3,1,431,EGYENI,,,
244308,16-085-002,744,448,447,-1,18,429,EGYENI,,,
244310,16-085-003,796,472,472,0,6,466,EGYENI,,,
244312,16-086-001,689,356,355,-1,7,348,EGYENI,,,
244314,16-087-001,386,272,272,0,4,268,EGYENI,,,
244316,16-088-001,226,159,159,0,0,159,EGYENI,,,
244318,16-089-001,657,433,433,0,7,426,EGYENI,,,
244320,16-090-001,233,136,136,0,0,136,EGYENI,,,
244322,16-091-001,679,445,445,0,3,442,EGYENI,,,
244324,16-091-002,714,428,428,0,7,421,EGYENI,,,
244326,16-091-003,942,430,430,0,12,418,EGYENI,,,
244328,16-091-004,745,473,472,-1,9,463,EGYENI,,,
244330,16-092-001,785,555,555,0,11,544,EGYENI,,,
244332,16-092-002,792,463,463,0,7,456,EGYENI,,,
244334,16-093-001,488,281,281,0,11,270,EGYENI,,,
244336,16-094-001,1113,749,748,-1,9,739,EGYENI,,,
244338,16-094-002,2381,1964,1951,-13,17,1934,EGYENI,,,
244340,16-094-003,702,463,463,0,4,459,EGYENI,,,
244342,16-094-004,718,532,531,-1,3,528,EGYENI,,,
244344,16-094-005,728,471,471,0,7,464,EGYENI,,,
244346,16-094-006,808,552,544,-8,4,540,EGYENI,,,
244348,16-094-007,776,491,491,0,7,484,EGYENI,,,
244350,16-094-008,639,465,464,-1,7,457,EGYENI,,,
244352,16-094-009,805,530,528,-2,10,518,EGYENI,,,
244354,16-094-010,749,536,536,0,7,529,EGYENI,,,
244356,16-094-011,794,541,542,1,8,534,EGYENI,,,
244358,16-094-012,934,631,631,0,8,623,EGYENI,,,
244360,16-094-013,752,543,543,0,3,540,EGYENI,,,
244362,16-094-014,733,474,474,0,7,467,EGYENI,,,
244364,16-094-015,899,665,665,0,8,657,EGYENI,,,
244366,16-094-016,905,672,672,0,8,664,EGYENI,,,
244368,16-095-001,207,109,109,0,4,105,EGYENI,,,
244370,16-096-001,805,441,441,0,6,435,EGYENI,,,
244372,16-097-001,534,347,347,0,5,342,EGYENI,,,
244374,16-098-001,1046,646,642,-4,5,637,EGYENI,,,
244376,16-098-002,581,389,389,0,2,387,EGYENI,,,
244378,16-099-001,680,465,465,0,11,454,EGYENI,,,
244380,16-100-001,514,309,309,0,7,302,EGYENI,,,
244382,16-101-001,890,525,525,0,8,517,EGYENI,,,
244384,16-101-002,219,119,119,0,0,119,EGYENI,,,
244386,16-101-003,100,70,70,0,0,70,EGYENI,,,
244388,16-102-001,797,459,458,-1,13,445,EGYENI,,,
244390,16-102-002,798,455,454,-1,6,448,EGYENI,,,
244392,16-103-001,749,419,418,-1,6,412,EGYENI,,,
244394,16-103-002,753,424,423,-1,7,416,EGYENI,,,
244396,16-103-003,803,455,455,0,4,451,EGYENI,,,
244398,16-103-004,776,411,411,0,5,406,EGYENI,,,
244400,16-103-005,868,403,403,0,16,387,EGYENI,,,
244402,16-103-006,770,503,503,0,2,501,EGYENI,,,
244404,16-104-001,728,432,432,0,2,430,EGYENI,,,
244406,16-104-002,766,489,488,-1,7,481,EGYENI,,,
244408,16-104-003,774,451,451,0,8,443,EGYENI,,,
244410,16-104-004,836,422,422,0,8,414,EGYENI,,,
244412,16-104-005,453,299,299,0,6,293,EGYENI,,,
244414,16-104-006,818,473,473,0,9,464,EGYENI,,,
244416,16-105-001,116,76,76,0,7,69,EGYENI,,,
244418,16-106-001,946,600,601,1,8,593,EGYENI,,,
244420,16-106-002,979,561,563,2,15,548,EGYENI,,,
244422,16-106-003,948,603,603,0,2,601,EGYENI,,,
244424,16-106-004,881,526,527,1,16,511,EGYENI,,,
244426,16-106-005,902,601,599,-2,7,592,EGYENI,,,
244428,16-106-006,989,619,617,-2,5,612,EGYENI,,,
244430,16-106-007,870,579,579,0,6,573,EGYENI,,,
244432,16-106-008,977,637,636,-1,7,629,EGYENI,,,
244434,16-107-001,407,228,228,0,3,225,EGYENI,,,
244436,16-108-001,1114,727,727,0,6,721,EGYENI,,,
244438,16-109-001,938,663,663,0,8,655,EGYENI,,,
244440,16-109-002,976,633,633,0,4,629,EGYENI,,,
244442,16-109-003,1125,627,627,0,6,621,EGYENI,,,
244444,16-110-001,706,502,502,0,5,497,EGYENI,,,
244446,16-111-001,81,55,55,0,2,53,EGYENI,,,
244448,16-112-001,1284,666,666,0,65,601,EGYENI,,,
244450,16-112-002,1138,737,735,-2,7,728,EGYENI,,,
244452,16-112-003,2550,2004,1978,-26,18,1960,EGYENI,,,
244454,16-112-004,1079,779,778,-1,1,777,EGYENI,,,
244456,16-112-005,1099,784,784,0,8,776,EGYENI,,,
244458,16-112-006,1220,939,939,0,14,925,EGYENI,,,
244460,16-112-007,1183,785,785,0,12,773,EGYENI,,,
244462,16-112-008,984,660,659,-1,5,654,EGYENI,,,
244464,16-113-001,645,454,454,0,8,446,EGYENI,,,
244466,16-113-002,764,566,565,-1,10,555,EGYENI,,,
244468,16-113-003,612,455,455,0,7,448,EGYENI,,,
244470,16-114-001,888,724,726,2,28,698,EGYENI,,,
244472,16-114-002,719,606,606,0,8,598,EGYENI,,,
244474,16-114-003,802,640,637,-3,15,622,EGYENI,,,
244476,16-115-001,598,396,396,0,4,392,EGYENI,,,
244478,16-115-002,858,470,470,0,6,464,EGYENI,,,
244480,16-115-003,783,501,500,-1,6,494,EGYENI,,,
244482,16-116-001,1080,681,681,0,14,667,EGYENI,,,
244484,16-116-002,619,367,367,0,6,361,EGYENI,,,
244486,16-117-001,918,612,612,0,11,601,EGYENI,,,
244488,16-118-001,448,336,336,0,5,331,EGYENI,,,
244490,16-119-001,818,586,581,-5,6,575,EGYENI,,,
244492,16-119-002,3657,3213,3180,-33,27,3153,EGYENI,,,
244494,16-119-003,688,473,473,0,9,464,EGYENI,,,
244496,16-119-004,1153,831,830,-1,6,824,EGYENI,,,
244498,16-119-005,1171,861,861,0,7,854,EGYENI,,,
244500,16-119-006,890,609,609,0,7,602,EGYENI,,,
244502,16-119-007,810,621,619,-2,3,616,EGYENI,,,
244504,16-119-008,937,679,679,0,2,677,EGYENI,,,
244506,16-119-009,774,488,488,0,3,485,EGYENI,,,
244508,16-119-010,794,571,570,-1,15,555,EGYENI,,,
244510,16-119-011,901,619,619,0,5,614,EGYENI,,,
244512,16-119-012,729,468,468,0,10,458,EGYENI,,,
244514,16-119-013,893,511,511,0,7,504,EGYENI,,,
244516,16-119-014,921,667,666,-1,7,659,EGYENI,,,
244518,16-119-015,1148,897,893,-4,5,888,EGYENI,,,
244520,16-119-016,732,556,556,0,7,549,EGYENI,,,
244522,16-119-017,906,769,770,1,8,762,EGYENI,,,
244524,16-119-018,661,493,493,0,5,488,EGYENI,,,
244526,16-119-019,1075,731,731,0,1,730,EGYENI,,,
244528,16-119-020,785,563,563,0,7,556,EGYENI,,,
244530,16-119-021,723,495,494,-1,7,487,EGYENI,,,
244532,16-119-022,1229,910,909,-1,11,898,EGYENI,,,
244534,16-119-023,883,633,632,-1,5,627,EGYENI,,,
244536,16-119-024,995,700,699,-1,6,693,EGYENI,,,
244538,16-119-025,847,609,609,0,6,603,EGYENI,,,
244540,16-119-026,765,483,483,0,9,474,EGYENI,,,
244542,16-119-027,729,466,466,0,3,463,EGYENI,,,
244544,16-119-028,963,749,748,-1,8,740,EGYENI,,,
244546,16-119-029,787,545,542,-3,7,535,EGYENI,,,
244548,16-119-030,1015,698,697,-1,5,692,EGYENI,,,
244550,16-119-031,785,559,559,0,6,553,EGYENI,,,
244552,16-119-032,812,652,652,0,4,648,EGYENI,,,
244554,16-119-033,842,622,622,0,8,614,EGYENI,,,
244556,16-119-034,925,709,709,0,15,694,EGYENI,,,
244558,16-119-035,745,470,470,0,4,466,EGYENI,,,
244560,16-119-036,931,695,695,0,7,688,EGYENI,,,
244562,16-119-037,540,411,410,-1,3,407,EGYENI,,,
244564,16-119-038,724,574,574,0,4,570,EGYENI,,,
244566,16-119-039,680,426,426,0,5,421,EGYENI,,,
244568,16-119-040,1047,741,741,0,8,733,EGYENI,,,
244570,16-119-041,1153,814,814,0,8,806,EGYENI,,,
244572,16-119-042,1218,852,851,-1,11,840,EGYENI,,,
244574,16-119-043,936,659,659,0,15,644,EGYENI,,,
244576,16-119-044,877,609,609,0,13,596,EGYENI,,,
244578,16-119-045,675,513,513,0,5,508,EGYENI,,,
244580,16-119-046,839,558,558,0,2,556,EGYENI,,,
244582,16-119-047,734,450,451,1,12,439,EGYENI,,,
244584,16-119-048,1093,738,738,0,13,725,EGYENI,,,
244586,16-119-049,621,383,383,0,7,376,EGYENI,,,
244588,16-119-050,816,518,517,-1,7,510,EGYENI,,,
244590,16-119-051,916,579,579,0,12,567,EGYENI,,,
244592,16-119-052,807,546,541,-5,6,535,EGYENI,,,
244594,16-119-053,666,417,416,-1,2,414,EGYENI,,,
244596,16-119-054,1109,776,776,0,10,766,EGYENI,,,
244598,16-119-055,896,595,595,0,8,587,EGYENI,,,
244600,16-119-056,694,509,509,0,10,499,EGYENI,,,
244602,16-119-057,954,711,711,0,5,706,EGYENI,,,
244604,16-119-058,789,604,604,0,8,596,EGYENI,,,
244606,16-119-059,803,618,618,0,4,614,EGYENI,,,
244608,16-119-060,697,535,535,0,2,533,EGYENI,,,
244610,16-119-061,614,394,393,-1,3,390,EGYENI,,,
244612,16-119-062,1287,952,950,-2,10,940,EGYENI,,,
244614,16-119-063,807,529,529,0,7,522,EGYENI,,,
244616,16-119-064,732,486,486,0,6,480,EGYENI,,,
244618,16-119-065,943,587,583,-4,3,580,EGYENI,,,
244620,16-119-066,1188,812,811,-1,6,805,EGYENI,,,
244622,16-119-067,1148,768,768,0,8,760,EGYENI,,,
244624,16-119-068,961,686,686,0,6,680,EGYENI,,,
244626,16-119-069,993,661,660,-1,8,652,EGYENI,,,
244628,16-119-070,1211,928,928,0,4,924,EGYENI,,,
244630,16-119-071,828,664,664,0,10,654,EGYENI,,,
244632,16-119-072,814,496,494,-2,3,491,EGYENI,,,
244634,16-119-073,2737,2384,2364,-20,23,2341,EGYENI,,,
244636,16-119-074,1039,829,829,0,7,822,EGYENI,,,
244638,16-119-075,1070,800,800,0,5,795,EGYENI,,,
244640,16-119-076,640,328,328,0,4,324,EGYENI,,,
244642,16-119-077,619,373,375,2,19,356,EGYENI,,,
244644,16-119-078,662,424,423,-1,3,420,EGYENI,,,
244646,16-119-079,1229,845,845,0,11,834,EGYENI,,,
244648,16-119-080,908,617,617,0,2,615,EGYENI,,,
244650,16-119-081,814,543,543,0,11,532,EGYENI,,,
244652,16-119-082,1055,685,682,-3,5,677,EGYENI,,,
244654,16-119-083,717,356,355,-1,3,352,EGYENI,,,
244656,16-119-084,1104,759,757,-2,12,745,EGYENI,,,
244658,16-119-085,1010,695,695,0,5,690,EGYENI,,,
244660,16-119-086,1037,571,570,-1,9,561,EGYENI,,,
244662,16-119-087,897,647,645,-2,8,637,EGYENI,,,
244664,16-119-088,720,508,507,-1,7,500,EGYENI,,,
244666,16-119-089,1085,794,794,0,9,785,EGYENI,,,
244668,16-119-090,1006,685,685,0,7,678,EGYENI,,,
244670,16-119-091,1096,723,723,0,17,706,EGYENI,,,
244672,16-119-092,833,514,512,-2,4,508,EGYENI,,,
244674,16-119-093,1169,922,922,0,14,908,EGYENI,,,
244676,16-119-094,1086,881,881,0,8,873,EGYENI,,,
244678,16-119-095,1052,771,769,-2,10,759,EGYENI,,,
244680,16-119-096,1175,885,885,0,8,877,EGYENI,,,
244682,16-119-097,817,577,577,0,6,571,EGYENI,,,
244684,16-119-098,706,499,499,0,6,493,EGYENI,,,
244686,16-119-099,926,642,642,0,3,639,EGYENI,,,
244688,16-119-100,662,433,433,0,4,429,EGYENI,,,
244690,16-119-101,1112,758,757,-1,4,753,EGYENI,,,
244692,16-120-001,715,445,443,-2,12,431,EGYENI,,,
244694,16-120-002,184,111,111,0,0,111,EGYENI,,,
244696,16-121-001,727,423,422,-1,12,410,EGYENI,,,
244698,16-121-002,819,478,477,-1,12,465,EGYENI,,,
244700,16-122-001,868,577,576,-1,10,566,EGYENI,,,
244702,16-123-001,669,509,510,1,12,498,EGYENI,,,
244704,16-124-001,751,479,479,0,10,469,EGYENI,,,
244706,16-124-002,1008,628,628,0,16,612,EGYENI,,,
244708,16-125-001,681,477,477,0,7,470,EGYENI,,,
244710,16-125-002,723,480,480,0,9,471,EGYENI,,,
244712,16-126-001,618,444,444,0,2,442,EGYENI,,,
244714,16-127-001,528,371,371,0,7,364,EGYENI,,,
244716,16-128-001,781,540,540,0,5,535,EGYENI,,,
244718,16-128-002,937,603,603,0,8,595,EGYENI,,,
244720,16-128-003,352,203,203,0,6,197,EGYENI,,,
244722,16-129-001,998,424,425,1,15,410,EGYENI,,,
244724,16-129-002,841,406,406,0,8,398,EGYENI,,,
244726,16-129-003,905,523,523,0,13,510,EGYENI,,,
244728,16-129-004,841,522,522,0,9,513,EGYENI,,,
244730,16-130-001,1088,742,742,0,6,736,EGYENI,,,
244732,16-130-002,1007,647,646,-1,8,638,EGYENI,,,
244734,16-131-001,674,424,422,-2,8,414,EGYENI,,,
244736,16-131-002,715,430,429,-1,12,417,EGYENI,,,
244738,16-132-001,668,443,443,0,3,440,EGYENI,,,
244740,16-133-001,628,456,456,0,1,455,EGYENI,,,
244742,16-133-002,682,484,484,0,2,482,EGYENI,,,
244744,16-133-003,794,557,557,0,4,553,EGYENI,,,
244746,16-133-004,873,582,581,-1,4,577,EGYENI,,,
244748,16-134-001,609,406,404,-2,6,398,EGYENI,,,
244750,16-135-001,832,482,482,0,12,470,EGYENI,,,
244752,16-135-002,699,416,415,-1,3,412,EGYENI,,,
244754,16-136-001,880,578,576,-2,10,566,EGYENI,,,
244756,16-136-002,1052,723,721,-2,11,710,EGYENI,,,
244758,16-136-003,1083,649,649,0,13,636,EGYENI,,,
244760,16-136-004,735,337,336,-1,3,333,EGYENI,,,
244762,16-136-005,1095,603,595,-8,8,587,EGYENI,,,
244764,16-136-006,710,500,500,0,10,490,EGYENI,,,
244766,16-137-001,818,540,540,0,10,530,EGYENI,,,
244768,16-138-001,766,513,513,0,6,507,EGYENI,,,
244770,16-138-002,773,460,460,0,10,450,EGYENI,,,
244772,16-139-001,783,501,501,0,6,495,EGYENI,,,
244774,16-139-002,702,448,449,1,13,436,EGYENI,,,
244776,16-140-001,528,361,361,0,2,359,EGYENI,,,
244778,16-141-001,230,170,170,0,9,161,EGYENI,,,
244780,16-142-001,997,561,561,0,11,550,EGYENI,,,
244782,16-142-002,1023,559,559,0,11,548,EGYENI,,,
244784,16-143-001,960,636,636,0,19,617,EGYENI,,,
244786,16-143-002,1200,623,624,1,20,604,EGYENI,,,
244788,16-144-001,645,394,393,-1,6,387,EGYENI,,,
244790,16-144-002,676,404,404,0,4,400,EGYENI,,,
244792,16-145-001,334,192,192,0,6,186,EGYENI,,,
244794,16-146-001,632,361,361,0,5,356,EGYENI,,,
244796,16-146-002,546,339,339,0,4,335,EGYENI,,,
244798,16-147-001,448,314,314,0,7,307,EGYENI,,,
244800,16-148-001,727,469,469,0,5,464,EGYENI,,,
244802,16-148-002,745,420,419,-1,12,407,EGYENI,,,
244804,16-149-001,663,426,426,0,2,424,EGYENI,,,
244806,16-150-001,901,564,564,0,10,554,EGYENI,,,
244808,16-151-001,711,466,466,0,11,455,EGYENI,,,
244810,16-151-002,909,572,571,-1,10,561,EGYENI,,,
244812,16-151-003,624,411,410,-1,8,402,EGYENI,,,
244814,16-152-001,532,307,307,0,6,301,EGYENI,,,
244816,16-153-001,738,516,516,0,14,502,EGYENI,,,
244818,16-154-001,588,365,365,0,7,358,EGYENI,,,
244820,16-155-001,679,406,406,0,2,404,EGYENI,,,
244822,16-155-002,642,401,400,-1,3,397,EGYENI,,,
244824,16-156-001,605,444,444,0,3,441,EGYENI,,,
244826,16-156-002,670,465,465,0,2,463,EGYENI,,,
244828,16-157-001,665,417,416,-1,3,413,EGYENI,,,
244830,16-157-002,654,352,352,0,3,349,EGYENI,,,
244832,16-157-003,620,336,336,0,3,333,EGYENI,,,
244834,16-158-001,649,404,404,0,4,400,EGYENI,,,
244836,16-158-002,628,367,363,-4,7,356,EGYENI,,,
244838,16-159-001,1089,713,713,0,6,707,EGYENI,,,
244840,16-160-001,603,409,409,0,9,400,EGYENI,,,
244842,16-160-002,824,509,509,0,4,505,EGYENI,,,
244844,16-160-003,728,400,398,-2,6,392,EGYENI,,,
244846,16-160-004,638,421,419,-2,8,411,EGYENI,,,
244848,16-160-005,772,482,482,0,3,479,EGYENI,,,
244850,16-161-001,1104,661,661,0,10,651,EGYENI,,,
244852,16-162-001,104,62,62,0,1,61,EGYENI,,,
244854,16-163-001,790,407,406,-1,11,395,EGYENI,,,
244856,16-164-001,941,628,628,0,8,620,EGYENI,,,
244858,16-165-001,526,315,315,0,6,309,EGYENI,,,
244860,16-166-001,1108,704,695,-9,7,688,EGYENI,,,
244862,16-167-001,663,415,415,0,9,406,EGYENI,,,
244864,16-168-001,289,199,199,0,2,197,EGYENI,,,
244866,16-169-001,889,570,570,0,8,562,EGYENI,,,
244868,16-170-001,547,349,349,0,6,343,EGYENI,,,
244870,16-170-002,579,345,345,0,9,336,EGYENI,,,
244872,16-171-001,813,469,469,0,7,462,EGYENI,,,
244874,16-171-002,615,382,382,0,5,377,EGYENI,,,
244876,16-171-003,648,358,357,-1,9,348,EGYENI,,,
244878,16-172-001,413,268,268,0,6,262,EGYENI,,,
244880,16-173-001,329,205,205,0,2,203,EGYENI,,,
244882,16-174-001,311,207,207,0,2,205,EGYENI,,,
244884,16-175-001,581,348,348,0,4,344,EGYENI,,,
244886,16-176-001,601,406,406,0,11,395,EGYENI,,,
244888,16-176-002,801,482,481,-1,8,473,EGYENI,,,
244890,16-177-001,240,162,162,0,3,159,EGYENI,,,
244892,16-178-001,293,218,218,0,4,214,EGYENI,,,
244894,16-179-001,582,379,379,0,9,370,EGYENI,,,
244896,16-179-002,608,354,354,0,9,345,EGYENI,,,
244898,16-180-001,742,444,441,-3,22,419,EGYENI,,,
244900,16-181-001,909,501,501,0,19,482,EGYENI,,,
244902,16-181-002,931,640,640,0,11,629,EGYENI,,,
244904,16-182-001,279,216,216,0,8,208,EGYENI,,,
244906,16-183-001,541,320,320,0,10,310,EGYENI,,,
244908,16-184-001,802,502,502,0,15,487,EGYENI,,,
244910,16-185-001,953,541,541,0,13,528,EGYENI,,,
244912,16-186-001,498,331,331,0,5,326,EGYENI,,,
244914,16-187-001,1027,558,560,2,18,542,EGYENI,,,
244916,16-188-001,698,471,470,-1,13,457,EGYENI,,,
244918,16-188-002,641,424,423,-1,8,415,EGYENI,,,
244920,16-189-001,744,357,357,0,8,349,EGYENI,,,
244922,16-189-002,724,344,344,0,3,341,EGYENI,,,
244924,16-190-001,188,129,129,0,3,126,EGYENI,,,
244926,16-191-001,553,345,345,0,8,337,EGYENI,,,
244928,16-191-002,516,364,364,0,9,355,EGYENI,,,
244930,16-191-003,542,352,352,0,8,344,EGYENI,,,
244932,16-192-001,497,250,250,0,2,248,EGYENI,,,
244934,16-192-002,664,352,351,-1,3,348,EGYENI,,,
244936,16-192-003,729,412,412,0,8,404,EGYENI,,,
244938,16-192-004,115,72,72,0,7,65,EGYENI,,,
244940,16-193-001,708,427,427,0,6,421,EGYENI,,,
244942,16-193-002,674,382,382,0,13,369,EGYENI,,,
244944,16-193-003,366,262,262,0,6,256,EGYENI,,,
244946,16-193-004,102,71,71,0,1,70,EGYENI,,,
244948,16-194-001,574,394,394,0,12,382,EGYENI,,,
244950,16-194-002,632,396,396,0,2,394,EGYENI,,,
244952,16-195-001,727,425,425,0,10,415,EGYENI,,,
244954,16-196-001,626,385,384,-1,7,377,EGYENI,,,
244956,16-197-001,866,586,588,2,24,564,EGYENI,,,
244958,16-197-002,972,575,574,-1,7,567,EGYENI,,,
244960,16-197-003,783,484,484,0,4,480,EGYENI,,,
244962,16-197-004,929,599,599,0,8,591,EGYENI,,,
244964,16-197-005,324,150,150,0,5,145,EGYENI,,,
244966,16-197-006,197,123,123,0,7,116,EGYENI,,,
244968,16-198-001,484,348,348,0,7,341,EGYENI,,,
244970,16-199-001,583,333,334,1,14,320,EGYENI,,,
244972,16-199-002,574,379,380,1,9,371,EGYENI,,,
244974,16-199-003,282,152,152,0,2,150,EGYENI,,,
244976,16-200-001,393,200,200,0,2,198,EGYENI,,,
244978,16-201-001,742,483,481,-2,8,473,EGYENI,,,
244980,16-202-001,912,561,560,-1,8,552,EGYENI,,,
244982,16-203-001,588,369,369,0,5,364,EGYENI,,,
244984,16-203-002,478,295,295,0,6,289,EGYENI,,,
244986,16-204-001,731,346,345,-1,4,341,EGYENI,,,
244988,16-204-002,671,340,340,0,9,331,EGYENI,,,
244990,16-204-003,949,635,634,-1,7,627,EGYENI,,,
244992,16-204-004,1104,654,652,-2,5,647,EGYENI,,,
244994,16-204-005,671,431,430,-1,2,428,EGYENI,,,
244996,16-204-006,679,436,436,0,6,430,EGYENI,,,
244998,16-204-007,986,655,655,0,4,651,EGYENI,,,
245000,16-204-008,1126,767,765,-2,7,758,EGYENI,,,
245002,16-204-009,1039,697,697,0,3,694,EGYENI,,,
245004,16-204-010,1325,796,796,0,26,770,EGYENI,,,
245006,16-205-001,402,229,229,0,0,229,EGYENI,,,
245008,16-206-001,498,320,320,0,8,312,EGYENI,,,
245010,16-207-001,156,119,120,1,5,115,EGYENI,,,
245012,16-208-001,574,359,359,0,3,356,EGYENI,,,
245014,16-208-002,633,388,388,0,5,383,EGYENI,,,
245016,16-208-003,720,400,400,0,10,390,EGYENI,,,
245018,16-209-001,693,439,437,-2,9,428,EGYENI,,,
245020,16-209-002,603,360,360,0,3,357,EGYENI,,,
245022,16-209-003,583,321,321,0,7,314,EGYENI,,,
245024,16-210-001,896,589,589,0,8,581,EGYENI,,,
245026,16-210-002,748,505,506,1,10,496,EGYENI,,,
245028,16-210-003,755,455,455,0,1,454,EGYENI,,,
245030,16-211-001,542,362,362,0,4,358,EGYENI,,,
245032,16-212-001,503,360,360,0,4,356,EGYENI,,,
245034,16-213-001,496,295,295,0,4,291,EGYENI,,,
245036,16-213-002,545,330,330,0,4,326,EGYENI,,,
245038,16-213-003,491,266,266,0,4,262,EGYENI,,,
