JKV_AZONOSITO,SZAVAZOKOR,VALASZTOPOLGAR,MEGJELENTEK,URNABAN_LEVO,ELTERES,ERVENYTELEN,ERVENYES,TIPUS,HATARIDOBEN_BEERKEZETT_SZAVAZASI_IRATOK,ERVENYES_SZAVAZASI_IRATOK,IRATOKBAN_LEVO_SZAVAZOLAP
243220,15-027-002,1007,603,603,0,6,597,EGYENI,,,
243222,15-028-001,278,192,192,0,2,190,EGYENI,,,
243224,15-029-001,280,199,199,0,2,197,EGYENI,,,
243226,15-030-001,321,236,236,0,6,230,EGYENI,,,
243228,15-031-001,551,295,295,0,3,292,EGYENI,,,
243230,15-032-001,201,126,126,0,1,125,EGYENI,,,
243232,15-033-001,881,534,534,0,11,523,EGYENI,,,
243234,15-033-002,857,505,503,-2,8,495,EGYENI,,,
243236,15-034-001,392,231,231,0,3,228,EGYENI,,,
243238,15-035-001,597,399,398,-1,3,395,EGYENI,,,
243240,15-035-002,377,261,260,-1,5,255,EGYENI,,,
243242,15-036-001,190,118,118,0,2,116,EGYENI,,,
243244,15-037-001,193,97,97,0,2,95,EGYENI,,,
243246,15-038-001,167,133,133,0,0,133,EGYENI,,,
243248,15-039-001,573,375,375,0,4,371,EGYENI,,,
243250,15-039-002,582,334,334,0,9,325,EGYENI,,,
243252,15-040-001,337,234,234,0,1,233,EGYENI,,,
243254,15-041-001,219,156,150,-6,6,144,EGYENI,,,
243256,15-042-001,733,460,460,0,8,452,EGYENI,,,
243258,15-043-001,207,151,151,0,1,150,EGYENI,,,
243260,15-044-001,559,373,373,0,3,370,EGYENI,,,
243262,15-044-002,687,423,423,0,3,420,EGYENI,,,
243264,15-044-003,714,481,480,-1,9,471,EGYENI,,,
243266,15-044-004,806,556,556,0,6,550,EGYENI,,,
243268,15-044-005,559,375,375,0,5,370,EGYENI,,,
243270,15-044-006,547,348,349,1,7,342,EGYENI,,,
243272,15-045-001,119,79,79,0,1,78,EGYENI,,,
243274,15-046-001,691,416,416,0,10,406,EGYENI,,,
243276,15-047-001,111,77,77,0,0,77,EGYENI,,,
243278,15-048-001,179,109,109,0,0,109,EGYENI,,,
243280,15-049-001,154,108,108,0,0,108,EGYENI,,,
243282,15-050-001,139,90,90,0,3,87,EGYENI,,,
243284,15-051-001,271,162,161,-1,1,160,EGYENI,,,
243286,15-052-001,93,64,64,0,2,62,EGYENI,,,
243288,15-053-001,243,148,147,-1,2,145,EGYENI,,,
243290,15-054-001,941,655,654,-1,8,646,EGYENI,,,
243292,15-054-002,1025,755,755,0,4,751,EGYENI,,,
243294,15-054-003,1057,779,779,0,3,776,EGYENI,,,
243296,15-054-004,1036,734,734,0,4,730,EGYENI,,,
243298,15-055-001,64,44,44,0,0,44,EGYENI,,,
243300,15-056-001,68,40,40,0,2,38,EGYENI,,,
243302,15-057-001,244,139,138,-1,7,131,EGYENI,,,
243304,15-058-001,451,257,257,0,4,253,EGYENI,,,
243306,15-058-002,97,65,65,0,1,64,EGYENI,,,
243308,15-059-001,175,113,113,0,3,110,EGYENI,,,
243310,15-060-001,272,157,157,0,3,154,EGYENI,,,
243312,15-061-001,574,359,359,0,2,357,EGYENI,,,
243314,15-061-002,80,43,44,1,3,41,EGYENI,,,
243316,15-062-001,378,244,244,0,5,239,EGYENI,,,
243318,15-062-002,454,223,223,0,6,217,EGYENI,,,
243320,15-063-001,775,540,540,0,10,530,EGYENI,,,
243322,15-064-001,227,162,162,0,1,161,EGYENI,,,
243324,15-065-001,161,105,105,0,0,105,EGYENI,,,
243326,15-066-001,280,182,182,0,5,177,EGYENI,,,
243328,15-067-001,533,340,340,0,9,331,EGYENI,,,
243330,15-068-001,296,163,163,0,6,157,EGYENI,,,
243332,15-069-001,257,181,181,0,4,177,EGYENI,,,
243334,15-070-001,205,123,123,0,3,120,EGYENI,,,
243336,15-071-001,892,649,648,-1,15,633,EGYENI,,,
243338,15-072-001,189,131,131,0,5,126,EGYENI,,,
243340,15-073-001,812,443,442,-1,6,436,EGYENI,,,
243342,15-074-001,40,27,27,0,0,27,EGYENI,,,
243344,15-075-001,1028,725,725,0,8,717,EGYENI,,,
243346,15-076-001,360,207,207,0,4,203,EGYENI,,,
243348,15-077-001,966,545,545,0,8,537,EGYENI,,,
243350,15-078-001,896,476,476,0,5,471,EGYENI,,,
243352,15-079-001,361,186,185,-1,2,183,EGYENI,,,
243354,15-080-001,474,287,287,0,4,283,EGYENI,,,
243356,15-081-001,961,700,700,0,8,692,EGYENI,,,
243358,15-082-001,669,389,395,6,30,365,EGYENI,,,
243360,15-082-002,606,360,360,0,6,354,EGYENI,,,
243362,15-082-003,660,385,385,0,8,377,EGYENI,,,
243364,15-083-001,496,318,318,0,7,311,EGYENI,,,
243366,15-084-001,665,451,452,1,13,439,EGYENI,,,
243368,15-084-002,597,389,381,-8,4,377,EGYENI,,,
243370,15-085-001,78,61,60,-1,1,59,EGYENI,,,
243372,15-086-001,361,203,203,0,8,195,EGYENI,,,
243374,15-087-001,229,131,131,0,8,123,EGYENI,,,
243376,15-088-001,682,489,490,1,18,472,EGYENI,,,
243378,15-088-002,614,436,436,0,10,426,EGYENI,,,
243380,15-088-003,611,471,470,-1,11,459,EGYENI,,,
243382,15-089-001,795,542,542,0,14,528,EGYENI,,,
243384,15-090-001,564,422,421,-1,6,415,EGYENI,,,
243386,15-091-001,848,547,546,-1,10,536,EGYENI,,,
243388,15-091-002,801,573,573,0,6,567,EGYENI,,,
243390,15-091-003,871,560,560,0,9,551,EGYENI,,,
243392,15-091-004,775,498,498,0,7,491,EGYENI,,,
243394,15-091-005,878,596,596,0,8,588,EGYENI,,,
243396,15-091-006,969,734,723,-11,12,711,EGYENI,,,
243398,15-091-007,797,584,582,-2,4,578,EGYENI,,,
243400,15-091-008,878,551,551,0,7,544,EGYENI,,,
243402,15-091-009,700,445,445,0,4,441,EGYENI,,,
243404,15-091-010,633,420,420,0,7,413,EGYENI,,,
243406,15-091-011,649,463,463,0,4,459,EGYENI,,,
243408,15-091-012,873,604,604,0,6,598,EGYENI,,,
243410,15-091-013,852,510,507,-3,11,496,EGYENI,,,
243412,15-091-014,745,521,520,-1,14,506,EGYENI,,,
243414,15-091-015,852,639,639,0,7,632,EGYENI,,,
243416,15-091-016,833,607,607,0,12,595,EGYENI,,,
243418,15-091-017,942,729,725,-4,11,714,EGYENI,,,
243420,15-091-018,847,628,628,0,6,622,EGYENI,,,
243422,15-091-019,613,389,389,0,3,386,EGYENI,,,
243424,15-091-020,643,411,411,0,1,410,EGYENI,,,
243426,15-091-021,937,682,682,0,5,677,EGYENI,,,
243428,15-091-022,1004,709,708,-1,16,692,EGYENI,,,
243430,15-091-023,1085,844,840,-4,11,829,EGYENI,,,
243432,15-091-024,940,576,578,2,32,546,EGYENI,,,
243434,15-091-025,912,636,636,0,12,624,EGYENI,,,
243436,15-091-026,702,519,519,0,5,514,EGYENI,,,
243438,15-091-027,683,428,428,0,7,421,EGYENI,,,
243440,15-091-028,640,420,420,0,2,418,EGYENI,,,
243442,15-091-029,714,434,433,-1,10,423,EGYENI,,,
243444,15-091-030,999,661,657,-4,9,648,EGYENI,,,
243446,15-091-031,895,586,586,0,8,578,EGYENI,,,
243448,15-091-032,763,473,473,0,3,470,EGYENI,,,
243450,15-091-033,812,544,544,0,7,537,EGYENI,,,
243452,15-091-034,695,512,512,0,4,508,EGYENI,,,
243454,15-091-035,688,533,533,0,7,526,EGYENI,,,
243456,15-091-036,688,306,306,0,2,304,EGYENI,,,
243458,15-091-037,2847,2423,2423,0,19,2404,EGYENI,,,
243460,15-091-038,839,591,590,-1,10,580,EGYENI,,,
243462,15-091-039,1010,663,665,2,26,639,EGYENI,,,
243464,15-091-040,816,643,642,-1,10,632,EGYENI,,,
243466,15-091-041,840,679,679,0,3,676,EGYENI,,,
243468,15-091-042,720,576,576,0,6,570,EGYENI,,,
243470,15-091-043,828,654,654,0,7,647,EGYENI,,,
243472,15-091-044,752,542,542,0,12,530,EGYENI,,,
243474,15-091-045,696,510,510,0,4,506,EGYENI,,,
243476,15-091-046,757,570,569,-1,6,563,EGYENI,,,
243478,15-091-047,715,554,553,-1,6,547,EGYENI,,,
243480,15-091-048,690,531,531,0,9,522,EGYENI,,,
243482,15-091-049,693,514,514,0,10,504,EGYENI,,,
243484,15-091-050,757,536,534,-2,11,523,EGYENI,,,
243486,15-091-051,766,433,433,0,6,427,EGYENI,,,
243488,15-091-052,1135,816,816,0,18,798,EGYENI,,,
243490,15-091-053,742,531,530,-1,9,521,EGYENI,,,
243492,15-091-054,1015,550,550,0,7,543,EGYENI,,,
243494,15-091-055,907,409,409,0,15,394,EGYENI,,,
243496,15-091-056,714,531,531,0,4,527,EGYENI,,,
243498,15-091-057,1079,796,794,-2,5,789,EGYENI,,,
243500,15-091-058,861,566,566,0,8,558,EGYENI,,,
243502,15-091-059,972,767,767,0,12,755,EGYENI,,,
243504,15-092-001,517,362,362,0,5,357,EGYENI,,,
243506,15-092-002,596,397,397,0,4,393,EGYENI,,,
243508,15-093-001,156,91,91,0,1,90,EGYENI,,,
243510,15-094-001,76,51,51,0,3,48,EGYENI,,,
243513,15-095-001,216,160,160,0,3,157,EGYENI,,,
243515,15-096-001,413,261,261,0,11,250,EGYENI,,,
243516,15-097-001,352,209,209,0,2,207,EGYENI,,,
243518,15-098-001,41,32,32,0,0,32,EGYENI,,,
243520,15-099-001,273,184,184,0,1,183,EGYENI,,,
243522,15-100-001,273,156,156,0,1,155,EGYENI,,,
243524,15-101-001,424,295,295,0,6,289,EGYENI,,,
243526,15-102-001,563,348,348,0,6,342,EGYENI,,,
243528,15-102-002,493,350,349,-1,3,346,EGYENI,,,
243530,15-102-003,573,387,387,0,8,379,EGYENI,,,
243532,15-103-001,132,66,66,0,2,64,EGYENI,,,
243534,15-104-001,278,171,171,0,2,169,EGYENI,,,
243537,15-105-001,296,196,196,0,4,192,EGYENI,,,
243539,15-106-001,126,80,80,0,1,79,EGYENI,,,
243540,15-107-001,174,109,109,0,2,107,EGYENI,,,
243542,15-108-001,716,453,453,0,1,452,EGYENI,,,
243544,15-109-001,146,103,102,-1,1,101,EGYENI,,,
243546,15-110-001,395,265,265,0,5,260,EGYENI,,,
243548,15-111-001,260,109,109,0,3,106,EGYENI,,,
243550,15-111-002,124,70,70,0,3,67,EGYENI,,,
243552,15-112-001,1154,765,765,0,3,762,EGYENI,,,
243554,15-113-001,500,316,316,0,9,307,EGYENI,,,
243556,15-113-002,534,289,290,1,9,281,EGYENI,,,
243558,15-114-001,472,247,247,0,1,246,EGYENI,,,
243560,15-115-001,412,215,215,0,1,214,EGYENI,,,
243562,15-116-001,760,452,452,0,7,445,EGYENI,,,
243564,15-116-002,680,461,460,-1,16,444,EGYENI,,,
243566,15-117-001,528,385,385,0,7,378,EGYENI,,,
243568,15-117-002,600,397,396,-1,4,392,EGYENI,,,
243570,15-118-001,750,530,529,-1,7,522,EGYENI,,,
243572,15-118-002,705,452,452,0,8,444,EGYENI,,,
243574,15-118-003,823,493,493,0,7,486,EGYENI,,,
243576,15-119-001,28,24,24,0,0,24,EGYENI,,,
243578,15-120-001,172,126,127,1,9,118,EGYENI,,,
243580,15-121-001,503,336,336,0,7,329,EGYENI,,,
243582,15-121-002,149,110,110,0,0,110,EGYENI,,,
243584,15-122-001,471,321,320,-1,4,316,EGYENI,,,
243586,15-123-001,979,635,634,-1,9,625,EGYENI,,,
243588,15-123-002,2249,2054,2046,-8,13,2033,EGYENI,,,
243590,15-123-003,941,669,669,0,4,665,EGYENI,,,
243592,15-123-004,1134,725,725,0,8,717,EGYENI,,,
243594,15-123-005,1083,773,770,-3,7,763,EGYENI,,,
243596,15-123-006,1086,800,798,-2,6,792,EGYENI,,,
243598,15-123-007,1082,709,709,0,8,701,EGYENI,,,
243600,15-123-008,751,512,512,0,3,509,EGYENI,,,
243602,15-123-009,1087,694,695,1,11,684,EGYENI,,,
243604,15-123-010,378,255,255,0,6,249,EGYENI,,,
243606,15-123-011,63,43,43,0,0,43,EGYENI,,,
243608,15-123-012,267,162,162,0,2,160,EGYENI,,,
243610,15-124-001,528,366,365,-1,3,362,EGYENI,,,
243612,15-124-002,447,287,287,0,0,287,EGYENI,,,
243614,15-124-003,95,62,62,0,0,62,EGYENI,,,
243616,15-125-001,608,355,355,0,4,351,EGYENI,,,
243618,15-125-002,389,272,272,0,3,269,EGYENI,,,
243620,15-126-001,922,530,529,-1,10,519,EGYENI,,,
243622,15-127-001,450,232,232,0,6,226,EGYENI,,,
243624,15-128-001,146,108,108,0,2,106,EGYENI,,,
243626,15-129-001,696,427,427,0,1,426,EGYENI,,,
243628,15-130-001,205,124,124,0,3,121,EGYENI,,,
243630,15-130-002,985,692,692,0,1,691,EGYENI,,,
243632,15-130-003,1006,687,687,0,5,682,EGYENI,,,
243634,15-130-004,1004,597,589,-8,5,584,EGYENI,,,
243636,15-130-005,1024,771,770,-1,6,764,EGYENI,,,
243638,15-130-006,1033,749,746,-3,5,741,EGYENI,,,
243640,15-130-007,1125,792,791,-1,5,786,EGYENI,,,
243642,15-130-008,1029,739,738,-1,4,734,EGYENI,,,
243644,15-130-009,861,575,575,0,6,569,EGYENI,,,
243646,15-131-001,830,516,516,0,12,504,EGYENI,,,
243648,15-131-002,796,478,478,0,2,476,EGYENI,,,
243650,15-131-003,810,431,431,0,7,424,EGYENI,,,
243652,15-132-001,1089,699,697,-2,17,680,EGYENI,,,
243654,15-133-001,1108,706,705,-1,16,689,EGYENI,,,
243656,15-134-001,268,212,212,0,2,210,EGYENI,,,
243658,15-135-001,375,242,242,0,2,240,EGYENI,,,
243660,15-136-001,289,166,166,0,4,162,EGYENI,,,
243662,15-137-001,446,268,268,0,2,266,EGYENI,,,
243664,15-138-001,483,330,329,-1,4,325,EGYENI,,,
243666,15-139-001,70,35,35,0,0,35,EGYENI,,,
243668,15-140-001,452,297,297,0,2,295,EGYENI,,,
243670,15-141-001,479,323,323,0,10,313,EGYENI,,,
243672,15-142-001,262,169,169,0,6,163,EGYENI,,,
243674,15-143-001,448,323,320,-3,3,317,EGYENI,,,
243676,15-144-001,637,440,440,0,6,434,EGYENI,,,
243678,15-145-001,554,337,337,0,8,329,EGYENI,,,
243680,15-146-001,560,313,313,0,5,308,EGYENI,,,
243682,15-146-002,587,393,392,-1,2,390,EGYENI,,,
243684,15-147-001,625,386,386,0,2,384,EGYENI,,,
243686,15-148-001,88,48,48,0,3,45,EGYENI,,,
243688,15-148-002,265,192,192,0,4,188,EGYENI,,,
243690,15-149-001,186,118,118,0,3,115,EGYENI,,,
243692,15-150-001,222,169,169,0,1,168,EGYENI,,,
243694,15-151-001,50,38,37,-1,1,36,EGYENI,,,
243696,15-152-001,204,123,123,0,3,120,EGYENI,,,
243698,15-153-001,228,147,147,0,4,143,EGYENI,,,
243700,15-154-001,126,91,91,0,1,90,EGYENI,,,
243702,15-155-001,394,248,248,0,2,246,EGYENI,,,
243704,15-156-001,175,105,105,0,2,103,EGYENI,,,
243706,15-157-001,154,125,125,0,0,125,EGYENI,,,
243708,15-158-001,208,157,157,0,1,156,EGYENI,,,
243710,15-159-001,63,40,40,0,0,40,EGYENI,,,
243712,15-160-001,148,97,97,0,3,94,EGYENI,,,
243714,15-161-001,475,328,328,0,1,327,EGYENI,,,
243716,15-161-002,117,82,83,1,6,77,EGYENI,,,
243718,15-162-001,318,223,223,0,2,221,EGYENI,,,
243720,15-163-001,359,280,280,0,2,278,EGYENI,,,
243722,15-164-001,136,87,87,0,5,82,EGYENI,,,
243724,15-165-001,121,81,81,0,1,80,EGYENI,,,
243726,15-166-001,275,161,160,-1,5,155,EGYENI,,,
243728,15-167-001,221,133,133,0,1,132,EGYENI,,,
243730,15-168-001,28,21,21,0,0,21,EGYENI,,,
243732,15-169-001,795,546,546,0,7,539,EGYENI,,,
243734,15-169-002,763,510,509,-1,9,500,EGYENI,,,
243736,15-170-001,412,299,299,0,3,296,EGYENI,,,
243738,15-171-001,327,218,218,0,4,214,EGYENI,,,
243740,15-172-001,844,410,410,0,12,398,EGYENI,,,
243742,15-172-002,979,532,531,-1,5,526,EGYENI,,,
243744,15-173-001,111,83,83,0,2,81,EGYENI,,,
243746,15-174-001,289,199,199,0,4,195,EGYENI,,,
243748,15-175-001,284,211,211,0,1,210,EGYENI,,,
243750,15-175-002,716,537,537,0,4,533,EGYENI,,,
243752,15-175-003,528,376,376,0,5,371,EGYENI,,,
243754,15-175-004,444,260,260,0,4,256,EGYENI,,,
243756,15-175-005,1193,855,853,-2,4,849,EGYENI,,,
243758,15-175-006,840,676,676,0,4,672,EGYENI,,,
243760,15-175-007,867,602,602,0,9,593,EGYENI,,,
243762,15-175-008,811,607,608,1,12,596,EGYENI,,,
243764,15-175-009,917,701,697,-4,7,690,EGYENI,,,
243766,15-175-010,1063,781,780,-1,15,765,EGYENI,,,
243768,15-175-011,3031,2713,2709,-4,32,2677,EGYENI,,,
243770,15-175-012,533,390,390,0,4,386,EGYENI,,,
243772,15-175-013,826,547,547,0,5,542,EGYENI,,,
243774,15-175-014,716,512,512,0,10,502,EGYENI,,,
243776,15-175-015,740,551,551,0,3,548,EGYENI,,,
243778,15-175-016,787,572,573,1,11,562,EGYENI,,,
243780,15-175-017,1119,713,711,-2,13,698,EGYENI,,,
243782,15-175-018,1023,723,719,-4,5,714,EGYENI,,,
243784,15-175-019,1153,756,756,0,7,749,EGYENI,,,
243786,15-175-020,1299,949,949,0,16,933,EGYENI,,,
243788,15-175-021,1310,958,958,0,16,942,EGYENI,,,
243790,15-175-022,289,220,219,-1,5,214,EGYENI,,,
243792,15-175-023,658,467,467,0,5,462,EGYENI,,,
243794,15-175-024,801,612,612,0,12,600,EGYENI,,,
243796,15-176-001,519,362,362,0,7,355,EGYENI,,,
243798,15-177-001,559,386,386,0,6,380,EGYENI,,,
243800,15-178-001,320,215,214,-1,4,210,EGYENI,,,
243802,15-179-001,110,63,63,0,0,63,EGYENI,,,
243804,15-180-001,103,76,76,0,1,75,EGYENI,,,
243806,15-181-001,465,314,312,-2,3,309,EGYENI,,,
243808,15-181-002,122,83,83,0,4,79,EGYENI,,,
243810,15-182-001,388,281,281,0,2,279,EGYENI,,,
243812,15-183-001,74,54,54,0,0,54,EGYENI,,,
243814,15-184-001,108,71,71,0,0,71,EGYENI,,,
243816,15-185-001,106,77,77,0,2,75,EGYENI,,,
243818,15-186-001,141,85,85,0,1,84,EGYENI,,,
243820,15-187-001,374,237,237,0,5,232,EGYENI,,,
243822,15-188-001,323,184,184,0,3,181,EGYENI,,,
243824,15-189-001,521,346,346,0,6,340,EGYENI,,,
243826,15-189-002,683,435,435,0,8,427,EGYENI,,,
243828,15-190-001,371,219,218,-1,3,215,EGYENI,,,
243830,15-191-001,482,307,308,1,13,295,EGYENI,,,
243832,15-192-001,997,582,575,-7,10,565,EGYENI,,,
243834,15-193-001,37,28,28,0,1,27,EGYENI,,,
243836,15-194-001,471,314,314,0,12,302,EGYENI,,,
243838,15-195-001,518,331,331,0,4,327,EGYENI,,,
243840,15-196-001,532,360,360,0,3,357,EGYENI,,,
243842,15-196-002,674,443,443,0,4,439,EGYENI,,,
243844,15-197-001,360,241,241,0,0,241,EGYENI,,,
243846,15-198-001,421,292,292,0,6,286,EGYENI,,,
243848,15-198-002,405,279,279,0,3,276,EGYENI,,,
243850,15-199-001,561,340,339,-1,5,334,EGYENI,,,
243852,15-200-001,719,521,521,0,5,516,EGYENI,,,
243854,15-200-002,448,289,289,0,2,287,EGYENI,,,
243856,15-200-003,106,60,60,0,0,60,EGYENI,,,
243858,15-201-001,240,128,128,0,3,125,EGYENI,,,
243860,15-201-002,165,113,113,0,4,109,EGYENI,,,
243862,15-202-001,223,146,147,1,2,145,EGYENI,,,
243864,15-203-001,421,289,289,0,6,283,EGYENI,,,
243866,15-204-001,538,403,403,0,6,397,EGYENI,,,
243868,15-205-001,150,111,111,0,3,108,EGYENI,,,
243870,15-206-001,573,406,406,0,7,399,EGYENI,,,
243872,15-207-001,297,204,203,-1,3,200,EGYENI,,,
243874,15-208-001,242,182,182,0,6,176,EGYENI,,,
243876,15-209-001,86,45,45,0,2,43,EGYENI,,,
243878,15-210-001,379,240,240,0,1,239,EGYENI,,,
243880,15-211-001,216,120,120,0,2,118,EGYENI,,,
243882,15-212-001,150,106,106,0,1,105,EGYENI,,,
243884,15-213-001,76,57,57,0,0,57,EGYENI,,,
243886,15-214-001,446,323,323,0,4,319,EGYENI,,,
243888,15-215-001,184,144,144,0,3,141,EGYENI,,,
243890,15-216-001,461,334,334,0,3,331,EGYENI,,,
243892,15-216-002,530,360,360,0,6,354,EGYENI,,,
243894,15-217-001,472,336,336,0,5,331,EGYENI,,,
243896,15-218-001,645,407,407,0,14,393,EGYENI,,,
243898,15-218-002,652,419,416,-3,3,413,EGYENI,,,
243900,15-218-003,635,398,398,0,5,393,EGYENI,,,
243902,15-218-004,689,486,486,0,8,478,EGYENI,,,
243904,15-218-005,705,496,496,0,4,492,EGYENI,,,
243906,15-219-001,419,261,261,0,7,254,EGYENI,,,
243908,15-220-001,447,293,293,0,6,287,EGYENI,,,
243910,15-220-002,457,255,255,0,2,253,EGYENI,,,
243912,15-221-001,721,531,531,0,9,522,EGYENI,,,
243914,15-221-002,764,510,509,-1,8,501,EGYENI,,,
243916,15-222-001,280,216,216,0,4,212,EGYENI,,,
243918,15-223-001,151,106,106,0,1,105,EGYENI,,,
243920,15-224-001,335,206,206,0,6,200,EGYENI,,,
243922,15-225-001,101,58,58,0,2,56,EGYENI,,,
243924,15-226-001,187,123,123,0,3,120,EGYENI,,,
243926,15-227-001,176,113,113,0,1,112,EGYENI,,,
243928,15-228-001,319,204,204,0,5,199,EGYENI,,,
243930,15-229-001,71,40,40,0,2,38,EGYENI,,,
243932,15-229-002,96,65,65,0,3,62,EGYENI,,,
243934,15-230-001,104,72,72,0,0,72,EGYENI,,,
243936,15-231-001,351,271,263,-8,2,261,EGYENI,,,
243938,15-232-001,571,325,325,0,2,323,EGYENI,,,
243940,15-233-001,168,106,106,0,3,103,EGYENI,,,
243942,15-234-001,140,103,103,0,0,103,EGYENI,,,
243944,15-235-001,417,250,240,-10,1,239,EGYENI,,,
243946,15-236-001,339,258,258,0,5,253,EGYENI,,,
243948,15-237-001,192,137,137,0,2,135,EGYENI,,,
243950,15-238-001,891,640,639,-1,4,635,EGYENI,,,
243952,15-238-002,1155,863,863,0,8,855,EGYENI,,,
243954,15-239-001,394,274,265,-9,4,261,EGYENI,,,
243956,15-239-002,485,334,333,-1,5,328,EGYENI,,,
243958,15-240-001,260,170,170,0,8,162,EGYENI,,,
243960,15-241-001,410,278,277,-1,3,274,EGYENI,,,
243962,15-242-001,200,139,139,0,6,133,EGYENI,,,
243964,15-243-001,341,250,241,-9,11,230,EGYENI,,,
243966,15-244-001,336,250,250,0,3,247,EGYENI,,,
243968,15-245-001,410,253,253,0,2,251,EGYENI,,,
243970,15-246-001,1093,821,821,0,9,812,EGYENI,,,
243972,16-001-001,950,681,679,-2,19,660,EGYENI,,,
243974,16-001-002,843,623,622,-1,11,611,EGYENI,,,
243976,16-001-003,1090,750,749,-1,20,729,EGYENI,,,
243978,16-002-001,781,527,527,0,9,518,EGYENI,,,
243980,16-002-002,753,413,413,0,4,409,EGYENI,,,
243982,16-003-001,589,369,368,-1,8,360,EGYENI,,,
243984,16-003-002,602,339,338,-1,4,334,EGYENI,,,
243986,16-003-003,626,365,365,0,5,360,EGYENI,,,
243988,16-004-001,716,478,478,0,6,472,EGYENI,,,
243990,16-004-002,761,496,495,-1,3,492,EGYENI,,,
243992,16-005-001,719,601,601,0,10,591,EGYENI,,,
243994,16-005-002,840,695,695,0,5,690,EGYENI,,,
243996,16-005-003,1108,968,965,-3,14,951,EGYENI,,,
243998,16-006-001,780,508,508,0,9,499,EGYENI,,,
244000,16-006-002,937,577,577,0,12,565,EGYENI,,,
244002,16-006-003,1079,671,671,0,8,663,EGYENI,,,
244004,16-006-004,320,177,177,0,3,174,EGYENI,,,
244006,16-006-005,601,319,319,0,9,310,EGYENI,,,
244008,16-006-006,997,555,555,0,12,543,EGYENI,,,
244010,16-007-001,563,376,376,0,6,370,EGYENI,,,
244012,16-008-001,727,427,427,0,16,411,EGYENI,,,
244014,16-009-001,528,356,356,0,10,346,EGYENI,,,
244016,16-010-001,363,245,245,0,3,242,EGYENI,,,
244018,16-011-001,721,425,425,0,11,414,EGYENI,,,
244020,16-012-001,639,372,372,0,14,358,EGYENI,,,
244023,16-013-001,596,436,436,0,1,435,EGYENI,,,
244025,16-014-001,553,355,355,0,11,344,EGYENI,,,
244026,16-015-001,760,402,402,0,4,398,EGYENI,,,
244028,16-016-001,1087,671,671,0,10,661,EGYENI,,,
244030,16-017-001,623,345,345,0,8,337,EGYENI,,,
244032,16-018-001,572,363,363,0,12,351,EGYENI,,,
244034,16-018-002,589,353,353,0,7,346,EGYENI,,,
244036,16-018-003,611,358,358,0,11,347,EGYENI,,,
244038,16-018-004,601,313,313,0,4,309,EGYENI,,,
244040,16-019-001,606,412,412,0,8,404,EGYENI,,,
244042,16-019-002,581,341,340,-1,9,331,EGYENI,,,
244044,16-019-003,581,318,318,0,2,316,EGYENI,,,
244046,16-020-001,522,362,362,0,5,357,EGYENI,,,
244048,16-021-001,432,274,274,0,1,273,EGYENI,,,
244050,16-022-001,466,305,305,0,7,298,EGYENI,,,
244052,16-023-001,279,175,175,0,2,173,EGYENI,,,
244054,16-024-001,549,388,388,0,6,382,EGYENI,,,
244056,16-025-001,710,422,421,-1,6,415,EGYENI,,,
244058,16-025-002,772,509,508,-1,8,500,EGYENI,,,
244060,16-025-003,894,553,553,0,12,541,EGYENI,,,
244062,16-025-004,703,459,460,1,10,450,EGYENI,,,
244064,16-025-005,785,509,509,0,4,505,EGYENI,,,
244066,16-026-001,645,385,385,0,3,382,EGYENI,,,
244068,16-027-001,612,360,360,0,8,352,EGYENI,,,
244070,16-028-001,114,62,62,0,0,62,EGYENI,,,
244072,16-029-001,612,422,422,0,6,416,EGYENI,,,
244074,16-029-002,886,564,564,0,13,551,EGYENI,,,
244076,16-029-003,907,525,526,1,21,505,EGYENI,,,
244078,16-029-004,648,402,402,0,7,395,EGYENI,,,
244080,16-029-005,203,112,112,0,3,109,EGYENI,,,
244082,16-030-001,1001,539,538,-1,8,530,EGYENI,,,
244084,16-030-002,1013,581,579,-2,12,567,EGYENI,,,
244086,16-030-003,875,533,529,-4,5,524,EGYENI,,,
244088,16-031-001,860,499,499,0,8,491,EGYENI,,,
244090,16-031-002,822,568,568,0,10,558,EGYENI,,,
244092,16-032-001,665,431,431,0,16,415,EGYENI,,,
244094,16-032-002,716,409,409,0,12,397,EGYENI,,,
244096,16-033-001,848,491,491,0,14,477,EGYENI,,,
244098,16-034-001,627,411,411,0,5,406,EGYENI,,,
244100,16-034-002,653,417,417,0,7,410,EGYENI,,,
244102,16-035-001,482,245,245,0,5,240,EGYENI,,,
244104,16-035-002,678,413,413,0,6,407,EGYENI,,,
244106,16-035-003,169,97,97,0,1,96,EGYENI,,,
244108,16-036-001,910,625,623,-2,8,615,EGYENI,,,
244110,16-036-002,877,635,635,0,10,625,EGYENI,,,
244112,16-036-003,797,507,507,0,10,497,EGYENI,,,
244114,16-036-004,856,610,610,0,6,604,EGYENI,,,
244116,16-036-005,899,672,669,-3,11,658,EGYENI,,,
244118,16-036-006,913,607,606,-1,9,597,EGYENI,,,
244120,16-036-007,909,539,539,0,5,534,EGYENI,,,
244122,16-037-001,992,712,711,-1,6,705,EGYENI,,,
244124,16-037-002,953,609,608,-1,8,600,EGYENI,,,
244126,16-038-001,345,225,225,0,2,223,EGYENI,,,
244128,16-039-001,255,194,194,0,5,189,EGYENI,,,
244130,16-040-001,638,369,369,0,8,361,EGYENI,,,
