TIPUS,VALASZTAS,SZAVAZOKOR,LISTA,SZAVAZAT
Listas,2014EP,20-093-004,JOBBIK,41
Listas,2014EP,20-093-004,DEMOKRATIKUS KOALÍCIÓ,32
Listas,2014EP,20-093-004,MSZP,16
Listas,2014EP,20-093-004,EGYÜTT-PM,15
Listas,2014EP,20-093-004,LMP,11
Listas,2014EP,20-093-004,SMS,4
Listas,2014EP,20-093-004,A HAZA NEM ELADÓ,2
Listas,2014EP,20-093-005,FIDESZ-KDNP,245
Listas,2014EP,20-093-005,MSZP,51
Listas,2014EP,20-093-005,DEMOKRATIKUS KOALÍCIÓ,43
Listas,2014EP,20-093-005,JOBBIK,42
Listas,2014EP,20-093-005,EGYÜTT-PM,20
Listas,2014EP,20-093-005,LMP,16
Listas,2014EP,20-093-005,SMS,1
Listas,2014EP,20-093-005,A HAZA NEM ELADÓ,0
Listas,2014EP,20-093-006,FIDESZ-KDNP,196
Listas,2014EP,20-093-006,DEMOKRATIKUS KOALÍCIÓ,40
Listas,2014EP,20-093-006,MSZP,37
Listas,2014EP,20-093-006,JOBBIK,25
Listas,2014EP,20-093-006,LMP,19
Listas,2014EP,20-093-006,EGYÜTT-PM,18
Listas,2014EP,20-093-006,A HAZA NEM ELADÓ,3
Listas,2014EP,20-093-006,SMS,0
Listas,2014EP,20-093-007,FIDESZ-KDNP,209
Listas,2014EP,20-093-007,JOBBIK,59
Listas,2014EP,20-093-007,DEMOKRATIKUS KOALÍCIÓ,44
Listas,2014EP,20-093-007,MSZP,40
Listas,2014EP,20-093-007,EGYÜTT-PM,21
Listas,2014EP,20-093-007,LMP,20
Listas,2014EP,20-093-007,A HAZA NEM ELADÓ,2
Listas,2014EP,20-093-007,SMS,0
Listas,2014EP,20-093-008,FIDESZ-KDNP,245
Listas,2014EP,20-093-008,JOBBIK,59
Listas,2014EP,20-093-008,EGYÜTT-PM,39
Listas,2014EP,20-093-008,DEMOKRATIKUS KOALÍCIÓ,38
Listas,2014EP,20-093-008,MSZP,26
Listas,2014EP,20-093-008,LMP,25
Listas,2014EP,20-093-008,A HAZA NEM ELADÓ,2
Listas,2014EP,20-093-008,SMS,0
Listas,2014EP,20-093-009,FIDESZ-KDNP,165
Listas,2014EP,20-093-009,JOBBIK,36
Listas,2014EP,20-093-009,DEMOKRATIKUS KOALÍCIÓ,23
Listas,2014EP,20-093-009,MSZP,21
Listas,2014EP,20-093-009,LMP,18
Listas,2014EP,20-093-009,EGYÜTT-PM,13
Listas,2014EP,20-093-009,A HAZA NEM ELADÓ,1
Listas,2014EP,20-093-009,SMS,1
Listas,2014EP,20-093-010,FIDESZ-KDNP,147
Listas,2014EP,20-093-010,JOBBIK,43
Listas,2014EP,20-093-010,DEMOKRATIKUS KOALÍCIÓ,25
Listas,2014EP,20-093-010,MSZP,16
Listas,2014EP,20-093-010,LMP,12
Listas,2014EP,20-093-010,EGYÜTT-PM,11
Listas,2014EP,20-093-010,A HAZA NEM ELADÓ,1
Listas,2014EP,20-093-010,SMS,1
Listas,2014EP,20-093-011,FIDESZ-KDNP,225
Listas,2014EP,20-093-011,JOBBIK,54
Listas,2014EP,20-093-011,DEMOKRATIKUS KOALÍCIÓ,29
Listas,2014EP,20-093-011,MSZP,27
Listas,2014EP,20-093-011,EGYÜTT-PM,25
Listas,2014EP,20-093-011,LMP,20
Listas,2014EP,20-093-011,SMS,3
Listas,2014EP,20-093-011,A HAZA NEM ELADÓ,1
Listas,2014EP,20-093-012,FIDESZ-KDNP,231
Listas,2014EP,20-093-012,JOBBIK,46
Listas,2014EP,20-093-012,DEMOKRATIKUS KOALÍCIÓ,28
Listas,2014EP,20-093-012,MSZP,25
Listas,2014EP,20-093-012,EGYÜTT-PM,22
Listas,2014EP,20-093-012,LMP,18
Listas,2014EP,20-093-012,SMS,1
Listas,2014EP,20-093-012,A HAZA NEM ELADÓ,1
Listas,2014EP,20-093-013,FIDESZ-KDNP,198
Listas,2014EP,20-093-013,JOBBIK,36
Listas,2014EP,20-093-013,DEMOKRATIKUS KOALÍCIÓ,29
Listas,2014EP,20-093-013,MSZP,27
Listas,2014EP,20-093-013,EGYÜTT-PM,21
Listas,2014EP,20-093-013,LMP,17
Listas,2014EP,20-093-013,SMS,0
Listas,2014EP,20-093-013,A HAZA NEM ELADÓ,0
Listas,2014EP,20-093-014,FIDESZ-KDNP,186
Listas,2014EP,20-093-014,JOBBIK,46
Listas,2014EP,20-093-014,DEMOKRATIKUS KOALÍCIÓ,32
Listas,2014EP,20-093-014,MSZP,28
Listas,2014EP,20-093-014,EGYÜTT-PM,18
Listas,2014EP,20-093-014,LMP,14
Listas,2014EP,20-093-014,SMS,1
Listas,2014EP,20-093-014,A HAZA NEM ELADÓ,1
Listas,2014EP,20-093-015,FIDESZ-KDNP,142
Listas,2014EP,20-093-015,JOBBIK,44
Listas,2014EP,20-093-015,MSZP,32
Listas,2014EP,20-093-015,DEMOKRATIKUS KOALÍCIÓ,23
Listas,2014EP,20-093-015,EGYÜTT-PM,11
Listas,2014EP,20-093-015,LMP,10
Listas,2014EP,20-093-015,SMS,4
Listas,2014EP,20-093-015,A HAZA NEM ELADÓ,1
Listas,2014EP,20-093-016,FIDESZ-KDNP,172
Listas,2014EP,20-093-016,JOBBIK,48
Listas,2014EP,20-093-016,DEMOKRATIKUS KOALÍCIÓ,37
Listas,2014EP,20-093-016,MSZP,34
Listas,2014EP,20-093-016,EGYÜTT-PM,11
Listas,2014EP,20-093-016,LMP,10
Listas,2014EP,20-093-016,SMS,1
Listas,2014EP,20-093-016,A HAZA NEM ELADÓ,0
Listas,2014EP,20-093-017,FIDESZ-KDNP,184
Listas,2014EP,20-093-017,JOBBIK,40
Listas,2014EP,20-093-017,DEMOKRATIKUS KOALÍCIÓ,26
Listas,2014EP,20-093-017,MSZP,22
Listas,2014EP,20-093-017,EGYÜTT-PM,16
Listas,2014EP,20-093-017,A HAZA NEM ELADÓ,8
Listas,2014EP,20-093-017,LMP,3
Listas,2014EP,20-093-017,SMS,1
Listas,2014EP,20-093-018,FIDESZ-KDNP,126
Listas,2014EP,20-093-018,JOBBIK,68
Listas,2014EP,20-093-018,DEMOKRATIKUS KOALÍCIÓ,20
Listas,2014EP,20-093-018,MSZP,15
Listas,2014EP,20-093-018,EGYÜTT-PM,10
Listas,2014EP,20-093-018,LMP,9
Listas,2014EP,20-093-018,A HAZA NEM ELADÓ,4
Listas,2014EP,20-093-018,SMS,0
Listas,2014EP,20-094-001,FIDESZ-KDNP,20
Listas,2014EP,20-094-001,JOBBIK,13
Listas,2014EP,20-094-001,MSZP,3
Listas,2014EP,20-094-001,LMP,2
Listas,2014EP,20-094-001,EGYÜTT-PM,2
Listas,2014EP,20-094-001,DEMOKRATIKUS KOALÍCIÓ,0
Listas,2014EP,20-094-001,SMS,0
Listas,2014EP,20-094-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-095-001,FIDESZ-KDNP,63
Listas,2014EP,20-095-001,JOBBIK,17
Listas,2014EP,20-095-001,DEMOKRATIKUS KOALÍCIÓ,6
Listas,2014EP,20-095-001,MSZP,4
Listas,2014EP,20-095-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-095-001,LMP,0
Listas,2014EP,20-095-001,SMS,0
Listas,2014EP,20-095-001,EGYÜTT-PM,0
Listas,2014EP,20-096-001,FIDESZ-KDNP,47
Listas,2014EP,20-096-001,JOBBIK,8
Listas,2014EP,20-096-001,MSZP,4
Listas,2014EP,20-096-001,A HAZA NEM ELADÓ,1
Listas,2014EP,20-096-001,LMP,0
Listas,2014EP,20-096-001,DEMOKRATIKUS KOALÍCIÓ,0
Listas,2014EP,20-096-001,EGYÜTT-PM,0
Listas,2014EP,20-096-001,SMS,0
Listas,2014EP,20-097-001,FIDESZ-KDNP,19
Listas,2014EP,20-097-001,JOBBIK,6
Listas,2014EP,20-097-001,MSZP,3
Listas,2014EP,20-097-001,A HAZA NEM ELADÓ,2
Listas,2014EP,20-097-001,DEMOKRATIKUS KOALÍCIÓ,1
Listas,2014EP,20-097-001,EGYÜTT-PM,1
Listas,2014EP,20-097-001,SMS,0
Listas,2014EP,20-097-001,LMP,0
Listas,2014EP,20-098-001,FIDESZ-KDNP,34
Listas,2014EP,20-098-001,JOBBIK,8
Listas,2014EP,20-098-001,MSZP,4
Listas,2014EP,20-098-001,DEMOKRATIKUS KOALÍCIÓ,3
Listas,2014EP,20-098-001,EGYÜTT-PM,2
Listas,2014EP,20-098-001,LMP,2
Listas,2014EP,20-098-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-098-001,SMS,0
Listas,2014EP,20-099-001,FIDESZ-KDNP,46
Listas,2014EP,20-099-001,JOBBIK,19
Listas,2014EP,20-099-001,MSZP,1
Listas,2014EP,20-099-001,DEMOKRATIKUS KOALÍCIÓ,0
Listas,2014EP,20-099-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-099-001,EGYÜTT-PM,0
Listas,2014EP,20-099-001,SMS,0
Listas,2014EP,20-099-001,LMP,0
Listas,2014EP,20-100-001,FIDESZ-KDNP,17
Listas,2014EP,20-100-001,JOBBIK,5
Listas,2014EP,20-100-001,LMP,3
Listas,2014EP,20-100-001,DEMOKRATIKUS KOALÍCIÓ,2
Listas,2014EP,20-100-001,EGYÜTT-PM,2
Listas,2014EP,20-100-001,SMS,0
Listas,2014EP,20-100-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-100-001,MSZP,0
Listas,2014EP,20-101-001,FIDESZ-KDNP,33
Listas,2014EP,20-101-001,JOBBIK,12
Listas,2014EP,20-101-001,MSZP,3
Listas,2014EP,20-101-001,LMP,1
Listas,2014EP,20-101-001,DEMOKRATIKUS KOALÍCIÓ,1
Listas,2014EP,20-101-001,A HAZA NEM ELADÓ,1
Listas,2014EP,20-101-001,SMS,0
Listas,2014EP,20-101-001,EGYÜTT-PM,0
Listas,2014EP,20-102-001,FIDESZ-KDNP,22
Listas,2014EP,20-102-001,JOBBIK,7
Listas,2014EP,20-102-001,MSZP,3
Listas,2014EP,20-102-001,EGYÜTT-PM,2
Listas,2014EP,20-102-001,DEMOKRATIKUS KOALÍCIÓ,1
Listas,2014EP,20-102-001,SMS,0
Listas,2014EP,20-102-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-102-001,LMP,0
Listas,2014EP,20-103-001,FIDESZ-KDNP,16
Listas,2014EP,20-103-001,JOBBIK,7
Listas,2014EP,20-103-001,MSZP,1
Listas,2014EP,20-103-001,DEMOKRATIKUS KOALÍCIÓ,1
Listas,2014EP,20-103-001,EGYÜTT-PM,0
Listas,2014EP,20-103-001,SMS,0
Listas,2014EP,20-103-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-103-001,LMP,0
Listas,2014EP,20-104-001,FIDESZ-KDNP,24
Listas,2014EP,20-104-001,JOBBIK,4
Listas,2014EP,20-104-001,DEMOKRATIKUS KOALÍCIÓ,3
Listas,2014EP,20-104-001,EGYÜTT-PM,1
Listas,2014EP,20-104-001,LMP,1
Listas,2014EP,20-104-001,SMS,0
Listas,2014EP,20-104-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-104-001,MSZP,0
Listas,2014EP,20-105-001,FIDESZ-KDNP,51
Listas,2014EP,20-105-001,JOBBIK,17
Listas,2014EP,20-105-001,DEMOKRATIKUS KOALÍCIÓ,6
Listas,2014EP,20-105-001,EGYÜTT-PM,5
Listas,2014EP,20-105-001,LMP,2
Listas,2014EP,20-105-001,SMS,2
Listas,2014EP,20-105-001,MSZP,2
Listas,2014EP,20-105-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-106-001,FIDESZ-KDNP,16
Listas,2014EP,20-106-001,JOBBIK,4
Listas,2014EP,20-106-001,EGYÜTT-PM,4
Listas,2014EP,20-106-001,DEMOKRATIKUS KOALÍCIÓ,0
Listas,2014EP,20-106-001,LMP,0
Listas,2014EP,20-106-001,SMS,0
Listas,2014EP,20-106-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-106-001,MSZP,0
Listas,2014EP,20-107-001,FIDESZ-KDNP,73
Listas,2014EP,20-107-001,JOBBIK,17
Listas,2014EP,20-107-001,DEMOKRATIKUS KOALÍCIÓ,5
Listas,2014EP,20-107-001,MSZP,4
Listas,2014EP,20-107-001,EGYÜTT-PM,3
Listas,2014EP,20-107-001,LMP,3
Listas,2014EP,20-107-001,SMS,0
Listas,2014EP,20-107-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-108-001,FIDESZ-KDNP,8
Listas,2014EP,20-108-001,JOBBIK,7
Listas,2014EP,20-108-001,LMP,1
Listas,2014EP,20-108-001,DEMOKRATIKUS KOALÍCIÓ,0
Listas,2014EP,20-108-001,EGYÜTT-PM,0
Listas,2014EP,20-108-001,SMS,0
Listas,2014EP,20-108-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-108-001,MSZP,0
Listas,2014EP,20-109-001,FIDESZ-KDNP,13
Listas,2014EP,20-109-001,JOBBIK,6
Listas,2014EP,20-109-001,MSZP,2
Listas,2014EP,20-109-001,DEMOKRATIKUS KOALÍCIÓ,0
Listas,2014EP,20-109-001,SMS,0
Listas,2014EP,20-109-001,EGYÜTT-PM,0
Listas,2014EP,20-109-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-109-001,LMP,0
Listas,2014EP,20-110-001,FIDESZ-KDNP,9
Listas,2014EP,20-110-001,DEMOKRATIKUS KOALÍCIÓ,4
Listas,2014EP,20-110-001,EGYÜTT-PM,1
Listas,2014EP,20-110-001,JOBBIK,1
Listas,2014EP,20-110-001,LMP,0
Listas,2014EP,20-110-001,SMS,0
Listas,2014EP,20-110-001,MSZP,0
Listas,2014EP,20-110-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-111-001,FIDESZ-KDNP,211
Listas,2014EP,20-111-001,JOBBIK,55
Listas,2014EP,20-111-001,MSZP,44
Listas,2014EP,20-111-001,EGYÜTT-PM,28
Listas,2014EP,20-111-001,DEMOKRATIKUS KOALÍCIÓ,24
Listas,2014EP,20-111-001,LMP,10
Listas,2014EP,20-111-001,SMS,3
Listas,2014EP,20-111-001,A HAZA NEM ELADÓ,1
Listas,2014EP,20-111-002,FIDESZ-KDNP,255
Listas,2014EP,20-111-002,JOBBIK,52
Listas,2014EP,20-111-002,MSZP,30
Listas,2014EP,20-111-002,DEMOKRATIKUS KOALÍCIÓ,27
Listas,2014EP,20-111-002,EGYÜTT-PM,21
Listas,2014EP,20-111-002,LMP,16
Listas,2014EP,20-111-002,A HAZA NEM ELADÓ,2
Listas,2014EP,20-111-002,SMS,0
Listas,2014EP,20-111-003,FIDESZ-KDNP,227
Listas,2014EP,20-111-003,MSZP,48
Listas,2014EP,20-111-003,DEMOKRATIKUS KOALÍCIÓ,36
Listas,2014EP,20-111-003,JOBBIK,28
Listas,2014EP,20-111-003,EGYÜTT-PM,15
Listas,2014EP,20-111-003,LMP,7
Listas,2014EP,20-111-003,A HAZA NEM ELADÓ,3
Listas,2014EP,20-111-003,SMS,0
Listas,2014EP,20-111-004,FIDESZ-KDNP,151
Listas,2014EP,20-111-004,JOBBIK,33
Listas,2014EP,20-111-004,MSZP,27
Listas,2014EP,20-111-004,DEMOKRATIKUS KOALÍCIÓ,27
Listas,2014EP,20-111-004,EGYÜTT-PM,25
Listas,2014EP,20-111-004,LMP,6
Listas,2014EP,20-111-004,SMS,1
Listas,2014EP,20-111-004,A HAZA NEM ELADÓ,0
Listas,2014EP,20-111-005,FIDESZ-KDNP,141
Listas,2014EP,20-111-005,MSZP,45
Listas,2014EP,20-111-005,JOBBIK,39
Listas,2014EP,20-111-005,EGYÜTT-PM,17
Listas,2014EP,20-111-005,DEMOKRATIKUS KOALÍCIÓ,13
Listas,2014EP,20-111-005,LMP,5
Listas,2014EP,20-111-005,SMS,3
Listas,2014EP,20-111-005,A HAZA NEM ELADÓ,1
Listas,2014EP,20-111-006,FIDESZ-KDNP,254
Listas,2014EP,20-111-006,JOBBIK,64
Listas,2014EP,20-111-006,DEMOKRATIKUS KOALÍCIÓ,21
Listas,2014EP,20-111-006,MSZP,18
Listas,2014EP,20-111-006,EGYÜTT-PM,14
Listas,2014EP,20-111-006,LMP,9
Listas,2014EP,20-111-006,A HAZA NEM ELADÓ,1
Listas,2014EP,20-111-006,SMS,1
Listas,2014EP,20-111-007,FIDESZ-KDNP,162
Listas,2014EP,20-111-007,JOBBIK,32
Listas,2014EP,20-111-007,MSZP,10
Listas,2014EP,20-111-007,DEMOKRATIKUS KOALÍCIÓ,8
Listas,2014EP,20-111-007,LMP,2
Listas,2014EP,20-111-007,SMS,2
Listas,2014EP,20-111-007,EGYÜTT-PM,1
Listas,2014EP,20-111-007,A HAZA NEM ELADÓ,0
Listas,2014EP,20-111-008,FIDESZ-KDNP,119
Listas,2014EP,20-111-008,JOBBIK,17
Listas,2014EP,20-111-008,MSZP,6
Listas,2014EP,20-111-008,DEMOKRATIKUS KOALÍCIÓ,5
Listas,2014EP,20-111-008,LMP,2
Listas,2014EP,20-111-008,EGYÜTT-PM,2
Listas,2014EP,20-111-008,SMS,0
Listas,2014EP,20-111-008,A HAZA NEM ELADÓ,0
Listas,2014EP,20-111-009,FIDESZ-KDNP,81
Listas,2014EP,20-111-009,JOBBIK,9
Listas,2014EP,20-111-009,LMP,3
Listas,2014EP,20-111-009,MSZP,3
Listas,2014EP,20-111-009,EGYÜTT-PM,2
Listas,2014EP,20-111-009,DEMOKRATIKUS KOALÍCIÓ,2
Listas,2014EP,20-111-009,SMS,0
Listas,2014EP,20-111-009,A HAZA NEM ELADÓ,0
Listas,2014EP,20-111-010,FIDESZ-KDNP,71
Listas,2014EP,20-111-010,JOBBIK,23
Listas,2014EP,20-111-010,MSZP,6
Listas,2014EP,20-111-010,EGYÜTT-PM,3
Listas,2014EP,20-111-010,DEMOKRATIKUS KOALÍCIÓ,2
Listas,2014EP,20-111-010,LMP,1
Listas,2014EP,20-111-010,SMS,0
Listas,2014EP,20-111-010,A HAZA NEM ELADÓ,0
Listas,2014EP,20-111-011,FIDESZ-KDNP,50
Listas,2014EP,20-111-011,JOBBIK,10
Listas,2014EP,20-111-011,MSZP,3
Listas,2014EP,20-111-011,LMP,2
Listas,2014EP,20-111-011,DEMOKRATIKUS KOALÍCIÓ,2
Listas,2014EP,20-111-011,A HAZA NEM ELADÓ,1
Listas,2014EP,20-111-011,EGYÜTT-PM,1
Listas,2014EP,20-111-011,SMS,0
Listas,2014EP,20-112-001,FIDESZ-KDNP,80
Listas,2014EP,20-112-001,JOBBIK,29
Listas,2014EP,20-112-001,DEMOKRATIKUS KOALÍCIÓ,21
Listas,2014EP,20-112-001,MSZP,12
Listas,2014EP,20-112-001,EGYÜTT-PM,10
Listas,2014EP,20-112-001,LMP,5
Listas,2014EP,20-112-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-112-001,SMS,0
Listas,2014EP,20-112-002,FIDESZ-KDNP,88
Listas,2014EP,20-112-002,JOBBIK,49
Listas,2014EP,20-112-002,MSZP,25
Listas,2014EP,20-112-002,DEMOKRATIKUS KOALÍCIÓ,18
Listas,2014EP,20-112-002,EGYÜTT-PM,17
Listas,2014EP,20-112-002,LMP,13
Listas,2014EP,20-112-002,A HAZA NEM ELADÓ,0
Listas,2014EP,20-112-002,SMS,0
Listas,2014EP,20-112-003,FIDESZ-KDNP,81
Listas,2014EP,20-112-003,JOBBIK,40
Listas,2014EP,20-112-003,EGYÜTT-PM,16
Listas,2014EP,20-112-003,DEMOKRATIKUS KOALÍCIÓ,15
Listas,2014EP,20-112-003,MSZP,10
Listas,2014EP,20-112-003,LMP,7
Listas,2014EP,20-112-003,SMS,0
Listas,2014EP,20-112-003,A HAZA NEM ELADÓ,0
Listas,2014EP,20-112-004,FIDESZ-KDNP,81
Listas,2014EP,20-112-004,JOBBIK,18
Listas,2014EP,20-112-004,DEMOKRATIKUS KOALÍCIÓ,10
Listas,2014EP,20-112-004,EGYÜTT-PM,9
Listas,2014EP,20-112-004,MSZP,2
Listas,2014EP,20-112-004,A HAZA NEM ELADÓ,1
Listas,2014EP,20-112-004,LMP,1
Listas,2014EP,20-112-004,SMS,0
Listas,2014EP,20-112-005,FIDESZ-KDNP,90
Listas,2014EP,20-112-005,JOBBIK,29
Listas,2014EP,20-112-005,MSZP,4
Listas,2014EP,20-112-005,DEMOKRATIKUS KOALÍCIÓ,3
Listas,2014EP,20-112-005,LMP,2
Listas,2014EP,20-112-005,EGYÜTT-PM,2
Listas,2014EP,20-112-005,A HAZA NEM ELADÓ,1
Listas,2014EP,20-112-005,SMS,0
Listas,2014EP,20-113-001,FIDESZ-KDNP,30
Listas,2014EP,20-113-001,MSZP,6
Listas,2014EP,20-113-001,JOBBIK,5
Listas,2014EP,20-113-001,DEMOKRATIKUS KOALÍCIÓ,4
Listas,2014EP,20-113-001,LMP,1
Listas,2014EP,20-113-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-113-001,EGYÜTT-PM,0
Listas,2014EP,20-113-001,SMS,0
Listas,2014EP,20-114-001,FIDESZ-KDNP,11
Listas,2014EP,20-114-001,JOBBIK,10
Listas,2014EP,20-114-001,MSZP,2
Listas,2014EP,20-114-001,DEMOKRATIKUS KOALÍCIÓ,2
Listas,2014EP,20-114-001,LMP,2
Listas,2014EP,20-114-001,EGYÜTT-PM,0
Listas,2014EP,20-114-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-114-001,SMS,0
Listas,2014EP,20-115-001,FIDESZ-KDNP,9
Listas,2014EP,20-115-001,JOBBIK,7
Listas,2014EP,20-115-001,DEMOKRATIKUS KOALÍCIÓ,4
Listas,2014EP,20-115-001,MSZP,2
Listas,2014EP,20-115-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-115-001,LMP,0
Listas,2014EP,20-115-001,EGYÜTT-PM,0
Listas,2014EP,20-115-001,SMS,0
Listas,2014EP,20-115-002,FIDESZ-KDNP,30
Listas,2014EP,20-115-002,JOBBIK,8
Listas,2014EP,20-115-002,MSZP,5
Listas,2014EP,20-115-002,EGYÜTT-PM,1
Listas,2014EP,20-115-002,LMP,1
Listas,2014EP,20-115-002,DEMOKRATIKUS KOALÍCIÓ,0
Listas,2014EP,20-115-002,SMS,0
Listas,2014EP,20-115-002,A HAZA NEM ELADÓ,0
Listas,2014EP,20-116-001,FIDESZ-KDNP,38
Listas,2014EP,20-116-001,MSZP,23
Listas,2014EP,20-116-001,DEMOKRATIKUS KOALÍCIÓ,12
Listas,2014EP,20-116-001,EGYÜTT-PM,10
Listas,2014EP,20-116-001,JOBBIK,8
Listas,2014EP,20-116-001,LMP,3
Listas,2014EP,20-116-001,A HAZA NEM ELADÓ,1
Listas,2014EP,20-116-001,SMS,0
Listas,2014EP,20-117-001,FIDESZ-KDNP,130
Listas,2014EP,20-117-001,JOBBIK,49
Listas,2014EP,20-117-001,MSZP,35
Listas,2014EP,20-117-001,DEMOKRATIKUS KOALÍCIÓ,13
Listas,2014EP,20-117-001,EGYÜTT-PM,8
Listas,2014EP,20-117-001,LMP,7
Listas,2014EP,20-117-001,SMS,2
Listas,2014EP,20-117-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-118-001,FIDESZ-KDNP,18
Listas,2014EP,20-118-001,JOBBIK,5
Listas,2014EP,20-118-001,EGYÜTT-PM,1
Listas,2014EP,20-118-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-118-001,MSZP,0
Listas,2014EP,20-118-001,DEMOKRATIKUS KOALÍCIÓ,0
Listas,2014EP,20-118-001,LMP,0
Listas,2014EP,20-118-001,SMS,0
Listas,2014EP,20-119-001,FIDESZ-KDNP,31
Listas,2014EP,20-119-001,JOBBIK,14
Listas,2014EP,20-119-001,MSZP,4
Listas,2014EP,20-119-001,LMP,3
Listas,2014EP,20-119-001,DEMOKRATIKUS KOALÍCIÓ,3
Listas,2014EP,20-119-001,EGYÜTT-PM,1
Listas,2014EP,20-119-001,SMS,0
Listas,2014EP,20-119-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-120-001,FIDESZ-KDNP,73
Listas,2014EP,20-120-001,JOBBIK,10
Listas,2014EP,20-120-001,MSZP,7
Listas,2014EP,20-120-001,LMP,6
Listas,2014EP,20-120-001,DEMOKRATIKUS KOALÍCIÓ,4
Listas,2014EP,20-120-001,EGYÜTT-PM,0
Listas,2014EP,20-120-001,SMS,0
Listas,2014EP,20-120-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-121-001,FIDESZ-KDNP,17
Listas,2014EP,20-121-001,JOBBIK,5
Listas,2014EP,20-121-001,MSZP,4
Listas,2014EP,20-121-001,EGYÜTT-PM,1
Listas,2014EP,20-121-001,DEMOKRATIKUS KOALÍCIÓ,1
Listas,2014EP,20-121-001,LMP,1
Listas,2014EP,20-121-001,SMS,0
Listas,2014EP,20-121-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-122-001,FIDESZ-KDNP,14
Listas,2014EP,20-122-001,JOBBIK,9
Listas,2014EP,20-122-001,MSZP,5
Listas,2014EP,20-122-001,DEMOKRATIKUS KOALÍCIÓ,2
Listas,2014EP,20-122-001,LMP,1
Listas,2014EP,20-122-001,SMS,0
Listas,2014EP,20-122-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-122-001,EGYÜTT-PM,0
Listas,2014EP,20-123-001,FIDESZ-KDNP,68
Listas,2014EP,20-123-001,JOBBIK,30
Listas,2014EP,20-123-001,DEMOKRATIKUS KOALÍCIÓ,9
Listas,2014EP,20-123-001,MSZP,8
Listas,2014EP,20-123-001,EGYÜTT-PM,3
Listas,2014EP,20-123-001,SMS,1
Listas,2014EP,20-123-001,LMP,0
Listas,2014EP,20-123-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-124-001,FIDESZ-KDNP,92
Listas,2014EP,20-124-001,JOBBIK,16
Listas,2014EP,20-124-001,LMP,5
Listas,2014EP,20-124-001,A HAZA NEM ELADÓ,1
Listas,2014EP,20-124-001,DEMOKRATIKUS KOALÍCIÓ,1
Listas,2014EP,20-124-001,EGYÜTT-PM,1
Listas,2014EP,20-124-001,MSZP,0
Listas,2014EP,20-124-001,SMS,0
Listas,2014EP,20-125-001,FIDESZ-KDNP,85
Listas,2014EP,20-125-001,JOBBIK,11
Listas,2014EP,20-125-001,MSZP,2
Listas,2014EP,20-125-001,DEMOKRATIKUS KOALÍCIÓ,1
Listas,2014EP,20-125-001,SMS,0
Listas,2014EP,20-125-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-125-001,EGYÜTT-PM,0
Listas,2014EP,20-125-001,LMP,0
Listas,2014EP,20-126-001,JOBBIK,30
Listas,2014EP,20-126-001,FIDESZ-KDNP,29
Listas,2014EP,20-126-001,DEMOKRATIKUS KOALÍCIÓ,1
Listas,2014EP,20-126-001,LMP,1
Listas,2014EP,20-126-001,MSZP,1
Listas,2014EP,20-126-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-126-001,EGYÜTT-PM,0
Listas,2014EP,20-126-001,SMS,0
Listas,2014EP,20-127-001,FIDESZ-KDNP,28
Listas,2014EP,20-127-001,JOBBIK,15
Listas,2014EP,20-127-001,DEMOKRATIKUS KOALÍCIÓ,7
Listas,2014EP,20-127-001,LMP,4
Listas,2014EP,20-127-001,EGYÜTT-PM,3
Listas,2014EP,20-127-001,MSZP,2
Listas,2014EP,20-127-001,A HAZA NEM ELADÓ,0
Listas,2014EP,20-127-001,SMS,0
Listas,2014EP,20-128-001,FIDESZ-KDNP,105
Listas,2014EP,20-128-001,JOBBIK,57
Listas,2014EP,20-128-001,MSZP,6
Listas,2014EP,20-128-001,DEMOKRATIKUS KOALÍCIÓ,2
Listas,2014EP,20-128-001,EGYÜTT-PM,1
Listas,2014EP,20-128-001,LMP,0
