SZAVAZOKOR,MEGYEKOD,MEGYE,TELEPULES_SORSZAM,TELEPULES
15-204-001,15,SOMOGY,204,Szántód
15-205-001,15,SOMOGY,205,Szegerdõ
15-206-001,15,SOMOGY,206,Szenna
15-207-001,15,SOMOGY,207,Szenta
15-208-001,15,SOMOGY,208,Szentbalázs
15-209-001,15,SOMOGY,209,Szentborbás
15-210-001,15,SOMOGY,210,Szentgáloskér
15-211-001,15,SOMOGY,211,Szenyér
15-212-001,15,SOMOGY,212,Szilvásszentmárton
15-213-001,15,SOMOGY,213,Szorosad
15-214-001,15,SOMOGY,214,Szólád
15-215-001,15,SOMOGY,215,Szõkedencs
15-216-001,15,SOMOGY,216,Szõlõsgyörök
15-216-002,15,SOMOGY,216,Szõlõsgyörök
15-217-001,15,SOMOGY,217,Szulok
15-218-001,15,SOMOGY,218,Tab
15-218-002,15,SOMOGY,218,Tab
15-218-003,15,SOMOGY,218,Tab
15-218-004,15,SOMOGY,218,Tab
15-218-005,15,SOMOGY,218,Tab
15-219-001,15,SOMOGY,219,Tapsony
15-220-001,15,SOMOGY,220,Tarany
15-220-002,15,SOMOGY,220,Tarany
15-221-001,15,SOMOGY,221,Taszár
15-221-002,15,SOMOGY,221,Taszár
15-222-001,15,SOMOGY,222,Táska
15-223-001,15,SOMOGY,223,Teleki
15-224-001,15,SOMOGY,224,Tengõd
15-225-001,15,SOMOGY,225,Tikos
15-226-001,15,SOMOGY,226,Torvaj
15-227-001,15,SOMOGY,227,Tótújfalu
15-228-001,15,SOMOGY,228,Törökkoppány
15-229-001,15,SOMOGY,229,Újvárfalva
15-229-002,15,SOMOGY,229,Újvárfalva
15-230-001,15,SOMOGY,230,Varászló
15-231-001,15,SOMOGY,231,Várda
15-232-001,15,SOMOGY,232,Vése
15-233-001,15,SOMOGY,233,Visnye
15-234-001,15,SOMOGY,234,Visz
15-235-001,15,SOMOGY,235,Vízvár
15-236-001,15,SOMOGY,236,Vörs
15-237-001,15,SOMOGY,237,Zala
15-238-001,15,SOMOGY,238,Zamárdi
15-238-002,15,SOMOGY,238,Zamárdi
15-239-001,15,SOMOGY,239,Zákány
15-239-002,15,SOMOGY,239,Zákány
15-240-001,15,SOMOGY,240,Zics
15-241-001,15,SOMOGY,241,Zimány
15-242-001,15,SOMOGY,242,Zselickisfalud
15-243-001,15,SOMOGY,243,Zselickislak
15-244-001,15,SOMOGY,244,Zselicszentpál
15-245-001,15,SOMOGY,245,Zákányfalu
15-246-001,15,SOMOGY,246,Balatonvilágos
16-001-001,16,SZABOLCS-SZATMÁR-BEREG,001,Ajak
16-001-002,16,SZABOLCS-SZATMÁR-BEREG,001,Ajak
16-001-003,16,SZABOLCS-SZATMÁR-BEREG,001,Ajak
16-002-001,16,SZABOLCS-SZATMÁR-BEREG,002,Anarcs
16-002-002,16,SZABOLCS-SZATMÁR-BEREG,002,Anarcs
16-003-001,16,SZABOLCS-SZATMÁR-BEREG,003,Apagy
16-003-002,16,SZABOLCS-SZATMÁR-BEREG,003,Apagy
16-003-003,16,SZABOLCS-SZATMÁR-BEREG,003,Apagy
16-004-001,16,SZABOLCS-SZATMÁR-BEREG,004,Aranyosapáti
16-004-002,16,SZABOLCS-SZATMÁR-BEREG,004,Aranyosapáti
16-005-001,16,SZABOLCS-SZATMÁR-BEREG,005,Baktalórántháza
16-005-002,16,SZABOLCS-SZATMÁR-BEREG,005,Baktalórántháza
16-005-003,16,SZABOLCS-SZATMÁR-BEREG,005,Baktalórántháza
16-006-001,16,SZABOLCS-SZATMÁR-BEREG,006,Balkány
16-006-002,16,SZABOLCS-SZATMÁR-BEREG,006,Balkány
16-006-003,16,SZABOLCS-SZATMÁR-BEREG,006,Balkány
16-006-004,16,SZABOLCS-SZATMÁR-BEREG,006,Balkány
16-006-005,16,SZABOLCS-SZATMÁR-BEREG,006,Balkány
16-006-006,16,SZABOLCS-SZATMÁR-BEREG,006,Balkány
16-007-001,16,SZABOLCS-SZATMÁR-BEREG,007,Balsa
16-008-001,16,SZABOLCS-SZATMÁR-BEREG,008,Barabás
16-009-001,16,SZABOLCS-SZATMÁR-BEREG,009,Bátorliget
16-010-001,16,SZABOLCS-SZATMÁR-BEREG,010,Benk
16-011-001,16,SZABOLCS-SZATMÁR-BEREG,011,Beregdaróc
16-012-001,16,SZABOLCS-SZATMÁR-BEREG,012,Beregsurány
16-013-001,16,SZABOLCS-SZATMÁR-BEREG,013,Berkesz
16-014-001,16,SZABOLCS-SZATMÁR-BEREG,014,Besenyõd
16-015-001,16,SZABOLCS-SZATMÁR-BEREG,015,Beszterec
16-016-001,16,SZABOLCS-SZATMÁR-BEREG,016,Biri
16-017-001,16,SZABOLCS-SZATMÁR-BEREG,017,Botpalád
16-018-001,16,SZABOLCS-SZATMÁR-BEREG,018,Bököny
16-018-002,16,SZABOLCS-SZATMÁR-BEREG,018,Bököny
16-018-003,16,SZABOLCS-SZATMÁR-BEREG,018,Bököny
16-018-004,16,SZABOLCS-SZATMÁR-BEREG,018,Bököny
16-019-001,16,SZABOLCS-SZATMÁR-BEREG,019,Buj
16-019-002,16,SZABOLCS-SZATMÁR-BEREG,019,Buj
16-019-003,16,SZABOLCS-SZATMÁR-BEREG,019,Buj
16-020-001,16,SZABOLCS-SZATMÁR-BEREG,020,Cégénydányád
16-021-001,16,SZABOLCS-SZATMÁR-BEREG,021,Csaholc
16-022-001,16,SZABOLCS-SZATMÁR-BEREG,022,Csaroda
16-023-001,16,SZABOLCS-SZATMÁR-BEREG,023,Császló
16-024-001,16,SZABOLCS-SZATMÁR-BEREG,024,Csegöld
16-025-001,16,SZABOLCS-SZATMÁR-BEREG,025,Csenger
16-025-002,16,SZABOLCS-SZATMÁR-BEREG,025,Csenger
16-025-003,16,SZABOLCS-SZATMÁR-BEREG,025,Csenger
16-025-004,16,SZABOLCS-SZATMÁR-BEREG,025,Csenger
16-025-005,16,SZABOLCS-SZATMÁR-BEREG,025,Csenger
16-026-001,16,SZABOLCS-SZATMÁR-BEREG,026,Csengersima
16-027-001,16,SZABOLCS-SZATMÁR-BEREG,027,Csengerújfalu
16-028-001,16,SZABOLCS-SZATMÁR-BEREG,028,Darnó
16-029-001,16,SZABOLCS-SZATMÁR-BEREG,029,Demecser
16-029-002,16,SZABOLCS-SZATMÁR-BEREG,029,Demecser
16-029-003,16,SZABOLCS-SZATMÁR-BEREG,029,Demecser
16-029-004,16,SZABOLCS-SZATMÁR-BEREG,029,Demecser
16-029-005,16,SZABOLCS-SZATMÁR-BEREG,029,Demecser
16-030-001,16,SZABOLCS-SZATMÁR-BEREG,030,Dombrád
16-030-002,16,SZABOLCS-SZATMÁR-BEREG,030,Dombrád
16-030-003,16,SZABOLCS-SZATMÁR-BEREG,030,Dombrád
16-031-001,16,SZABOLCS-SZATMÁR-BEREG,031,Döge
16-031-002,16,SZABOLCS-SZATMÁR-BEREG,031,Döge
16-032-001,16,SZABOLCS-SZATMÁR-BEREG,032,Encsencs
16-032-002,16,SZABOLCS-SZATMÁR-BEREG,032,Encsencs
16-033-001,16,SZABOLCS-SZATMÁR-BEREG,033,Eperjeske
16-034-001,16,SZABOLCS-SZATMÁR-BEREG,034,Érpatak
16-034-002,16,SZABOLCS-SZATMÁR-BEREG,034,Érpatak
16-035-001,16,SZABOLCS-SZATMÁR-BEREG,035,Fábiánháza
16-035-002,16,SZABOLCS-SZATMÁR-BEREG,035,Fábiánháza
16-035-003,16,SZABOLCS-SZATMÁR-BEREG,035,Fábiánháza
16-036-001,16,SZABOLCS-SZATMÁR-BEREG,036,Fehérgyarmat
16-036-002,16,SZABOLCS-SZATMÁR-BEREG,036,Fehérgyarmat
16-036-003,16,SZABOLCS-SZATMÁR-BEREG,036,Fehérgyarmat
16-036-004,16,SZABOLCS-SZATMÁR-BEREG,036,Fehérgyarmat
16-036-005,16,SZABOLCS-SZATMÁR-BEREG,036,Fehérgyarmat
16-036-006,16,SZABOLCS-SZATMÁR-BEREG,036,Fehérgyarmat
16-036-007,16,SZABOLCS-SZATMÁR-BEREG,036,Fehérgyarmat
16-037-001,16,SZABOLCS-SZATMÁR-BEREG,037,Fényeslitke
16-037-002,16,SZABOLCS-SZATMÁR-BEREG,037,Fényeslitke
16-038-001,16,SZABOLCS-SZATMÁR-BEREG,038,Fülesd
16-039-001,16,SZABOLCS-SZATMÁR-BEREG,039,Fülpösdaróc
16-040-001,16,SZABOLCS-SZATMÁR-BEREG,040,Gacsály
16-041-001,16,SZABOLCS-SZATMÁR-BEREG,041,Garbolc
16-042-001,16,SZABOLCS-SZATMÁR-BEREG,042,Gávavencsellõ
16-042-002,16,SZABOLCS-SZATMÁR-BEREG,042,Gávavencsellõ
16-042-003,16,SZABOLCS-SZATMÁR-BEREG,042,Gávavencsellõ
16-043-001,16,SZABOLCS-SZATMÁR-BEREG,043,Gelénes
16-044-001,16,SZABOLCS-SZATMÁR-BEREG,044,Gemzse
16-045-001,16,SZABOLCS-SZATMÁR-BEREG,045,Geszteréd
16-045-002,16,SZABOLCS-SZATMÁR-BEREG,045,Geszteréd
